road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,bun,ji,hjd_cd,public_price,jimok_cd,area,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,uploaded_mo,uploaded_day,price_per_area
1,321.0,2016,09,2,11530,10700,0070,0018,701,2974000,08,321.0,22,150,03,04,10,2020,01,01,3613707.2
2,139.5,2016,05,16,11140,16800,0003,0012,001,5230000,08,139.5,16,240,02,04,07,2016,01,01,5412616.5
1,70.4,2016,08,2,11170,11900,0013,0056,508,6489000,08,70.4,14,140,03,07,02,2020,01,01,5420454.5
4,74.1,2018,12,5,11620,10100,0851,0028,575,11120000,08,74.1,22,210,02,02,01,2020,01,01,16194332.0
4,586.1,2019,09,30,11680,10800,0106,0021,000,23380000,08,586.1,22,230,02,03,03,2020,01,01,34285958.0
3,73.0,2019,12,4,11530,10800,0048,0004,800,1254000,02,73.0,33,910,02,07,04,2020,01,01,3479452.1
1,36.0,2019,08,2,11530,10100,0396,0181,101,1056000,01,36.0,33,910,02,01,08,2020,01,01,1026111.1
0,605.0,2017,10,11,11110,18400,0369,0041,905,71400,05,605.0,44,720,04,07,12,2020,01,01,87504.1
2,67.0,2018,03,29,11500,10900,0612,0344,902,1191000,08,67.0,16,910,02,04,07,2020,01,01,3731343.3
3,530.0,2016,04,25,11200,10600,0289,0002,000,2808000,01,530.0,14,140,02,04,04,2018,01,01,5383962.3
2,161.0,2020,07,6,11320,10600,0465,0012,003,1873000,08,161.0,13,330,02,07,07,2020,01,01,2546583.9
4,812.0,2016,06,20,11500,10300,0772,0067,304,5405000,08,812.0,15,210,02,03,01,2020,01,01,5788177.3
0,61.6,2017,10,20,11290,13400,0917,0015,909,2960000,08,61.6,14,150,02,04,08,2020,01,01,2319967.5
2,570.2,2018,03,22,11110,17500,1424,0000,916,7908000,08,570.2,22,220,02,01,07,2020,01,01,16637478.1
1,101.5,2018,11,15,11500,10300,0368,0064,301,4305000,08,101.5,15,240,02,02,03,2020,01,01,9186206.9
3,63.0,2016,10,7,11560,13200,0124,0026,630,3552000,08,63.0,14,130,02,04,05,2020,01,01,3174603.2
1,72.4,2020,04,29,11110,17500,0178,0137,916,3231000,08,72.4,16,330,02,04,10,2020,01,01,6215469.6
0,175.0,2016,06,30,11560,13300,0942,0035,700,5330000,08,175.0,14,140,02,04,02,2020,01,01,1270000.0
3,194.4,2018,07,8,11110,16200,0254,0000,911,14120000,08,194.4,22,230,02,04,12,2020,01,01,18672839.5
0,172.0,2017,02,15,11500,11000,0381,0011,110,288400,28,172.0,44,530,01,04,12,2020,01,01,697674.4
2,125.0,2018,03,15,11650,10900,0001,2745,000,560500,01,125.0,44,510,02,07,06,2020,01,01,873920.0
1,34.0,2016,08,19,11350,10600,0141,0089,000,3090000,08,34.0,14,310,02,02,10,2020,01,01,2647058.8
1,345.0,2020,12,9,11290,10100,0031,0022,901,3637000,08,345.0,11,160,03,04,08,2020,01,01,5405797.1
4,925.6,2019,04,15,11440,11000,0057,0050,000,16910000,08,925.6,16,220,02,04,03,2020,01,01,25840298.2
4,887.0,2019,10,15,11530,10600,0076,0018,601,5233000,12,887.0,33,220,02,05,02,2020,01,01,8491544.5
1,469.0,2016,05,27,11740,10200,0578,0001,102,3205000,08,408.0,44,110,02,07,08,2020,01,01,2025586.4
1,460.0,2016,05,10,11530,11000,0011,0021,110,3385000,08,460.0,14,230,02,04,09,2018,01,01,4499173.9
2,33.5,2020,12,7,11560,11800,0231,0043,585,3133000,08,33.5,14,150,02,07,06,2020,01,01,6623880.6
3,660.1,2016,04,6,11680,11100,0524,0000,000,4847000,25,660.1,14,160,02,04,04,2020,01,01,2809998.5
0,46.0,2016,02,18,11590,10500,0173,0014,209,6800000,08,46.0,14,140,02,07,02,2020,01,01,4020000.0
0,367.0,2019,06,5,11650,10900,0001,1115,000,344000,01,367.0,44,510,02,08,12,2020,01,01,559455.0
1,120.1,2020,01,22,11350,10300,0597,0033,000,2888000,08,120.1,15,110,02,01,08,2020,01,01,5348792.7
2,49.0,2020,10,6,11290,13600,0088,0314,911,4478000,08,49.0,22,110,02,04,06,2020,01,01,5979591.8
1,99.0,2019,11,7,11290,13400,0525,0184,909,3320000,08,99.0,16,110,02,04,10,2020,01,01,3838383.8
4,512.0,2019,12,27,11500,10400,0422,0003,401,4805000,09,512.0,33,410,02,04,02,2020,01,01,10394609.4
1,44.0,2016,05,2,11590,10700,0708,1199,215,1470000,08,44.0,13,160,03,07,08,2020,01,01,2230000.0
1,40.0,2016,03,9,11380,10700,0002,0077,109,3500000,08,40.0,14,150,02,07,02,2020,01,01,3737500.0
4,684.0,2019,10,15,11530,10600,0076,0014,601,5233000,09,684.0,33,220,02,05,02,2020,01,01,8491228.1
0,66.0,2019,11,20,11200,10600,0162,0003,000,841500,08,66.0,14,910,02,00,00,2020,01,01,833333.3
4,205.2,2016,12,29,11320,10600,0676,0043,001,4378000,08,205.2,15,220,02,07,02,2020,01,01,3654970.8
0,141.0,2016,08,31,11650,10900,0102,0000,000,2768000,08,141.0,11,150,03,07,10,2020,01,01,3546099.3
1,177.0,2020,08,20,11545,10300,0113,0103,560,4380000,05,177.0,33,230,02,07,08,2020,01,01,4406779.7
1,565.0,2018,10,5,11650,10900,0240,0000,000,529200,02,565.0,44,510,02,07,08,2020,01,01,998761.1
1,87.6,2019,01,22,11140,15700,0043,0004,007,9701000,08,87.6,22,210,02,07,08,2020,01,01,11344863.0
1,87.6,2020,06,30,11140,16500,0374,0000,014,5803000,08,87.6,22,210,02,02,08,2020,01,01,16851598.2
0,395.0,2019,09,24,11290,13500,0033,0066,910,1059000,08,395.0,14,910,00,00,00,2020,01,01,485063.3
1,93.2,2019,07,3,11560,12100,0016,0040,605,3680000,08,93.2,16,160,02,07,10,2020,01,01,8167489.3
4,229.4,2019,04,10,11680,10500,0169,0021,000,37420000,08,229.4,22,230,02,03,01,2020,01,01,46175719.3
2,46.0,2018,04,24,11440,10200,0120,0031,000,8080000,08,46.0,14,240,02,04,06,2020,01,01,5391304.3
1,248.7,2020,03,26,11680,10100,0669,0012,000,8390000,08,248.7,13,310,02,03,08,2020,01,01,16103739.4
3,624.1,2019,08,6,11710,10600,0171,0006,014,6843000,08,1358.9,14,330,02,04,05,2020,01,01,11921486.9
1,165.0,2018,10,4,11200,11400,0356,0001,000,6256000,08,165.0,14,130,02,08,08,2020,01,01,9090909.1
2,228.1,2016,09,8,11140,11000,0061,0000,003,28300000,08,228.1,22,230,02,01,06,2020,01,01,43071942.1
1,42.0,2016,10,14,11290,10100,0224,0148,901,2286000,05,42.0,11,110,03,04,10,2020,01,01,3261904.8
2,41.0,2016,08,25,11350,10300,0411,0037,000,2987000,08,41.0,14,320,02,04,06,2020,01,01,1878048.8
4,208.0,2019,12,27,11380,10600,0002,0047,108,7341000,08,208.0,22,230,02,04,01,2020,01,01,14457403.8
1,684.0,2019,10,18,11650,10900,0001,1647,000,525000,01,684.0,44,510,02,03,08,2020,01,01,833333.3
1,84.0,2016,06,23,11350,10600,0141,0009,000,3927000,08,91.0,14,210,02,04,09,2020,01,01,6580000.0
1,95.6,2016,08,25,11170,11900,0006,0064,508,6489000,08,95.6,14,140,03,07,02,2020,01,01,2989958.2
1,823.0,2018,12,11,11650,10400,0196,0000,000,320000,01,823.0,44,510,03,07,08,2020,01,01,459295.3
0,377.0,2017,10,11,11110,18400,0369,0045,905,71400,05,377.0,44,720,04,04,12,2020,01,01,94005.3
1,53.6,2020,08,18,11140,14700,0184,0004,006,5426000,08,53.6,15,210,02,01,08,2020,01,01,11007462.7
1,66.0,2019,12,2,11500,10800,0036,0037,108,2498000,01,66.0,14,150,02,07,08,2020,01,01,4090909.1
3,330.0,2018,02,13,11740,10100,0223,0008,101,689500,01,330.0,44,510,03,01,04,2020,01,01,545454.5
4,710.0,2019,12,27,11500,10400,0039,0003,401,4805000,09,710.0,33,410,02,04,02,2020,01,01,10394619.7
1,192.3,2020,07,1,11710,11100,0149,0016,008,5845000,08,192.3,15,150,02,03,08,2020,01,01,6240249.6
2,119.0,2016,11,14,11230,10300,0289,0008,001,4508000,08,119.0,15,240,02,03,01,2020,01,01,5462184.9
0,128.0,2017,06,22,11290,10100,0044,0011,901,375500,05,128.0,11,730,03,07,12,2020,01,01,214843.8
1,368.3,2019,07,24,11410,11800,0411,0012,003,3550000,08,368.3,14,130,02,03,08,2020,01,01,4948411.6
3,39.8,2016,07,15,11110,14800,0140,0006,909,7871000,08,39.8,13,330,02,04,05,2020,01,01,11984924.6
1,872.0,2019,05,2,11110,18300,0410,0006,906,2441000,08,872.0,11,160,05,04,08,2020,01,01,974770.6
2,228.8,2020,01,17,11680,10700,0529,0005,000,22740000,08,228.8,15,240,02,03,06,2020,01,01,27534965.0
1,272.3,2016,05,18,11260,10300,0445,0003,011,2534000,08,272.3,14,130,03,04,08,2020,01,01,2460521.5
3,310.0,2019,04,16,11590,10200,0363,0135,204,5078000,08,310.0,15,320,03,07,04,2020,01,01,25806451.6
1,36.0,2016,06,27,11410,11800,0023,0019,002,3000000,08,36.0,14,150,02,04,05,2020,01,01,2325000.0
1,218.0,2019,05,30,11410,11800,0104,0038,003,2590000,08,218.0,15,150,03,07,01,2020,01,01,3669724.8
3,66.1,2018,08,9,11110,12100,0162,0000,903,11800000,08,66.1,16,310,02,04,04,2020,01,01,11059001.5
1,129.7,2019,11,30,11215,10500,0690,0068,002,4077000,08,129.7,15,110,02,08,08,2020,01,01,7710100.2
1,44.9,2018,06,9,11170,10900,0001,0202,504,3766000,08,44.9,13,110,03,04,10,2020,01,01,4940089.1
1,48.0,2019,03,15,11230,11000,0305,0093,002,2625000,08,48.0,16,950,02,03,08,2020,01,01,5416666.7
1,268.0,2016,12,6,11410,11800,0023,0053,002,3000000,08,268.0,14,150,02,04,05,2020,01,01,1870000.0
1,79.0,2019,11,8,11740,10800,0023,0010,108,4248000,08,79.0,14,130,02,04,08,2020,01,01,6508227.8
1,79.3,2018,08,13,11560,10200,0026,0003,535,5110000,08,79.3,22,210,02,07,09,2019,01,01,12131147.5
1,37.0,2019,08,12,11230,10400,0128,0194,002,2809000,08,37.0,14,110,02,02,10,2020,01,01,4270000.0
2,585.8,2018,06,1,11680,11100,0610,0000,000,4199000,08,585.8,14,210,02,03,06,2020,01,01,7100546.3
4,617.2,2020,11,10,11380,10700,0117,0024,109,5849000,08,617.2,16,230,02,07,03,2020,01,01,10045366.2
4,675.0,2018,04,9,11650,11000,0202,0002,000,904200,01,675.0,44,510,02,07,01,2020,01,01,1087407.4
3,364.0,2020,04,23,11620,10300,0602,0028,630,9632000,08,364.0,22,230,03,02,05,2020,01,01,19230769.2
1,46.0,2019,06,13,11410,11800,0338,0220,000,2900000,08,46.0,14,150,03,07,01,2020,01,01,4668913.0
1,207.0,2016,12,29,11680,10400,0106,0009,000,13640000,08,207.0,15,140,02,02,05,2020,01,01,17280193.2
3,251.2,2016,10,25,11140,15400,0206,0034,006,11780000,08,251.2,22,240,02,04,04,2020,01,01,18630573.2
4,109.0,2016,11,21,11410,11800,0277,0170,003,3785000,08,109.0,15,140,02,07,02,2020,01,01,4825688.1
0,529.7,2018,09,20,11110,17500,0226,0012,916,3950000,08,529.7,22,230,02,07,12,2020,01,01,3114970.7
0,33.0,2020,02,13,11290,10300,0039,0001,902,848100,08,33.0,15,910,00,00,00,2020,01,01,2727272.7
1,117.8,2018,12,25,11470,10100,1162,0015,503,4260000,10,117.8,14,150,02,04,07,2020,01,01,8149405.8
2,243.0,2016,05,20,11260,10200,0253,0001,009,3197000,08,243.0,14,130,02,04,07,2020,01,01,4403292.2
1,255.0,2019,05,22,11440,12500,0177,0012,000,4140000,01,255.0,24,230,02,04,07,2020,01,01,9078431.4
1,676.9,2018,11,22,11170,13100,0737,0063,518,10470000,08,676.9,11,160,03,04,09,2020,01,01,13295907.8
2,141.4,2016,04,30,11620,10100,1578,0003,595,3300000,08,141.4,13,110,03,03,06,2020,01,01,5162659.1
0,56.0,2016,03,21,11140,16500,1916,0000,014,5630000,08,56.0,22,160,03,04,08,2020,01,01,4464285.7
2,72.0,2018,12,24,11530,10200,0706,0015,202,2728000,08,72.0,14,160,03,03,07,2020,01,01,8050000.0
0,40.0,2018,05,2,11380,11400,0304,0005,000,110200,02,40.0,44,910,00,00,00,2020,01,01,250000.0
3,662.0,2018,10,4,11740,10300,0459,0001,103,709200,02,662.0,44,510,02,07,04,2020,01,01,1208459.2
3,43.0,2020,04,3,11620,10200,0069,0035,745,1151000,05,43.0,13,910,02,07,04,2020,01,01,2464418.6
1,143.4,2020,08,24,11440,10600,0003,0060,000,5239000,08,143.4,14,110,02,04,08,2020,01,01,8368200.8
0,43.0,2018,01,31,11410,11800,0026,0183,000,216900,10,43.0,13,720,03,07,12,2020,01,01,628604.7
3,226.0,2020,04,1,11350,10500,0140,0284,013,3900000,08,226.0,16,330,02,04,05,2020,01,01,6891991.2
1,56.0,2018,01,18,11290,13700,0085,0003,912,2621000,08,56.0,14,130,03,04,08,2020,01,01,4071428.6
1,250.0,2019,03,29,11680,11100,0353,0006,000,3660000,08,250.0,11,110,02,01,08,2020,01,01,7002000.0
1,135.0,2016,06,7,11380,10300,0023,0076,103,470000,08,135.0,44,150,03,03,10,2020,01,01,666666.7
1,183.9,2020,05,7,11260,10200,0486,0000,009,2141000,08,183.9,14,150,03,04,08,2020,01,01,5057096.2
1,152.0,2019,01,23,11110,18400,0048,0033,905,2404000,08,152.0,13,110,04,07,08,2020,01,01,2453289.5
3,106.0,2016,11,16,11320,10500,0524,0102,001,2376000,08,106.0,14,310,02,07,05,2020,01,01,3301886.8
1,215.2,2020,03,30,11215,10100,0093,0051,004,2975000,08,215.2,15,110,02,08,08,2020,01,01,7753345.7
0,61.0,2020,01,3,11200,10700,0128,1194,000,1425000,08,61.0,15,910,03,00,00,2020,01,01,3005082.0
1,227.0,2016,03,21,11620,10100,0014,0009,545,3230000,08,227.0,14,130,02,07,08,2020,01,01,3744493.4
1,129.0,2018,09,13,11110,18200,0053,0050,906,1561000,08,129.0,44,110,04,04,10,2020,01,01,1356589.1
1,337.0,2019,03,26,11530,10800,0010,0011,800,3228000,08,337.0,22,330,02,07,10,2020,01,01,7715133.5
1,159.0,2019,11,11,11380,11000,0219,0011,117,3660000,08,159.0,14,150,02,07,02,2020,01,01,7646289.3
1,76.0,2020,08,24,11590,10400,0190,0015,201,3045000,08,76.0,15,110,02,07,10,2020,01,01,9078947.4
2,277.0,2019,10,8,11620,10200,0361,0057,745,3992000,02,277.0,14,320,02,04,09,2020,01,01,3628158.8
0,181.9,2020,08,28,11320,10700,0662,0070,001,1178000,08,181.9,22,910,02,03,00,2020,01,01,8246289.2
2,93.0,2020,02,27,11620,10100,0470,0006,565,3012000,02,93.0,15,110,03,04,07,2020,01,01,4086021.5
0,36.0,2019,09,6,11380,10600,0088,0344,000,927300,08,36.0,14,910,00,00,00,2020,01,01,1230000.0
4,73.0,2019,05,24,11740,10800,0088,0001,108,9000000,08,73.0,15,230,02,07,02,2020,01,01,10096712.3
0,202.0,2020,05,8,11305,10100,0037,0004,545,2273000,08,202.0,22,910,02,00,00,2020,01,01,2227722.8
2,150.0,2016,08,19,11305,10400,0071,0047,645,3200000,08,150.0,13,210,02,07,02,2020,01,01,2666666.7
0,46.0,2018,01,29,11440,10900,0021,0007,000,4140000,01,46.0,14,150,03,07,03,2020,01,01,2880434.8
2,57.0,2019,09,25,11350,10500,1100,0036,011,2517000,01,57.0,14,160,02,04,06,2020,01,01,5171929.8
1,534.0,2020,09,21,11650,10300,0474,0004,000,3010000,08,534.0,44,110,02,02,08,2020,01,01,4838951.3
1,40.0,2019,07,10,11410,12000,0286,0048,001,6095000,08,40.0,16,230,02,07,05,2020,01,01,13000000.0
1,113.0,2016,06,14,11470,10100,0170,0031,507,1740000,08,113.0,14,410,02,01,09,2016,01,01,2809734.5
1,41.0,2016,10,11,11305,10200,0339,0001,600,2819000,08,41.0,14,160,02,07,06,2020,01,01,2439024.4
1,89.0,2016,08,25,11530,10800,0314,0022,000,3384000,08,89.0,22,150,02,07,08,2020,01,01,3766292.1
1,47.0,2019,02,18,11305,10400,0020,0005,645,2396000,08,47.0,14,130,02,04,09,2020,01,01,4425531.9
1,49.9,2016,07,5,11170,11000,0047,0004,505,3979000,08,49.9,14,110,03,04,08,2020,01,01,4850100.2
1,904.2,2020,11,24,11650,10800,1582,0025,000,9670000,08,904.2,15,230,02,03,09,2020,01,01,15700000.0
0,85.0,2017,12,4,11140,16100,0079,0023,007,24000000,08,85.0,22,210,02,03,04,2020,01,01,10980000.0
1,169.6,2020,10,14,11470,10300,0504,0025,702,2251000,08,169.6,15,110,03,04,10,2020,01,01,4154952.8
3,804.3,2016,07,1,11560,12900,0131,0001,620,3753000,08,359.3,14,130,02,02,05,2020,01,01,7335571.3
1,309.6,2018,05,23,11650,10800,1592,0013,000,11800000,08,309.6,22,230,02,01,09,2020,01,01,20267474.2
1,764.0,2016,07,5,11530,10900,0001,0106,109,1975000,05,764.0,14,130,03,04,09,2018,01,01,3478664.9
1,93.0,2019,09,30,11440,12200,0081,0047,000,4856000,08,93.0,13,150,02,04,08,2020,01,01,8032258.1
1,665.2,2019,05,31,11320,10800,0617,0028,001,2848000,08,665.2,14,330,02,01,08,2020,01,01,4983463.6
2,93.0,2018,01,6,11410,11100,0061,0007,002,3400000,08,93.0,14,150,03,02,02,2020,01,01,930000.0
1,73.0,2018,01,31,11170,10100,0410,0015,501,3942000,08,73.0,13,110,03,04,08,2020,01,01,4931506.8
2,96.0,2020,07,4,11200,11500,0571,0031,000,9000000,08,96.0,15,210,02,04,06,2020,01,01,18229166.7
1,150.0,2018,02,8,11590,10700,0318,0015,216,5900000,08,150.0,15,230,02,04,08,2020,01,01,15557666.7
1,235.3,2018,05,15,11710,11100,0048,0002,008,11910000,08,235.3,22,220,02,04,09,2020,01,01,22558436.0
1,60.0,2016,07,23,11410,11100,0412,0000,003,2767000,08,60.0,14,110,02,02,08,2020,01,01,4266666.7
3,288.7,2020,02,27,11545,10300,0920,0007,600,4825000,08,288.7,14,210,02,04,04,2020,01,01,6809837.2
1,52.0,2020,03,13,11620,10200,0316,0146,745,1981000,08,52.0,14,150,03,08,08,2020,01,01,2978076.9
1,36.0,2020,11,19,11320,10500,0514,0002,001,1290000,08,36.0,13,150,02,04,10,2020,01,01,3055555.6
4,166.6,2018,01,24,11410,10200,0364,0001,000,12780000,08,166.6,16,240,02,04,03,2020,01,01,13205282.1
2,56.0,2016,01,28,11230,10900,0281,0080,002,3699000,08,56.0,15,230,02,07,07,2020,01,01,2946428.6
1,188.8,2018,06,8,11200,10300,0398,0008,000,3805000,08,188.8,14,160,02,07,08,2020,01,01,3972457.6
2,65.7,2020,07,15,11200,10500,0459,0021,000,3450000,08,65.7,14,110,02,04,06,2020,01,01,5689954.3
1,198.0,2016,12,13,11110,18300,0369,0002,906,1587000,01,198.0,11,150,03,07,08,2020,01,01,1111111.1
4,135.0,2016,07,25,11290,13600,0088,0422,911,9212000,08,135.0,22,210,02,04,01,2020,01,01,7407407.4
1,35.0,2019,03,27,11110,18300,0182,0030,906,3102000,08,35.0,14,110,03,05,08,2020,01,01,3428571.4
4,144.1,2016,06,23,11680,10300,0012,0009,000,8064000,08,144.1,14,230,02,04,01,2020,01,01,7585010.4
1,63.0,2016,11,11,11290,13300,0559,0182,908,1944000,28,63.0,14,110,03,08,08,2020,01,01,1111111.1
4,42.5,2018,05,25,11590,10200,0475,0010,203,9360000,08,42.5,15,210,02,02,03,2020,01,01,13808705.9
1,115.0,2018,04,25,11740,10900,0452,0029,109,6230000,08,115.0,22,240,02,04,06,2019,01,01,17858782.6
2,56.0,2019,04,12,11590,10200,0023,0008,204,4022000,08,56.0,14,130,03,07,07,2020,01,01,4350000.0
1,42.3,2020,11,30,11230,10700,0385,0000,002,2887000,08,42.3,15,110,02,03,10,2020,01,01,2328605.2
1,83.6,2016,06,22,11230,10700,0468,0000,002,2850000,08,83.6,14,110,03,04,10,2020,01,01,2751196.2
0,43.0,2016,01,25,11590,10500,0079,0207,209,4210000,08,43.0,14,110,03,04,08,2020,01,01,3441860.5
4,92.2,2020,04,23,11620,10200,1578,0059,655,4932000,08,92.2,15,240,01,04,03,2020,01,01,8095987.0
1,57.0,2019,06,13,11350,10500,1115,0008,011,2611000,08,57.0,16,150,02,07,08,2020,01,01,5368421.1
4,106.5,2016,12,12,11290,11100,0003,0003,904,7338000,08,106.5,22,240,02,02,01,2019,01,01,10516431.9
1,307.0,2018,04,2,11650,10100,0593,0091,000,4855000,08,307.0,13,130,03,04,08,2020,01,01,6872964.2
2,83.3,2016,03,16,11170,12800,0063,0039,512,22100000,08,83.3,22,240,02,04,02,2020,01,01,17999880.0
0,91.0,2017,02,18,11350,10500,0085,0108,013,3760000,08,91.0,14,140,02,07,02,2020,01,01,1538461.5
4,209.0,2020,05,26,11110,18300,0082,0004,906,3907000,08,209.0,14,320,02,07,03,2020,01,01,5015933.0
1,41.0,2018,01,24,11290,11200,0392,0035,904,3106000,08,41.0,14,110,03,03,08,2020,01,01,5853658.5
1,227.8,2019,11,12,11170,10100,0254,0067,501,4673000,08,227.8,14,150,02,04,08,2020,01,01,6145741.9
2,44.0,2020,10,22,11230,10900,0101,0020,001,2961000,08,44.0,14,150,02,04,06,2020,01,01,4397727.3
1,136.5,2020,05,16,11500,10300,0928,0032,301,3377000,08,136.5,22,210,02,03,10,2020,01,01,12527472.5
3,960.5,2016,12,23,11500,10300,1093,0068,306,1164000,08,960.5,13,910,03,02,04,2020,01,01,865996.9
4,177.0,2019,10,8,11110,18300,0114,0019,906,4589000,08,177.0,14,230,02,07,02,2020,01,01,3263389.8
3,817.0,2020,12,1,11530,10800,0172,0067,800,3800000,08,817.0,14,210,02,04,04,2020,01,01,7711138.3
3,561.6,2019,07,26,11620,10200,1650,0010,725,4747000,08,561.6,14,230,02,07,04,2020,01,01,6855413.1
3,75.6,2020,01,16,11410,10200,0115,0000,000,5950000,08,75.6,15,310,02,07,05,2020,01,01,5787301.6
1,106.0,2020,09,18,11590,10400,0190,0026,201,3105000,08,106.0,15,110,02,07,10,2020,01,01,9075471.7
2,113.6,2018,03,6,11710,11400,0026,0013,000,3574000,08,113.6,14,140,02,03,06,2020,01,01,4910123.2
1,150.1,2020,04,9,11560,10500,0163,0005,535,5359000,08,150.1,16,240,02,08,08,2020,01,01,17240506.3
4,67.4,2019,08,1,11170,12800,0065,0485,000,12980000,15,67.4,14,210,02,07,03,2020,01,01,18178338.3
1,142.7,2016,04,21,11545,10300,0789,0015,590,2850000,08,142.7,16,130,03,03,08,2020,01,01,5816398.0
0,53.0,2016,10,19,11380,10700,0715,0017,000,4090000,08,53.0,14,150,03,04,05,2020,01,01,2745094.3
1,34.4,2016,04,15,11110,11100,0019,0079,902,4733000,08,34.4,14,110,02,04,08,2020,01,01,11482558.1
1,67.8,2020,02,28,11410,11600,0020,0066,000,3675000,08,67.8,22,160,03,03,10,2020,01,01,14233038.3
4,568.4,2019,03,15,11260,10500,0487,0019,016,4960000,08,568.4,15,240,02,07,02,2020,01,01,5882389.2
3,153.1,2019,04,9,11170,10100,0358,0132,501,1121000,05,153.1,13,160,03,04,04,2020,01,01,1452645.3
4,609.0,2016,07,12,11290,13800,0135,0001,913,3110000,02,609.0,14,150,02,04,05,2020,01,01,4374400.7
1,152.0,2020,03,12,11350,10500,0091,0096,013,3563000,08,152.0,16,310,02,04,08,2020,01,01,5995000.0
1,539.0,2019,01,28,11320,10800,0526,0000,001,312200,05,539.0,44,610,02,07,08,2020,01,01,371057.5
0,71.4,2016,11,8,11410,10900,0001,0391,000,735900,08,71.4,14,910,00,00,00,2020,01,01,2316246.5
4,963.0,2016,05,12,11740,10700,0120,0000,107,713400,01,481.0,44,510,02,04,01,2020,01,01,716510.9
3,145.5,2018,09,18,11110,10600,0007,0030,903,6202000,08,145.5,13,240,02,04,04,2020,01,01,14089347.1
1,89.9,2020,04,10,11680,10500,0076,0009,000,12430000,08,89.9,14,210,02,01,08,2020,01,01,22525027.8
1,102.0,2018,11,21,11290,13600,0090,0695,911,6480000,08,102.0,16,310,02,04,03,2020,01,01,9842156.9
1,265.0,2020,07,16,11500,10900,0049,0007,903,281300,01,265.0,44,530,01,07,08,2020,01,01,588679.2
0,160.0,2017,03,10,11290,10100,0009,0035,901,375500,05,160.0,11,730,03,07,12,2020,01,01,362500.0
1,74.0,2019,01,23,11110,18400,0046,0014,905,927400,08,74.0,13,910,00,00,00,2020,01,01,979729.7
3,225.0,2016,04,25,11200,10600,0291,0001,000,2808000,01,225.0,14,140,02,04,04,2018,01,01,4368888.9
1,321.2,2018,01,3,11680,10100,0609,0018,000,5464000,08,321.2,11,160,02,02,08,2020,01,01,8966376.1
0,73.4,2020,07,9,11140,12500,0053,0003,003,8316000,08,73.4,22,230,02,03,12,2020,01,01,27352588.6
1,63.5,2019,01,22,11140,15700,0021,0003,007,9701000,08,63.5,22,210,02,07,08,2020,01,01,11344881.9
4,190.1,2016,12,12,11290,11100,0005,0000,000,7338000,08,430.0,22,210,02,02,01,2020,01,01,11046817.5
2,360.8,2019,12,12,11170,10700,0014,0072,503,12200000,08,360.8,22,210,03,07,06,2020,01,01,27066657.4
2,180.0,2019,11,18,11530,10100,0291,0125,101,1303000,08,180.0,33,910,02,04,07,2020,01,01,1663722.2
3,67.0,2019,09,2,11290,13500,0003,0548,910,3852000,08,67.0,16,310,02,07,04,2020,01,01,7910447.8
2,76.0,2020,07,3,11410,11800,0048,0143,001,4960000,08,76.0,15,240,02,04,06,2020,01,01,8092105.3
1,70.0,2020,01,8,11260,10300,0140,0005,011,2484000,08,70.0,14,110,02,08,08,2020,01,01,2267428.6
2,160.0,2020,12,22,11680,11100,0445,0006,000,3920000,08,160.0,11,110,02,01,06,2020,01,01,7256250.0
0,264.0,2019,05,24,11350,10200,0493,0018,000,973500,08,264.0,15,910,02,07,00,2020,01,01,1837121.2
4,227.4,2019,04,12,11260,10500,0525,0023,017,3801000,08,227.4,15,230,02,03,03,2020,01,01,10246262.1
1,750.0,2016,10,11,11560,10800,0094,0076,535,3331000,08,750.0,15,150,02,01,09,2020,01,01,5671013.3
3,174.3,2020,05,11,11710,10500,0255,0005,013,8342000,08,174.3,14,230,02,03,04,2020,01,01,11474469.3
0,52.6,2016,08,16,11290,10900,0033,0000,903,3105000,08,52.6,14,150,02,04,12,2020,01,01,5138783.3
3,633.3,2019,11,11,11500,10300,0372,0018,301,5150000,08,633.3,14,210,02,04,05,2020,01,01,5605558.2
2,50.0,2020,12,10,11215,10400,0188,0004,000,3880000,08,50.0,14,320,02,07,06,2020,01,01,6845000.0
1,496.0,2019,10,17,11110,18200,0105,0012,906,2252000,01,496.0,14,120,04,07,08,2020,01,01,2947217.7
1,121.0,2016,01,21,11140,13900,0048,0005,004,4379000,08,121.0,13,320,03,07,08,2020,01,01,5371900.8
1,138.5,2018,03,16,11590,10200,0507,0019,203,3369000,08,138.5,14,110,03,04,10,2020,01,01,3024548.7
0,92.0,2018,07,8,11290,13900,0340,0638,914,2435000,08,92.0,14,150,02,04,12,2020,01,01,5467391.3
1,702.0,2019,12,17,11740,10300,0004,0014,103,919000,01,702.0,44,510,02,07,08,2020,01,01,1125356.1
1,123.0,2018,08,24,11140,13600,0032,0008,004,11650000,08,123.0,22,220,02,04,03,2020,01,01,15156991.9
1,301.0,2020,05,13,11320,10600,0543,0002,003,321300,01,301.0,44,510,02,04,08,2020,01,01,620332.2
1,81.0,2018,06,26,11350,10400,0135,0049,000,2444000,08,81.0,13,320,02,05,08,2020,01,01,2716049.4
