road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,bun,ji,hjd_cd,public_price,jimok_cd,area,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,uploaded_mo,uploaded_day,price_per_area
1,109.0,2016,11,4,11380,10900,0191,0029,116,2951000,08,109.0,13,130,03,04,09,2020,01,01,2548532.1
4,294.6,2020,08,29,11620,10200,1568,0005,765,8409000,08,294.6,22,210,02,03,01,2020,01,01,21724372.0
0,182.0,2016,07,29,11380,10300,0478,0006,104,2437000,08,182.0,13,130,03,07,08,2020,01,01,2159340.7
1,109.4,2020,02,20,11320,10800,0616,0024,001,2205000,08,109.4,14,150,02,08,08,2020,01,01,4234552.1
2,156.0,2016,08,6,11305,10200,0028,0036,606,311800,05,156.0,43,730,02,07,00,2017,01,01,1153846.2
2,53.0,2019,10,11,11230,10900,0097,0022,001,2992000,08,53.0,14,150,02,02,06,2020,01,01,8679245.3
2,107.3,2018,06,19,11170,11100,0091,0006,000,5329000,08,107.3,15,330,02,07,06,2020,01,01,7854986.0
1,56.8,2019,08,30,11110,15100,0083,0000,910,7395000,08,56.8,22,230,02,04,10,2020,01,01,18362500.0
1,104.8,2018,10,5,11530,10700,0403,0161,703,5520000,08,104.8,15,210,02,04,02,2020,01,01,3721374.0
1,102.0,2020,10,6,11290,13300,0550,0018,908,1788000,08,102.0,14,110,03,07,10,2020,01,01,5098039.2
0,58.0,2016,06,22,11590,10900,0356,0088,220,6000000,08,58.0,16,140,02,04,05,2020,01,01,5862069.0
0,274.0,2020,03,25,11680,11100,0044,0006,000,567600,01,274.0,44,510,02,05,12,2020,01,01,455474.5
1,320.0,2018,07,2,11260,10500,0043,0000,016,1560000,02,320.0,44,160,02,04,08,2020,01,01,1818750.0
1,873.0,2016,05,26,11740,10500,0172,0002,105,965200,01,873.0,44,510,02,07,08,2020,01,01,1225658.6
1,46.6,2019,07,3,11560,12100,0016,0039,605,3763000,08,46.6,16,160,02,07,10,2020,01,01,10313304.7
1,192.0,2016,10,27,11530,10800,0076,0002,800,5348000,08,192.0,22,220,02,07,08,2020,01,01,9010416.7
4,232.0,2019,05,28,11680,10800,0211,0017,000,14150000,08,232.0,22,230,02,08,01,2020,01,01,37926724.1
0,169.0,2017,05,24,11110,18300,0013,0000,906,41700,01,169.0,44,730,05,07,12,2020,01,01,59171.6
1,77.4,2020,01,22,11170,10100,0143,0045,501,5232000,08,77.4,14,110,03,04,08,2020,01,01,5103359.2
1,60.0,2020,06,9,11260,10100,0527,0220,007,2254000,28,60.0,14,110,03,04,11,2020,01,01,3000000.0
1,53.0,2016,01,19,11110,18300,0202,0006,906,2656000,08,53.0,14,130,02,08,08,2020,01,01,2358490.6
0,60.3,2018,10,18,11140,13600,0032,0005,004,11650000,08,60.3,22,220,02,04,03,2020,01,01,17442951.9
1,50.0,2020,03,2,11260,10600,0537,0018,020,2150000,08,50.0,15,110,02,04,10,2020,01,01,3180000.0
0,53.2,2016,01,11,11140,12900,0032,0009,003,2207000,08,53.2,14,910,00,00,00,2020,01,01,8069924.8
1,49.6,2018,07,25,11560,12900,0005,0002,620,2704000,08,49.6,33,110,02,01,10,2020,01,01,6259072.6
0,73.9,2020,05,28,11140,16600,0085,0002,001,5709000,08,73.9,22,910,00,00,00,2020,01,01,23815967.5
1,41.0,2020,03,11,11380,10100,0359,0026,000,3114000,15,41.0,14,110,02,07,08,2020,01,01,4185122.0
1,219.0,2016,06,14,11470,10100,0170,0028,507,1602000,08,219.0,14,420,02,04,08,2016,01,01,2586895.0
2,136.5,2018,11,2,11140,15500,0005,0019,007,13300000,08,136.5,22,210,02,03,06,2020,01,01,25106739.9
2,64.8,2016,06,2,11290,12200,0161,0026,906,3060000,08,64.8,14,150,03,04,06,2020,01,01,3386728.4
1,155.1,2020,10,29,11680,10100,0798,0013,000,6360000,08,155.1,15,110,02,03,08,2020,01,01,15344938.7
2,230.0,2016,11,18,11305,10100,0791,4687,534,1757000,08,230.0,14,160,03,07,00,2017,01,01,2608695.7
2,73.0,2020,08,24,11200,10900,1697,0000,000,3705000,08,73.0,14,330,03,07,06,2020,01,01,6712328.8
3,95.0,2020,04,22,11290,13600,0099,0028,911,5499000,08,95.0,15,240,02,05,05,2020,01,01,5420000.0
4,222.0,2019,05,21,11680,10100,0765,0018,000,15030000,08,222.0,15,230,02,03,01,2019,01,01,37522522.5
4,357.0,2016,10,31,11590,10200,0015,0026,204,7148000,05,357.0,15,230,02,07,02,2020,01,01,6256750.7
2,53.0,2016,12,12,11410,11100,0361,0166,001,3251000,08,53.0,14,330,02,07,06,2020,01,01,1924528.3
1,34.0,2019,07,29,11170,13300,0048,0012,000,3890000,08,34.0,15,150,03,02,08,2020,01,01,9455000.0
1,78.3,2020,10,20,11440,10900,0168,0034,000,4286000,08,78.3,16,150,02,07,10,2020,01,01,20061047.3
4,247.9,2020,02,26,11140,15100,0111,0001,007,13420000,08,247.9,22,210,02,07,03,2020,01,01,28237192.4
1,42.0,2016,07,8,11200,11500,0278,0008,000,5424000,08,42.0,33,430,02,04,08,2020,01,01,3880714.3
0,387.0,2019,06,29,11740,10100,0058,0005,101,164200,05,387.0,44,720,03,07,12,2020,01,01,1033591.7
3,363.0,2019,06,11,11500,11200,0594,0005,112,1536000,28,363.0,44,210,02,04,04,2020,01,01,630991.7
3,258.0,2020,08,1,11560,13200,0405,0021,670,3420000,28,258.0,14,320,02,01,04,2020,01,01,18992248.1
1,127.2,2016,04,30,11560,13200,0240,0014,660,3900000,08,127.2,14,150,03,07,02,2020,01,01,4268867.9
1,51.0,2020,12,30,11290,13600,0079,0053,911,3497000,08,51.0,15,150,02,04,10,2020,01,01,13254902.0
1,35.7,2019,04,6,11440,12000,0438,0012,000,1551000,08,35.7,14,910,02,03,10,2020,01,01,2801120.4
3,74.2,2018,07,21,11230,10400,0622,0009,002,7240000,08,74.2,22,230,02,04,12,2020,01,01,7142857.1
0,185.0,2019,10,31,11590,10200,0024,0115,204,1244000,08,185.0,14,910,00,00,00,2020,01,01,2771837.8
1,97.9,2018,06,6,11590,10800,0378,0018,218,3678000,08,97.9,14,110,02,03,08,2020,01,01,7405515.8
3,43.4,2019,07,17,11140,12200,0010,0027,003,18410000,08,43.4,22,220,02,04,04,2020,01,01,69637096.8
1,216.2,2020,12,18,11440,12200,0373,0012,000,10120000,08,216.2,22,230,02,08,08,2020,01,01,30249768.7
4,645.0,2019,12,27,11500,10400,0049,0003,401,4805000,09,645.0,33,410,02,04,02,2020,01,01,10394620.2
1,82.0,2018,10,15,11590,10200,0283,0212,205,2681000,08,82.0,13,130,04,04,09,2020,01,01,3706097.6
0,63.0,2020,04,28,11380,10400,0009,0053,000,775500,08,63.0,14,910,00,00,00,2020,01,01,2063492.1
1,178.8,2016,05,1,11260,10500,0133,0035,016,2685000,11,178.8,15,150,02,02,08,2020,01,01,3034228.2
3,387.0,2020,04,13,11590,10200,0363,0005,204,5078000,08,387.0,15,330,03,07,04,2020,01,01,32144702.8
1,149.0,2016,05,20,11500,10300,0134,0003,309,4189000,05,149.0,22,240,02,04,00,2017,01,01,7348993.3
1,195.0,2018,04,21,11290,13300,0941,0005,908,1300000,08,195.0,44,150,03,04,08,2020,01,01,1692307.7
1,34.4,2016,09,28,11110,17000,0002,0045,913,2330000,08,34.4,14,110,02,04,00,2017,01,01,4329941.9
4,116.0,2020,06,23,11290,13900,0042,0016,914,3146000,08,116.0,14,110,02,04,02,2020,01,01,4698275.9
1,159.0,2019,10,16,11740,10700,0277,0016,107,774300,08,159.0,44,510,02,07,08,2020,01,01,2276729.6
4,44.0,2020,11,12,11140,15100,0270,0036,007,16700000,08,44.0,22,210,02,03,01,2020,01,01,23742045.5
2,81.3,2018,03,26,11215,10500,0003,0006,001,10250000,08,81.3,16,310,02,02,02,2020,01,01,19723739.2
2,49.6,2020,03,12,11200,11500,0316,0010,000,6962000,08,49.6,33,310,02,04,07,2020,01,01,6356854.8
2,67.8,2018,02,8,11140,13200,0050,0005,006,13000000,08,67.8,22,210,02,04,07,2020,01,01,21779793.5
1,733.4,2019,09,30,11680,10800,0106,0022,000,11630000,08,733.4,15,230,02,03,09,2020,01,01,35253613.3
0,387.0,2019,11,7,11290,13400,0525,0211,909,1267000,08,387.0,16,910,00,00,00,2020,01,01,1447028.4
1,73.0,2016,12,26,11380,10100,0031,0082,118,3530000,08,73.0,15,150,02,07,03,2020,01,01,2492191.8
2,63.5,2020,11,25,11140,15700,0192,0004,007,22800000,08,63.5,22,210,02,04,06,2020,01,01,40170708.7
1,168.9,2018,05,30,11110,17400,0595,0145,915,2355000,08,168.9,14,110,03,07,10,2020,01,01,2942569.6
0,56.0,2018,01,4,11200,11400,0656,1643,000,1815000,08,56.0,33,910,02,00,00,2020,01,01,4995357.1
0,35.0,2020,12,28,11170,13100,0647,0048,517,2461000,08,35.0,14,910,00,00,00,2020,01,01,2857142.9
0,57.0,2017,03,2,11620,10200,0010,0724,645,894300,08,57.0,13,910,00,00,00,2020,01,01,701754.4
0,128.0,2020,06,1,11380,10100,0345,0006,118,966900,15,128.0,14,910,00,00,00,2020,01,01,2805000.0
2,96.0,2016,02,23,11350,10600,0141,0086,000,3780000,08,96.0,14,210,02,03,06,2020,01,01,5475000.0
2,50.5,2020,03,27,11140,17100,0156,0089,015,5125000,08,50.5,16,310,02,04,06,2020,01,01,20396039.6
1,185.0,2016,06,14,11470,10100,0170,0030,507,574200,08,185.0,14,910,02,02,08,2016,01,01,927189.2
0,99.0,2018,06,12,11590,10900,0618,0064,219,996600,05,99.0,16,910,00,00,00,2020,01,01,1210101.0
1,245.8,2020,07,25,11680,10700,0646,0019,000,11890000,08,245.8,13,210,02,03,08,2020,01,01,30512611.9
1,116.0,2016,12,27,11530,10200,0597,0074,207,2825000,08,116.0,33,110,02,04,08,2020,01,01,3318965.5
1,72.0,2018,01,4,11215,10100,0176,0102,004,2325000,08,181.0,13,130,03,04,08,2020,01,01,2905000.0
0,777.0,2016,08,10,11650,10400,0556,0002,000,106000,01,777.0,44,720,03,07,12,2020,01,01,180180.2
2,648.0,2016,11,1,11110,18300,0533,0001,906,2675000,08,638.0,11,110,04,04,07,2020,01,01,1851851.9
1,136.0,2018,02,20,11215,10700,0197,0000,000,16560000,01,136.0,22,220,02,07,02,2020,01,01,11470588.2
1,92.0,2016,06,29,11440,10800,0368,0001,000,4190000,08,347.0,14,150,02,03,10,2020,01,01,5326087.0
4,106.0,2019,01,4,11740,10700,0116,0056,107,909700,01,106.0,44,510,02,07,01,2020,01,01,924528.3
3,89.9,2016,06,14,11545,10100,0238,0074,510,3129000,08,89.9,33,430,02,01,04,2020,01,01,6674082.3
0,99.0,2017,05,17,11500,10500,0006,0007,105,2630000,01,99.0,33,160,02,04,08,2020,01,01,5226464.6
2,218.6,2020,07,27,11560,13300,0990,0052,710,5090000,08,218.6,15,310,02,02,07,2020,01,01,14181152.8
1,34.0,2016,07,25,11410,11000,0401,0000,001,3631000,08,34.0,14,110,03,04,11,2020,01,01,4411764.7
0,107.0,2019,10,4,11500,10900,0612,0239,902,986700,01,107.0,16,910,00,00,00,2020,01,01,1869158.9
2,51.1,2019,05,9,11410,11000,0118,0005,001,4428000,08,51.1,14,140,03,04,07,2020,01,01,6892367.9
4,65.3,2020,09,8,11380,10900,0029,0192,115,3588000,08,65.3,16,210,03,02,01,2020,01,01,11516385.9
1,210.0,2016,06,14,11470,10100,0170,0020,507,574200,28,210.0,14,910,02,07,08,2016,01,01,927190.5
1,46.0,2016,12,27,11530,10200,0597,0058,207,2825000,08,46.0,33,110,02,04,08,2020,01,01,3326087.0
2,78.8,2020,07,9,11140,12500,0053,0016,003,12100000,08,78.8,22,230,02,03,06,2020,01,01,39612690.4
1,52.0,2018,01,9,11530,10800,0026,0008,800,2687000,08,52.0,14,150,02,04,08,2020,01,01,3390000.0
1,52.0,2016,10,3,11590,10500,0077,0042,209,4210000,08,52.0,14,110,03,04,08,2020,01,01,2500000.0
2,82.6,2019,05,31,11140,13200,0048,0003,006,13000000,08,82.6,22,210,02,04,07,2020,01,01,13585956.4
0,42.0,2020,05,20,11620,10200,0626,0052,775,937200,05,42.0,14,910,00,00,00,2020,01,01,2666666.7
1,38.0,2019,12,27,11290,10100,0224,0080,901,2284000,05,38.0,11,110,03,07,10,2020,01,01,8052631.6
0,36.0,2016,12,6,11230,10900,0180,0114,001,1052000,08,36.0,14,910,00,00,00,2020,01,01,2222222.2
1,173.6,2020,02,28,11410,11600,0020,0081,000,5385000,08,173.6,22,110,03,04,08,2020,01,01,19873271.9
1,38.0,2016,05,26,11560,13200,1829,0000,690,3920000,08,38.0,14,150,02,07,02,2020,01,01,4336578.9
1,185.0,2020,01,23,11500,10900,0612,0107,902,3642000,08,185.0,23,160,02,07,10,2020,01,01,10590810.8
1,96.9,2020,12,14,11410,10200,0031,0069,000,2965000,08,96.9,14,110,04,04,10,2020,01,01,10319917.4
1,116.0,2016,11,18,11290,13300,0966,0150,908,1945000,08,116.0,14,110,02,04,08,2020,01,01,3050000.0
0,46.0,2019,06,10,11290,13800,0232,0122,913,976800,08,46.0,14,910,00,00,00,2020,01,01,1552608.7
2,471.7,2020,09,3,11320,10600,0677,0021,001,3882000,08,471.7,15,210,02,04,07,2020,01,01,5776976.9
2,56.2,2016,03,24,11290,10800,0086,0000,903,6498000,08,56.2,22,210,02,03,06,2020,01,01,17793594.3
2,35.7,2019,04,8,11230,10200,0129,0273,003,3371000,08,35.7,15,160,02,04,06,2019,01,01,6575630.3
3,51.1,2020,08,28,11560,13300,0989,0016,700,5415000,08,51.1,15,210,02,04,04,2020,01,01,8808610.6
3,98.0,2018,06,20,11230,10200,0786,0001,000,9000000,08,98.0,22,320,02,04,05,2020,01,01,13833775.5
4,92.0,2019,10,8,11110,18300,0113,0009,906,1281000,08,92.0,14,910,00,00,00,2020,01,01,3263369.6
3,43.4,2016,08,31,11140,12200,0010,0027,003,18410000,08,43.4,22,220,02,04,04,2020,01,01,46668202.8
0,86.0,2019,03,15,11140,15600,0057,0000,007,23400000,08,86.0,22,210,02,04,05,2020,01,01,11552790.7
2,48.0,2019,07,15,11290,13500,0003,1540,910,3640000,08,33.0,14,310,02,01,06,2020,01,01,4006666.7
4,959.0,2018,12,20,11230,11000,0211,0005,003,3960000,01,959.0,14,330,02,04,02,2020,01,01,5991658.0
3,362.0,2016,09,8,11140,11000,0047,0005,003,28300000,08,362.0,22,230,02,01,06,2020,01,01,43071933.7
1,66.0,2016,10,17,11440,10100,0386,0067,000,3580000,08,66.0,14,140,04,07,08,2020,01,01,6060606.1
1,77.0,2018,03,9,11410,11100,0064,0125,002,3400000,08,77.0,14,150,03,02,02,2020,01,01,2975064.9
0,50.0,2017,08,11,11305,10300,0472,0300,610,1794000,08,50.0,15,130,02,08,10,2018,01,01,700000.0
1,365.6,2020,08,18,11320,10800,0600,0029,001,2646000,08,365.6,16,330,02,03,08,2020,01,01,6649343.5
1,116.5,2020,04,10,11680,10500,0076,0019,000,12430000,08,116.5,14,210,02,01,08,2020,01,01,22523605.2
4,191.7,2020,03,20,11170,11300,0073,0011,506,5778000,08,191.7,15,150,02,08,01,2020,01,01,10386019.8
0,132.0,2019,09,11,11650,10900,0001,1479,000,436100,02,132.0,44,510,02,07,12,2020,01,01,793030.3
2,130.2,2016,08,25,11410,11200,0110,0051,000,5860000,08,130.2,15,210,02,01,06,2020,01,01,5990783.4
1,288.1,2016,07,4,11215,10500,0651,0026,002,4779000,08,288.1,14,330,02,07,07,2020,01,01,4651162.8
1,84.0,2016,02,29,11620,10100,0871,0038,615,2465000,08,84.0,14,110,02,02,08,2016,01,01,3050000.0
0,37.0,2017,04,29,11560,13200,0201,0069,630,3440000,08,37.0,14,150,03,07,05,2020,01,01,3243243.2
1,57.9,2019,05,14,11200,10300,0142,0000,000,5840000,08,57.9,16,240,02,04,06,2020,01,01,10362694.3
1,33.1,2016,04,19,11560,11300,0001,0024,550,3057000,08,33.1,33,110,02,02,10,2020,01,01,4531722.1
2,162.0,2020,07,20,11110,17600,0032,0004,908,8811000,08,162.0,15,240,02,04,06,2020,01,01,21604938.3
0,33.0,2017,02,13,11590,10900,0361,0033,220,6000000,02,33.0,16,140,02,04,05,2020,01,01,3636363.6
1,103.6,2020,02,5,11170,11100,0134,0062,505,4088000,08,103.6,14,110,03,07,10,2020,01,01,9169884.2
1,34.0,2019,07,5,11200,11300,0306,0016,000,3237000,08,34.0,14,110,02,04,10,2020,01,01,20588235.3
2,116.0,2020,06,16,11530,10100,0419,0024,101,4579000,08,116.0,16,160,02,04,07,2020,01,01,11991379.3
1,961.0,2019,08,26,11650,10400,0014,0001,000,713000,01,961.0,44,510,02,07,08,2020,01,01,1207076.0
1,48.0,2016,08,25,11170,13000,0277,0010,516,5432000,08,48.0,14,110,02,04,10,2020,01,01,2500000.0
0,96.0,2018,05,9,11230,10900,0191,0035,001,1336000,08,96.0,16,910,00,00,00,2020,01,01,11479166.7
1,59.8,2018,06,15,11590,10300,0423,0005,203,2954000,08,228.7,14,110,03,04,10,2020,01,01,6036789.3
1,337.0,2019,02,25,11650,10900,0100,0000,000,2826000,08,337.0,11,110,03,04,10,2020,01,01,4033946.6
3,57.0,2018,04,2,11545,10300,0910,0001,600,7029000,08,57.0,16,230,02,02,04,2020,01,01,8664736.8
1,425.1,2016,07,12,11740,10500,0413,0008,105,6437000,08,425.1,22,240,02,07,09,2020,01,01,5655140.0
3,344.0,2019,12,26,11440,11800,0038,0001,000,5472000,08,344.0,14,320,02,07,05,2020,01,01,11898255.8
4,340.8,2016,11,24,11215,10900,0473,0026,000,11420000,08,303.9,22,220,02,04,02,2020,01,01,14338057.5
1,385.4,2016,06,1,11710,11100,0049,0007,008,12280000,08,365.7,22,220,02,03,09,2020,01,01,14270887.4
1,113.6,2016,10,1,11260,10200,0122,0088,010,2697000,08,113.6,14,110,02,04,08,2020,01,01,2376760.6
4,357.0,2019,07,16,11440,11000,0031,0216,000,16800000,08,357.0,22,230,02,03,01,2020,01,01,27170868.3
0,237.0,2017,01,3,11380,10100,0359,0028,118,1118000,15,237.0,14,910,00,00,00,2020,01,01,2410000.0
1,147.9,2016,11,8,11410,10900,0001,0353,000,2183000,08,147.9,14,110,03,07,10,2020,01,01,2316294.8
0,274.0,2019,10,31,11590,10200,0024,0013,204,1244000,01,274.0,14,910,00,00,00,2020,01,01,2771861.3
4,342.7,2018,04,4,11500,10300,1026,0025,305,5632000,08,342.7,15,240,02,04,01,2020,01,01,7586810.6
0,205.0,2020,04,1,11350,10500,0095,0416,013,980100,28,205.0,16,910,02,07,00,2020,01,01,3996585.4
0,60.0,2017,05,25,11305,10200,0148,0031,606,2321000,08,60.0,14,130,02,07,06,2020,01,01,5000000.0
1,324.7,2020,10,12,11740,10500,0413,0017,105,5930000,08,324.7,22,210,02,02,08,2020,01,01,19402525.4
1,63.0,2018,03,7,11710,11400,0156,0309,006,2763000,08,63.0,13,150,02,04,08,2020,01,01,3174603.2
2,47.0,2019,01,31,11260,10500,0094,0041,016,2751000,08,47.0,14,150,02,04,06,2020,01,01,4382978.7
3,77.0,2018,11,29,11290,13500,0003,1357,910,3868000,08,77.0,14,310,02,04,04,2020,01,01,4792207.8
2,79.0,2019,06,28,11500,10400,0251,0010,401,3675000,08,79.0,33,130,02,07,06,2020,01,01,15189873.4
2,410.0,2020,12,2,11305,10100,0044,0019,545,2306000,08,410.0,16,910,02,02,07,2020,01,01,6048780.5
1,42.0,2016,05,30,11230,10300,0887,0051,002,3340000,08,42.0,14,310,02,03,00,2017,01,01,3119047.6
2,100.0,2016,06,3,11500,10900,0186,0022,901,2030000,01,100.0,14,150,02,07,06,2016,01,01,5100000.0
1,123.0,2020,06,1,11380,10100,0350,0024,118,2547000,08,123.0,14,150,04,07,10,2020,01,01,2565040.7
1,273.0,2020,11,2,11290,13300,0833,0034,908,1625000,05,273.0,13,150,03,08,08,2020,01,01,1648351.6
0,236.0,2018,01,12,11740,10700,0264,0087,107,704700,08,236.0,44,510,02,07,12,2020,01,01,593220.3
1,550.6,2020,01,8,11680,10100,0832,0023,000,11310000,08,550.6,22,210,02,01,08,2020,01,01,27243007.6
0,69.0,2017,04,5,11590,10600,0097,0038,214,3950000,08,69.0,14,150,02,07,08,2020,01,01,1500000.0
3,291.6,2016,08,16,11650,10800,1487,0116,000,8300000,08,291.6,15,240,02,02,05,2020,01,01,10408093.3
4,50.6,2016,06,29,11560,11400,0032,0005,560,6160000,08,50.6,33,210,02,02,03,2020,01,01,7961660.1
0,42.9,2019,11,26,11740,10700,0500,0034,107,1174000,08,42.9,16,910,00,00,00,2020,01,01,3729603.7
1,194.0,2016,07,27,11290,13800,0050,0040,913,3307000,08,194.0,23,150,02,04,08,2020,01,01,5977422.7
0,79.0,2017,11,3,11440,10500,0494,0002,000,1646000,16,79.0,14,910,02,07,09,2020,01,01,3499367.1
1,55.0,2018,06,27,11110,17500,0585,0000,916,2329000,08,55.0,14,150,03,07,08,2020,01,01,4055090.9
1,83.0,2020,01,13,11530,10600,0162,0022,602,844800,28,83.0,14,910,03,03,10,2020,01,01,1421807.2
3,294.6,2019,01,9,11620,10200,1465,0012,685,5570000,08,294.6,14,330,02,03,05,2020,01,01,9164969.5
0,207.0,2016,12,6,11110,18300,0001,0001,906,42300,05,207.0,44,730,03,04,12,2020,01,01,169082.1
2,544.4,2016,02,26,11215,10500,0005,0004,001,7037000,08,544.4,14,330,02,02,07,2020,01,01,9313005.1
1,201.1,2016,04,16,11110,18700,0046,1901,907,2131000,08,201.1,13,150,04,03,10,2020,01,01,2337145.7
2,51.0,2016,02,26,11530,10800,0315,0014,800,5644000,08,51.0,22,210,02,07,06,2020,01,01,9607843.1
1,40.7,2016,04,27,11230,10200,0251,0055,003,3760000,08,40.7,15,150,02,04,02,2020,01,01,2211302.2
1,73.0,2018,08,17,11380,10100,0009,0028,118,2858000,08,73.0,14,110,03,04,10,2020,01,01,7050684.9
0,76.0,2017,01,10,11620,10200,0403,0006,745,1135000,01,76.0,14,910,00,00,00,2020,01,01,1007631.6
1,47.0,2020,09,15,11290,10100,0224,0094,901,2330000,08,47.0,11,110,03,04,10,2020,01,01,3297872.3
1,91.0,2018,01,11,11380,10500,0159,0007,107,2298000,08,91.0,13,150,02,05,08,2020,01,01,3065934.1
2,45.0,2016,11,2,11740,10900,0453,0058,109,10600000,08,45.0,22,210,02,04,06,2020,01,01,13240222.2
1,243.0,2020,08,26,11320,10800,0431,0096,001,1541000,28,243.0,13,150,02,07,10,2020,01,01,1810699.6
2,33.0,2019,09,25,11350,10500,1100,0035,011,2517000,01,33.0,14,160,02,04,06,2020,01,01,5169697.0
1,82.0,2020,05,22,11740,10900,0423,0288,109,6780000,08,82.0,16,310,02,03,08,2020,01,01,9369390.2
1,194.0,2019,06,10,11560,13200,0147,0084,630,3440000,05,194.0,14,150,03,07,05,2020,01,01,3930000.0
4,425.0,2019,09,26,11650,11000,0182,0008,000,1346000,02,425.0,44,510,02,07,02,2020,01,01,2068235.3
1,85.0,2016,11,22,11560,10200,0065,0002,535,4855000,08,241.0,16,160,02,04,08,2020,01,01,7741176.5
4,120.8,2020,03,20,11680,10500,0076,0004,000,26020000,08,120.8,22,230,02,03,01,2020,01,01,67195612.6
1,40.0,2019,07,18,11200,11500,0486,0000,000,6336000,08,40.0,15,110,02,04,08,2020,01,01,9435000.0
0,97.0,2018,10,1,11590,10700,0164,0082,215,2013000,08,97.0,14,910,00,00,00,2020,01,01,2783505.2
1,815.0,2018,11,22,11170,13100,0737,0021,518,10470000,08,815.0,11,160,03,04,09,2020,01,01,13496932.5
1,78.0,2019,01,2,11620,10200,0319,0007,745,2737000,08,78.0,43,160,03,07,08,2020,01,01,3589743.6
1,234.0,2020,07,8,11530,10300,0098,0005,103,2741000,08,234.0,14,110,02,08,08,2020,01,01,4615384.6
1,132.4,2018,08,31,11110,13600,0231,0002,910,7128000,08,132.4,22,910,00,00,00,2020,01,01,29009516.6
0,185.0,2018,02,5,11650,10900,0224,0000,000,470400,01,185.0,44,510,02,07,12,2020,01,01,594594.6
1,238.0,2020,03,7,11110,18400,0297,0008,905,1300000,08,258.0,11,150,04,08,08,2020,01,01,3571428.6
1,103.8,2016,08,6,11260,10500,0460,0002,017,2876000,08,103.8,15,160,02,03,08,2020,01,01,2571290.9
0,33.0,2016,02,23,11590,10200,0182,0009,204,1821000,08,33.0,15,910,00,00,00,2020,01,01,3030303.0
1,196.8,2020,04,26,11410,11900,0455,0004,000,2187000,08,196.8,14,110,03,04,10,2020,01,01,4522357.7
2,43.0,2020,10,6,11290,13600,0088,0829,911,4680000,08,43.0,22,150,02,04,07,2020,01,01,6046511.6
0,103.0,2018,11,14,11680,10300,0603,0000,000,2070000,01,103.0,43,510,02,04,12,2020,01,01,4660194.2
1,68.0,2019,10,24,11650,10200,0034,0000,000,939200,01,68.0,13,510,02,07,10,2020,01,01,14823529.4
1,274.0,2020,08,6,11230,10400,0143,0001,003,2891000,08,274.0,14,150,02,04,08,2020,01,01,5444927.0
1,89.0,2018,01,23,11530,10800,0314,0022,000,3384000,08,89.0,22,150,02,07,08,2020,01,01,4494382.0
3,41.0,2018,05,22,11170,13000,0141,0011,515,13200000,08,41.0,14,210,02,04,04,2020,01,01,25609756.1
1,122.3,2018,02,23,11410,10200,0334,0000,000,5480000,08,122.3,15,240,02,04,08,2020,01,01,9681112.0
2,63.0,2016,01,22,11170,13600,0037,0001,520,3102000,08,63.0,15,910,03,07,07,2020,01,01,2698412.7
2,49.0,2018,03,5,11320,10800,0596,0005,001,3653000,08,49.0,16,320,02,01,06,2020,01,01,4081632.7
2,231.6,2020,11,12,11680,10100,0835,0011,000,5491000,08,231.6,15,160,02,08,06,2020,01,01,10464335.1
0,195.0,2019,11,14,11530,10900,0014,0002,109,339500,01,195.0,44,510,02,07,12,2020,01,01,523487.2
0,55.0,2017,07,7,11410,11800,0277,0214,000,818400,05,55.0,14,910,00,00,00,2020,01,01,909090.9
4,198.0,2019,12,27,11500,10400,0037,0004,401,4805000,09,198.0,33,410,02,04,02,2020,01,01,10394596.0
1,49.6,2018,12,17,11440,10400,0316,0000,000,4459000,08,49.6,14,110,03,04,10,2020,01,01,5846774.2
1,152.0,2016,06,2,11740,10600,0582,0001,106,582600,05,152.0,44,510,02,07,08,2020,01,01,2302631.6
2,43.0,2019,05,3,11290,13500,0001,0016,910,2480000,01,43.0,14,160,02,05,06,2020,01,01,4232558.1
1,60.3,2019,11,7,11290,13400,1064,0055,909,2961000,08,60.3,16,110,02,08,10,2020,01,01,3399668.3
1,46.9,2019,11,20,11170,10100,0404,0051,501,3705000,08,46.9,14,110,03,04,10,2020,01,01,3667377.4
4,77.4,2019,02,28,11200,10400,0256,0001,000,6201000,08,77.4,22,150,02,08,01,2020,01,01,21820155.0
1,190.6,2019,04,2,11680,10800,0211,0009,000,7030000,08,190.6,15,330,02,03,08,2020,01,01,23405036.7
1,294.1,2020,01,28,11350,10300,0120,0020,000,2849000,08,294.1,14,150,02,03,09,2020,01,01,2342740.6
0,43.0,2017,10,12,11620,10200,0359,0012,745,1069000,01,43.0,14,910,00,00,00,2020,01,01,1162790.7
1,40.0,2018,02,28,11500,10700,0270,0007,107,554400,01,40.0,43,910,03,04,08,2020,01,01,2112500.0
1,84.3,2016,08,4,11560,13200,0469,0017,630,3726000,08,84.3,14,330,02,03,06,2020,01,01,4151838.7
3,323.0,2016,01,22,11410,11100,0322,0118,002,3428000,08,323.0,14,130,03,05,04,2020,01,01,4396284.8
0,544.0,2017,06,22,11290,10100,0044,0001,901,343300,05,544.0,11,730,03,07,12,2020,01,01,173713.2
