road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,price_per_area
1,49.0,2016,10,28,11740,10900,109,3393000,8,14,110,3,5,8,2019,4897959.2
1,69.4,2019,11,25,11110,16600,912,2990000,8,14,110,2,7,10,2020,6659942.4
1,968.0,2018,12,12,11650,11100,0,380800,1,44,510,2,7,8,2020,661157.0
1,103.0,2016,4,18,11260,10600,19,1339000,2,44,110,2,4,10,2020,1893203.9
1,48.0,2018,7,11,11410,12000,1,7870000,8,22,210,2,4,5,2020,7725000.0
0,48.0,2019,9,25,11110,17400,915,2497000,8,14,160,5,7,8,2020,4444375.0
4,264.0,2020,12,16,11170,13200,519,8225000,1,15,240,2,7,3,2020,9651515.2
2,320.7,2018,6,8,11560,13300,710,3660000,11,14,160,2,3,6,2020,6929996.9
1,47.3,2020,12,9,11110,14100,904,4656000,8,13,160,2,3,10,2020,6560042.3
4,152.3,2018,12,3,11440,10100,0,10970000,8,14,210,2,8,1,2020,11047866.1
1,91.3,2020,7,9,11140,12500,3,10180000,8,22,230,2,4,8,2020,33483680.2
4,162.0,2020,4,23,11620,10200,655,4932000,8,15,240,1,4,3,2020,8095987.7
0,92.0,2020,10,12,11290,10100,901,799000,5,11,150,3,4,12,2020,2017391.3
1,60.0,2016,4,21,11305,10400,645,1908000,8,14,110,2,7,10,2020,2076666.7
4,577.7,2016,12,29,11320,10600,1,4378000,8,15,220,2,7,2,2020,4206335.5
2,145.0,2020,12,8,11530,10200,204,6056000,8,14,240,2,7,6,2020,14662069.0
1,39.0,2019,3,11,11590,10200,205,2231000,8,13,130,4,4,10,2020,4000000.0
1,43.0,2020,1,6,11230,11000,1,1079000,8,14,910,2,3,8,2020,3488372.1
1,58.2,2019,11,21,11290,12300,906,2760000,8,14,110,3,4,10,2020,4295532.6
1,38.0,2019,12,22,11290,13400,909,3382000,8,22,110,2,4,8,2020,3894736.8
3,130.0,2020,10,21,11590,10100,201,5207000,8,14,330,3,7,5,2020,9375000.0
3,262.4,2018,6,28,11500,10300,301,4166000,8,15,230,2,2,4,2020,4535061.0
4,86.2,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020,25840255.2
0,545.5,2020,4,2,11380,10800,114,1983000,5,14,150,3,7,12,2020,2373400.5
0,159.0,2018,2,22,11650,10400,0,228600,1,44,510,4,7,12,2020,314465.4
2,82.0,2018,4,23,11440,12500,0,1592000,5,24,930,2,7,7,2020,9365853.7
1,301.0,2018,2,13,11350,10300,0,2740000,8,14,130,2,3,8,2020,4019933.6
1,60.0,2020,3,2,11350,10500,11,2430000,8,16,150,2,4,8,2020,6000000.0
4,473.1,2016,9,13,11620,10100,595,6222000,8,22,230,2,8,0,2017,16487000.6
4,350.0,2019,6,24,11650,10100,0,2992000,28,43,240,2,8,1,2020,4502000.0
1,671.0,2016,10,25,11110,18400,905,360000,1,44,510,4,7,8,2020,894187.8
0,122.0,2019,11,8,11530,10600,602,442800,5,43,750,2,5,12,2020,327868.9
0,170.0,2017,7,20,11500,10800,108,4527000,1,15,210,2,7,1,2020,4844411.8
0,86.6,2018,5,18,11140,14700,6,9449000,8,22,220,2,4,1,2020,13856812.9
1,265.0,2020,1,30,11500,11000,110,306900,28,44,530,1,5,10,2020,907509.4
1,675.0,2020,5,21,11320,10600,3,277700,5,13,730,3,7,10,2020,803333.3
1,137.9,2018,12,18,11305,10300,630,3590000,8,22,320,2,3,10,2020,2904133.4
2,265.0,2018,2,10,11350,10200,1,2688000,8,14,150,2,4,6,2020,2792452.8
1,102.2,2019,11,7,11290,13400,909,3578000,8,16,110,2,2,10,2020,4011741.7
4,49.0,2019,10,21,11620,10200,645,7020000,8,15,230,2,4,3,2020,12770000.0
2,175.8,2018,6,12,11680,10100,0,15070000,8,14,220,2,4,7,2020,22042093.3
0,99.0,2019,4,23,11620,10200,745,940500,2,14,910,0,0,0,2020,2828282.8
0,43.0,2018,1,29,11440,10900,0,4140000,27,14,150,3,7,3,2020,3340000.0
4,441.3,2019,6,26,11320,10800,1,4796000,8,14,210,2,3,1,2020,6571493.3
1,71.0,2020,5,27,11305,10300,660,190500,5,13,910,3,7,8,2020,1478873.2
4,64.1,2019,8,1,11170,12800,0,12980000,8,14,210,2,7,3,2020,18178315.1
1,515.0,2019,3,26,11740,10700,107,868000,1,44,510,2,4,10,2020,2135922.3
1,75.7,2018,3,14,11170,12400,510,8458000,8,16,110,2,4,10,2020,11889035.7
1,42.4,2018,12,12,11440,11000,0,8629000,8,15,230,2,4,8,2019,11717924.5
1,582.0,2019,10,17,11650,10300,0,669600,1,44,510,3,7,8,2020,893470.8
1,50.9,2016,6,11,11170,12800,512,22100000,8,22,240,2,4,2,2020,15717092.3
0,542.0,2019,11,12,11260,10600,19,465100,1,44,510,4,4,12,2020,738007.4
2,160.7,2018,6,12,11680,10100,0,15070000,8,14,220,2,4,7,2020,24113254.5
1,132.0,2020,2,21,11440,10200,0,2131000,8,14,910,2,7,8,2020,6730000.0
4,86.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10393488.4
1,306.1,2019,3,13,11545,10300,560,4426000,8,22,210,2,5,8,2020,9163672.0
1,36.0,2018,9,20,11530,10100,101,1254000,1,16,910,2,4,10,2020,5376388.9
4,331.0,2016,5,24,11380,10600,108,6029000,8,15,240,2,3,3,2020,5981873.1
1,159.0,2018,3,29,11740,10200,102,3205000,8,44,150,2,7,8,2020,2201257.9
4,69.0,2019,6,24,11650,10100,0,3150000,8,43,240,2,4,1,2020,4700000.0
1,181.8,2016,4,26,11170,12800,512,22100000,8,22,240,2,4,2,2020,14502530.3
3,57.0,2020,3,2,11230,10500,4,3851000,8,14,310,2,4,4,2020,11887719.3
1,364.0,2020,11,23,11560,10300,535,4800000,11,16,210,2,1,9,2020,18818681.3
0,96.0,2019,12,7,11650,11100,0,785600,8,44,510,2,7,12,2020,5468750.0
1,115.7,2019,1,31,11170,13000,0,8420000,8,16,110,3,4,10,2020,23444252.4
1,332.4,2016,1,25,11650,10200,0,6850000,8,14,240,2,3,8,2020,9025270.8
1,146.0,2016,5,23,11560,13200,690,3920000,8,14,150,2,7,2,2020,2825411.0
1,314.0,2016,6,27,11110,18400,905,90100,8,43,730,3,4,8,2020,334394.9
3,162.3,2018,6,27,11620,10200,725,4992000,8,14,320,2,2,4,2020,9057301.3
1,87.3,2020,11,27,11170,12100,509,3961000,8,14,150,2,4,10,2020,14891179.8
1,63.0,2020,4,8,11170,13100,518,10390000,8,11,150,3,7,9,2020,15019682.5
3,254.4,2019,9,10,11470,10100,501,3922000,8,16,330,2,3,4,2020,12232704.4
1,139.0,2019,3,18,11590,10400,201,3594000,8,14,110,2,7,10,2020,8043956.8
2,982.0,2018,12,10,11260,10100,1,2957000,27,14,150,2,7,6,2020,5172097.8
2,129.9,2016,9,28,11290,11500,904,5163000,8,14,310,2,3,6,2020,6158583.5
1,51.6,2020,10,20,11110,13000,910,5181000,8,22,230,2,3,8,2020,11627907.0
1,64.8,2020,12,15,11650,10700,0,10240000,8,15,230,2,4,8,2020,23064197.5
2,127.0,2020,4,20,11650,10900,0,560500,1,44,510,2,6,6,2020,1290315.0
0,167.3,2016,3,17,11650,10600,0,4695000,8,14,150,2,3,12,2020,4662283.3
1,126.5,2020,1,31,11380,10700,112,2941000,8,15,130,2,1,10,2020,7114624.5
1,197.0,2018,11,9,11590,10700,214,3450000,8,14,110,2,4,10,2020,5155025.4
1,33.7,2016,3,17,11410,11700,2,2784000,8,11,110,3,4,8,2020,2967359.1
1,893.0,2020,6,29,11470,10200,602,946600,8,13,730,5,2,8,2020,1355531.9
3,113.0,2019,6,21,11590,10700,217,3500000,8,14,150,1,4,4,2020,6041415.9
2,82.6,2016,3,30,11110,17400,915,9497000,8,22,210,2,4,6,2020,9761864.4
4,207.9,2020,7,9,11140,12500,3,13930000,8,22,230,2,2,3,2020,45817989.4
1,93.9,2016,11,21,11140,12100,2,4066000,8,14,240,3,4,9,2020,9098615.5
4,102.0,2016,6,24,11530,10700,704,4074000,8,33,140,2,7,3,2020,5500000.0
1,180.0,2020,3,12,11590,10200,205,2208000,8,13,110,4,7,10,2020,2882222.2
1,122.3,2019,9,10,11110,13700,910,10860000,8,22,210,2,4,10,2020,21095666.4
1,359.2,2018,11,7,11260,10200,9,2141000,8,14,150,3,4,8,2020,4175946.5
4,69.0,2019,7,25,11215,10500,0,10250000,8,16,310,2,2,2,2020,11450000.0
2,48.1,2018,2,19,11530,10200,203,3610000,8,33,230,2,4,6,2019,6683368.0
4,96.0,2019,12,2,11545,10300,560,6944000,8,22,230,2,4,1,2020,11900000.0
1,96.0,2020,6,26,11290,10100,901,2628000,8,13,110,3,7,10,2020,3004166.7
1,48.0,2016,11,7,11380,10500,107,2150000,8,14,150,2,4,10,2020,3025416.7
1,43.0,2019,11,7,11290,13400,909,3320000,8,16,110,2,4,10,2020,3837209.3
0,186.2,2020,8,28,11320,10700,1,1577000,8,16,910,2,3,0,2020,8055853.9
2,128.6,2016,10,27,11470,10200,603,4761000,8,16,310,2,4,6,2020,8370917.6
2,514.0,2018,11,26,11530,10100,101,3869000,8,16,160,2,7,7,2020,6659572.0
1,212.2,2019,7,25,11530,10300,103,3276000,8,14,160,3,3,9,2020,5739396.8
4,79.2,2020,11,27,11290,10800,903,11900000,8,22,210,2,4,2,2020,10363005.1
4,95.0,2019,7,15,11440,11100,0,5400000,8,15,150,2,7,2,2020,4913263.2
0,42.0,2020,5,6,11290,13800,913,897600,5,14,910,0,0,0,2020,4276428.6
0,343.0,2016,12,30,11560,10100,515,1884000,15,33,910,2,0,0,2020,4616326.5
1,37.5,2020,8,7,11140,13600,5,3308000,8,14,110,2,5,10,2020,5333333.3
4,153.0,2020,8,4,11560,13200,680,3900000,8,14,150,3,7,2,2020,13853071.9
1,89.3,2019,5,20,11140,13000,3,4910000,8,13,240,2,4,8,2020,11449048.2
1,84.7,2019,11,7,11140,16500,14,3590000,8,22,110,2,4,10,2020,10606375.4
1,65.0,2016,1,15,11320,10500,1,1872000,8,14,110,2,7,8,2020,2307692.3
1,261.0,2018,3,23,11650,11000,0,685000,1,44,510,2,7,10,2020,1210728.0
1,142.0,2016,4,13,11590,10800,218,3410000,8,14,330,2,7,8,2020,5443662.0
2,410.0,2020,1,6,11410,11100,4,7722000,8,16,210,2,4,6,2020,18146341.5
1,314.0,2018,6,19,11530,10800,800,2601000,1,16,150,2,7,8,2020,4840127.4
4,886.0,2019,10,8,11110,18300,906,4589000,8,14,230,2,7,2,2020,3263397.3
3,80.0,2016,8,10,11545,10100,510,3073000,8,33,430,2,4,4,2020,3949125.0
1,51.0,2016,6,14,11470,10100,507,1569000,5,14,410,2,5,8,2016,2533529.4
1,35.0,2020,1,3,11200,10700,0,4085000,8,15,150,3,7,10,2020,2994285.7
1,90.2,2020,5,6,11590,10300,203,3530000,8,15,160,3,4,8,2020,6821729.5
1,63.0,2018,6,14,11290,10100,901,3551000,8,11,110,3,8,8,2020,5551587.3
1,136.5,2018,6,8,11500,10300,301,3377000,8,22,210,2,3,10,2020,9230769.2
0,48.0,2019,1,20,11320,10700,1,124000,5,43,720,3,7,12,2020,395833.3
4,63.0,2019,10,21,11620,10200,645,7020000,8,15,230,2,4,3,2020,12770000.0
1,525.7,2019,5,28,11680,10800,0,7040000,8,15,150,2,3,8,2020,19568194.8
0,129.0,2020,2,26,11350,10200,0,897600,8,14,910,2,4,0,2020,2758139.5
0,76.0,2016,5,12,11590,10700,217,3890000,8,14,140,4,7,2,2020,2320000.0
4,194.7,2018,5,25,11380,10400,105,4985000,8,15,240,2,7,2,2018,6310015.4
1,153.1,2019,2,21,11440,10100,0,6300000,8,16,330,2,4,10,2020,15933442.2
1,274.0,2016,11,30,11380,10100,118,2126000,8,13,130,3,7,8,2020,2419708.0
1,522.3,2020,2,21,11230,10600,2,4232000,8,22,220,2,3,8,2020,14072372.2
1,47.3,2020,4,2,11170,11800,507,3900000,8,14,110,2,4,10,2020,4545454.5
1,309.8,2018,5,23,11650,10800,0,11800000,8,22,230,2,1,9,2020,20267495.2
2,33.0,2018,6,15,11500,10400,401,5288000,9,33,210,2,7,7,2020,8923636.4
3,58.0,2020,12,16,11380,10700,109,3712000,8,14,330,3,7,5,2020,6379310.3
1,290.6,2020,2,18,11470,10100,504,2800000,8,14,110,3,2,8,2020,7467309.0
2,404.3,2019,1,8,11170,12500,511,12350000,8,14,330,2,2,7,2020,17833292.1
1,189.9,2019,10,23,11500,10300,303,5287000,8,22,240,2,4,9,2020,13164823.6
1,111.5,2018,10,19,11545,10300,560,3113000,8,33,160,2,4,8,2020,9548520.2
4,58.3,2016,5,28,11110,17500,916,4230000,8,14,310,3,4,4,2020,2572898.8
0,291.0,2018,7,21,11320,10800,1,44000,5,44,720,3,4,12,2020,206185.6
2,99.2,2018,4,18,11560,10900,535,4500000,8,33,310,2,4,6,2020,8548387.1
2,205.1,2019,11,26,11740,10700,107,6070000,8,16,310,2,3,6,2020,10287664.6
3,252.2,2020,10,15,11110,16200,911,9980000,8,22,230,2,4,4,2020,30419072.2
1,211.6,2019,1,25,11290,10200,901,4222000,8,15,210,2,1,8,2020,10538752.4
0,53.0,2020,1,3,11200,10700,0,3921000,8,15,150,3,7,12,2020,2465094.3
1,474.1,2016,6,19,11305,10300,620,1535000,8,14,150,2,2,8,2016,3480278.4
1,825.1,2020,7,31,11140,14300,5,6197000,8,15,160,2,4,8,2020,8529996.4
1,50.4,2016,9,5,11170,12400,0,7741000,8,16,150,3,7,10,2020,9067460.3
0,443.0,2018,3,26,11650,10900,0,437000,1,44,530,3,7,12,2020,948081.3
2,50.0,2016,4,16,11470,10100,502,2942000,8,15,230,2,5,0,2017,5200000.0
0,111.0,2018,3,29,11410,11100,0,3025000,8,14,150,3,4,7,2020,3700000.0
2,35.0,2016,3,31,11200,11500,0,4422000,8,33,110,2,5,6,2020,5714285.7
1,114.0,2020,4,28,11440,11000,0,5001000,8,16,110,2,4,10,2020,17981929.8
1,149.0,2019,2,21,11545,10300,590,3010000,8,14,330,2,4,9,2020,5140939.6
1,477.0,2019,3,13,11590,10900,220,2958000,8,14,150,2,4,10,2020,4192872.1
4,636.0,2020,3,20,11710,11200,10,1372000,2,44,530,2,7,2,2020,2201257.9
1,126.0,2020,9,11,11380,10100,118,126500,5,13,720,4,1,10,2020,4312698.4
1,176.0,2018,8,10,11500,10900,902,4304000,8,16,310,2,3,5,2020,3721590.9
1,311.0,2016,12,29,11380,10700,109,3520000,8,14,150,2,4,2,2020,1866752.4
1,264.0,2019,2,19,11620,10200,665,2640000,5,13,130,3,4,8,2020,4082840.9
1,333.9,2020,7,31,11140,14300,5,5281000,8,15,160,2,4,8,2020,6620006.0
2,71.0,2016,5,18,11710,11300,4,3590000,5,14,110,2,7,7,2020,4225352.1
1,172.6,2020,6,18,11530,10700,703,2433000,8,14,160,2,3,8,2020,2433372.0
2,44.0,2019,10,12,11200,11500,0,8836000,8,14,210,2,5,6,2020,13750000.0
3,45.0,2016,8,24,11230,10300,1,3812000,8,15,210,2,4,0,2017,6444444.4
2,44.6,2016,11,11,11410,11000,3,3950000,8,14,150,3,1,5,2020,7270852.0
4,137.2,2018,5,12,11530,10700,703,5320000,8,15,240,2,1,1,2020,5029154.5
4,231.0,2018,12,10,11530,10800,800,2560000,8,13,130,3,4,1,2020,3030303.0
2,33.0,2016,9,29,11290,13700,912,1913000,8,13,110,2,5,6,2016,2700000.0
1,60.0,2016,5,26,11290,13600,911,5600000,8,22,210,2,2,11,2020,7083333.3
1,104.4,2020,7,4,11590,10400,201,3286000,8,14,130,3,3,8,2020,8572796.9
3,37.4,2019,4,12,11140,13500,6,8915000,8,22,230,2,4,12,2020,18181818.2
1,93.8,2018,5,9,11545,10200,540,2984000,8,14,330,3,4,9,2020,4797441.4
1,139.0,2016,10,23,11530,10800,800,9360000,8,22,220,2,7,1,2020,7294964.0
1,42.0,2016,5,23,11350,10600,0,3280000,8,14,310,2,7,8,2020,6116428.6
1,215.0,2020,5,23,11110,18400,905,1300000,8,11,150,4,8,8,2020,3720930.2
1,446.0,2020,2,7,11410,11000,3,3348000,8,14,110,3,8,10,2020,2761210.8
1,149.1,2019,7,2,11230,10300,1,2910000,8,14,110,2,2,8,2020,8257679.4
3,33.8,2016,8,31,11140,12200,3,18410000,8,22,220,2,4,4,2020,46668047.3
2,166.0,2020,9,17,11260,10400,14,3009000,8,14,150,2,4,6,2020,4216867.5
2,66.0,2016,6,28,11620,10100,605,3232000,8,15,110,3,4,6,2020,2954545.5
2,167.3,2018,11,7,11215,10900,0,10560000,8,22,220,2,4,1,2020,13027495.5
2,60.8,2019,10,31,11290,13000,907,4280000,8,14,140,2,3,5,2020,9779769.7
1,327.0,2020,7,13,11500,10900,902,5745000,8,23,210,2,7,8,2020,11345565.7
1,96.0,2016,8,8,11290,13600,911,4380000,8,16,330,2,3,8,2020,6645833.3
1,142.1,2019,9,10,11110,15300,910,9018000,8,22,230,2,4,8,2020,19704433.5
1,40.0,2016,11,17,11170,13300,519,2743000,8,15,150,3,7,10,2018,6600000.0
0,37.0,2018,12,21,11290,11100,904,755700,8,13,910,0,0,0,2020,2073243.2
4,54.0,2019,3,5,11200,11400,0,7152000,8,16,210,2,4,1,2020,24199259.3
2,192.7,2020,5,29,11380,10600,108,7931000,8,22,230,2,8,6,2020,36177477.9
1,93.6,2019,4,30,11215,10100,1,3562000,8,14,310,2,4,6,2020,7692307.7
2,47.0,2018,10,8,11290,13800,913,2844000,8,14,160,2,2,7,2019,2765957.4
2,192.7,2019,5,10,11380,10600,108,7931000,8,22,230,2,8,6,2020,57252568.8
2,43.0,2019,7,24,11230,10500,0,3094000,8,14,150,2,4,6,2020,4450000.0
1,80.0,2019,7,9,11290,11500,904,4106000,8,14,130,2,3,7,2020,3500000.0
0,93.0,2016,10,20,11380,10700,110,4290000,22,15,140,2,4,2,2020,5884086.0
4,201.7,2018,10,5,11530,10700,701,5520000,8,15,210,2,4,2,2020,7755081.8
1,315.0,2019,8,8,11470,10100,502,3210000,2,14,320,2,7,8,2020,4222222.2
1,287.0,2019,9,25,11350,10500,11,2271000,2,14,160,2,7,8,2020,5172822.3
0,64.0,2017,11,21,11290,13800,913,1277000,1,16,910,0,0,0,2020,1406250.0
1,366.3,2018,10,18,11140,13600,4,11650000,8,22,220,2,4,3,2020,17443024.8
1,95.0,2019,8,14,11410,11900,2,1065000,8,15,910,3,3,8,2020,2315789.5
1,365.0,2016,4,13,11650,11000,0,3812000,8,11,110,2,4,8,2020,7073972.6
0,559.0,2016,3,11,11650,10400,0,381600,1,44,510,3,7,12,2020,438282.6
1,48.4,2019,5,22,11140,13400,6,14800000,8,22,210,2,4,5,2020,21056405.0
0,33.0,2018,1,29,11440,10900,0,4140000,8,14,150,3,7,3,2020,3085454.5
1,393.4,2020,6,19,11110,16900,913,3856000,8,14,110,2,4,9,2020,9074733.1
1,153.1,2018,3,6,11620,10100,595,4113000,8,16,160,2,8,8,2020,10411495.8
1,387.0,2019,3,29,11650,10300,0,3933000,8,11,110,3,4,8,2020,6072351.4
0,82.3,2016,8,16,11290,10900,903,3105000,8,14,150,2,4,12,2020,5138760.6
1,175.3,2020,5,7,11260,10200,9,2390000,8,14,160,3,4,8,2020,5305191.1
1,60.0,2020,1,18,11560,13200,680,3311000,8,14,230,2,6,8,2020,7000000.0
1,199.0,2018,9,13,11620,10100,605,3219000,8,15,160,2,8,8,2019,6532663.3
3,43.0,2020,10,14,11620,10100,565,6533000,8,15,210,2,4,4,2020,20232558.1
1,198.0,2019,8,10,11530,10900,109,1881000,1,14,150,3,2,10,2020,3333333.3
0,60.0,2020,8,31,11590,10700,214,1069000,8,14,910,0,0,0,2020,833333.3
4,335.0,2016,2,26,11140,11200,2,21670000,8,22,210,2,4,3,2020,34036417.9
3,62.0,2020,4,1,11350,10500,13,7152000,8,15,230,2,7,4,2020,7013871.0
1,629.5,2018,5,23,11650,10800,0,11800000,8,22,230,2,1,9,2020,20267498.0
0,205.0,2020,2,24,11290,13800,913,1026000,8,14,910,0,0,0,2020,1297561.0
0,476.0,2017,12,5,11320,10600,3,300000,1,44,510,2,2,12,2020,69327.7
0,79.0,2017,12,20,11590,10600,214,3950000,8,14,150,2,7,8,2020,2301898.7
0,866.0,2018,6,14,11650,10400,0,137000,2,44,510,3,7,12,2020,354122.4
4,183.8,2018,10,5,11530,10700,703,5520000,8,15,210,2,4,2,2020,7755114.3
0,80.0,2019,5,8,11740,10600,106,2952000,8,14,320,2,4,12,2019,4826750.0
4,347.0,2019,10,21,11620,10200,645,7020000,8,15,230,2,4,3,2020,12781556.2
2,39.7,2018,1,12,11410,11000,1,4428000,8,14,140,3,4,7,2020,4716624.7
1,79.0,2016,11,9,11380,10700,110,4290000,1,15,140,2,4,2,2020,2715063.3
4,427.5,2020,9,14,11680,10600,0,19550000,8,15,230,2,3,3,2020,36959064.3
0,954.0,2018,1,29,11440,10900,0,4140000,8,14,150,3,7,3,2020,2820083.9
4,110.6,2016,4,28,11230,10200,2,6042000,8,22,220,2,3,1,2020,4701627.5
1,80.0,2018,3,9,11410,11100,2,3400000,5,14,150,3,2,2,2020,2975000.0
1,191.0,2016,10,27,11350,10400,0,1874000,8,13,160,2,4,10,2020,1507853.4
1,205.0,2016,10,23,11530,10800,800,9360000,8,22,220,2,7,1,2020,7297561.0
1,79.0,2019,4,5,11530,10700,107,2477000,8,14,110,2,4,8,2019,2911392.4
1,364.0,2018,1,19,11650,10900,0,310000,2,44,510,2,7,10,2020,543956.0
0,42.0,2019,9,24,11290,13500,910,1059000,1,14,910,0,0,0,2020,485714.3
1,65.8,2020,2,28,11410,11600,0,3675000,8,22,160,3,3,10,2020,13981762.9
0,102.5,2020,11,11,11290,11100,904,947100,8,14,910,0,0,0,2020,5750048.8
1,115.4,2018,7,31,11560,10200,535,5807000,8,22,230,2,4,8,2020,16715771.2
4,196.0,2018,5,22,11290,12500,906,5460000,8,15,240,2,2,3,2020,8163265.3
4,374.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394625.7
2,154.0,2016,8,31,11410,11800,3,2576000,8,14,130,3,7,6,2020,3246753.2
1,319.2,2016,12,29,11680,10400,0,13640000,8,15,140,2,2,5,2020,17283834.6
0,704.0,2019,7,23,11500,11300,113,190900,1,44,510,2,4,12,2020,194602.3
1,40.8,2019,11,7,11290,13400,909,3443000,8,16,110,2,4,10,2020,3676470.6
3,330.0,2018,10,30,11260,10600,19,1605000,8,44,160,2,4,4,2020,2878787.9
4,364.2,2019,3,4,11680,10800,0,27160000,8,22,230,2,4,2,2020,40289511.3
0,826.0,2016,6,8,11650,10400,0,526000,2,44,510,2,7,12,2020,726392.3
3,184.9,2020,8,31,11740,10500,105,7900000,8,22,210,2,3,4,2020,15143320.7
2,36.9,2019,4,8,11230,10200,2,3476000,8,15,110,2,3,6,2019,8152574.5
1,60.0,2018,7,9,11410,11700,3,2499000,8,13,150,3,7,10,2020,1333333.3
1,394.0,2016,4,15,11110,18300,906,2548000,8,14,120,3,7,9,2020,3578680.2
0,347.0,2018,2,8,11500,11000,110,335700,8,44,530,3,7,12,2020,242074.9
0,33.0,2016,4,20,11410,11800,0,957000,8,14,910,0,0,0,2018,1818181.8
2,42.6,2018,5,28,11290,11200,904,3600000,8,14,110,3,2,6,2020,4694835.7
1,75.0,2016,4,18,11260,10600,19,1339000,1,44,110,2,4,10,2020,1893333.3
1,74.0,2016,9,29,11410,11000,3,3950000,8,14,150,3,1,5,2020,4824324.3
0,46.0,2019,11,14,11650,10200,0,285600,5,13,720,3,7,12,2020,231956.5
1,443.0,2016,5,2,11500,11200,112,200000,2,44,510,2,4,8,2020,158013.5
1,440.0,2016,10,20,11680,11800,0,5170000,1,14,140,2,7,8,2019,9453045.5
4,353.0,2018,3,29,11500,10400,401,6000000,28,33,210,2,7,1,2020,5996487.3
4,369.4,2020,3,11,11650,10100,0,16800000,8,22,230,2,3,1,2020,39323226.9
1,179.0,2019,3,25,11350,10500,11,885400,1,44,150,2,7,8,2020,837988.8
4,130.6,2016,11,28,11200,10300,0,4100000,8,15,140,2,4,0,2017,6235911.2
1,171.0,2016,8,27,11170,13100,517,7680000,8,15,150,2,7,8,2020,6140350.9
1,177.3,2018,12,19,11680,10800,0,6500000,8,15,160,2,3,8,2020,19875634.5
1,52.9,2019,3,4,11140,13100,3,23000000,8,21,210,2,3,8,2020,57466918.7
1,55.2,2018,4,27,11170,10700,503,5113000,8,14,110,2,4,8,2020,6230072.5
1,53.6,2020,1,20,11140,16500,14,2950000,8,22,110,3,4,10,2020,9981343.3
1,38.3,2018,6,15,11110,13600,910,11930000,8,22,210,2,7,10,2020,27571801.6
1,893.3,2019,1,14,11680,10800,0,8040000,8,14,120,2,4,9,2020,15448337.6
4,222.8,2020,11,2,11740,10200,102,4500000,8,14,110,2,3,1,2020,7675044.9
4,56.0,2016,11,29,11215,10700,0,6219000,8,15,210,2,7,1,2020,6115000.0
1,35.0,2019,4,29,11170,13000,515,6973000,8,15,110,3,4,10,2020,9975142.9
2,380.2,2019,8,13,11140,10700,3,26200000,11,22,230,2,4,6,2020,54182009.5
3,284.5,2018,1,12,11680,10300,0,6865000,8,14,240,2,3,4,2020,11997188.0
1,990.3,2019,11,5,11350,10300,0,2726000,8,14,130,2,4,8,2020,5452893.1
4,199.0,2020,1,22,11350,10500,14,3760000,8,14,140,2,7,2,2020,5942713.6
1,179.0,2019,7,10,11215,10900,0,3075000,8,15,130,2,3,10,2020,5220000.0
4,938.0,2019,10,8,11110,18300,906,4589000,5,14,230,2,7,2,2020,3263400.9
2,178.0,2018,9,10,11230,10600,4,4010000,8,14,320,2,3,6,2020,6348314.6
4,108.0,2016,12,29,11530,10600,601,2998000,8,33,150,2,5,12,2020,5215092.6
1,63.0,2020,5,26,11110,18300,906,2503000,8,11,150,3,7,8,2020,3790952.4
1,410.0,2019,7,18,11290,10100,901,2361000,8,11,150,2,4,8,2020,3073170.7
2,47.0,2019,4,18,11440,12000,0,5940000,8,14,110,2,3,7,2020,8865106.4
2,378.0,2016,10,27,11230,10400,4,3348000,8,14,130,2,7,7,2020,5026455.0
3,156.6,2019,5,22,11140,13400,6,14800000,8,22,210,2,4,5,2020,28800447.0
1,321.0,2019,10,7,11530,10700,701,2974000,8,22,150,3,4,10,2020,5607476.6
1,723.0,2019,10,31,11170,13100,517,5757000,8,13,150,3,4,8,2020,13139695.7
1,200.8,2018,2,27,11680,10100,0,6243000,8,15,160,2,3,8,2020,16683266.9
2,316.7,2018,11,19,11260,10100,3,2988000,8,14,150,2,7,7,2020,4373571.2
1,56.2,2016,5,30,11230,10300,2,3340000,8,14,310,2,3,0,2017,4234875.4
1,36.0,2016,5,11,11410,11800,3,2265000,1,14,130,3,7,8,2019,3055555.6
1,353.6,2020,8,18,11560,13200,630,2787000,8,14,110,3,3,9,2020,6504524.9
0,52.4,2020,8,5,11215,10500,0,1493000,8,15,910,0,0,0,2020,6207633.6
1,792.0,2016,7,19,11500,10800,108,573800,1,43,530,2,4,10,2020,605050.5
1,109.0,2016,10,11,11200,11100,0,1485000,5,14,910,3,0,0,2020,1880733.9
0,258.0,2016,5,12,11590,10700,217,3890000,8,14,140,4,7,2,2020,2320000.0
0,53.6,2020,5,28,11140,16600,1,5709000,8,22,910,0,0,0,2020,23805970.1
2,63.0,2016,4,16,11470,10100,502,2942000,8,15,230,2,5,0,2017,5238095.2
1,605.5,2019,3,15,11680,10400,0,9649000,8,14,140,2,4,9,2020,23616845.6
1,579.0,2018,3,9,11560,13200,690,3920000,8,14,150,3,4,5,2020,3169879.1
