road_type,lot_ar,contract_ym,contract_day,price,key
8m미만,786.0,201604,15,1684000000.0,15594873134746776580
25m미만,84.9,201609,8,3656810000.0,29138530744431601901
8m미만,39.7,202004,7,155000000.0,73831155426985070140
-,610.0,201706,22,128400000.0,87513884921671079691
8m미만,64.0,201903,18,514810000.0,64014269653731255981
8m미만,185.0,201611,20,1000000000.0,8951131416200330620
8m미만,58.0,201809,13,195380000.0,63601439479773054511
12m미만,139.0,201601,25,265000000.0,1025629837491832451
25m이상,134.7,202001,3,1629870000.0,50614038186667550760
8m미만,104.0,201804,16,482990000.0,80766253193766631621
8m미만,496.0,201612,5,59000000.0,65097187730551254000
25m미만,46.4,202009,25,557260000.0,77425152061902601030
12m미만,154.0,201911,26,2210000000.0,35193263248105346560
-,539.0,202005,29,900000000.0,52925459879339145451
-,152.0,201806,29,184000000.0,34479941913053522330
8m미만,334.4,202007,21,13500000000.0,41124730830920681370
-,294.0,201710,11,27930000.0,35626087465159000640
8m미만,99.4,202008,18,690000000.0,52111539847628403531
12m미만,79.2,201803,13,260100000.0,83856928739978526341
-,83.8,201802,12,418330000.0,51313099155257381301
8m미만,274.9,201907,11,7870000000.0,1913152658537995181
8m미만,750.0,201904,22,150000000.0,74107090276797087311
8m미만,106.1,201806,19,2228100000.0,37832248667355158061
25m미만,205.0,201912,27,2831230000.0,19603789190902994230
-,58.0,202006,29,236520000.0,3188434392278384681
-,231.0,201608,11,40000000.0,11338156785641590311
8m미만,38.7,202007,22,450000000.0,69160632370493559870
25m이상,67.0,201912,30,220000000.0,80688611487883142850
8m미만,53.1,202012,30,191650000.0,26479702019176255501
8m미만,33.0,201812,19,189100000.0,83549014193662127991
8m미만,282.3,201607,25,2135000000.0,44044098387687698860
8m미만,264.0,202009,18,630000000.0,91007178396501263490
25m미만,61.0,201805,25,340000000.0,79337735757187361061
-,215.0,201705,22,130000000.0,48010937088612105420
12m미만,153.0,201606,30,743790000.0,52985599649642624960
8m미만,39.0,201607,13,72740000.0,43737322013788553361
25m이상,491.9,201912,2,4422180000.0,10002543451154262630
8m미만,99.2,201610,24,569000000.0,68340956972206329251
8m미만,102.0,201803,30,435000000.0,42430103713349469780
-,46.0,201807,23,126000000.0,67980611211440425720
-,327.0,201710,11,31070000.0,22804046606181980501
8m미만,153.0,201602,12,530000000.0,68380876699690455180
8m미만,150.0,201603,24,90000000.0,38791828713250070500
25m이상,284.0,202005,21,5800000000.0,51702719152452547131
8m미만,330.0,201603,10,390000000.0,8692136552354737740
8m미만,418.0,202010,16,3000000000.0,2038674616703319030
8m미만,539.0,201606,23,1131760000.0,5766398296861849281
8m미만,70.7,201611,9,112380000.0,9728958553339985621
-,58.0,201705,10,130500000.0,45630458910743814801
-,89.0,201801,29,259880000.0,5744240742075647700
8m미만,82.0,201909,25,424080000.0,76809739667362647050
8m미만,113.4,201604,27,1408000000.0,16624959940359476110
8m미만,516.0,201612,3,1300000000.0,74990275457927270820
8m미만,64.9,202003,6,1670000000.0,92201908856715794401
-,180.0,201604,13,52000000.0,1234305938012390711
8m미만,36.0,201901,3,150390000.0,4513433059632919011
-,201.0,201812,27,320000000.0,52682978597312648541
8m미만,228.1,202001,3,3304470000.0,81544806413080318251
8m미만,71.4,201801,30,550000000.0,91197001607236735671
12m미만,52.2,201805,25,580000000.0,48365448674225708431
25m미만,382.9,202001,15,4400000000.0,3748308474778092860
25m미만,33.0,201608,5,272050000.0,17230657189321963710
12m미만,193.6,202010,30,1075000000.0,13923289499303876611
25m이상,387.6,201905,14,2226800000.0,42056898838288428090
8m미만,460.0,201610,28,800000000.0,90911038369850025980
12m미만,37.4,202010,20,750280000.0,9035373124624637170
-,49.9,201807,22,181080000.0,75522776058662895091
-,298.0,201707,8,155000000.0,79163120960047927830
8m미만,69.8,201604,7,372000000.0,54563745016078201300
8m미만,258.0,201911,14,3058380000.0,36808346327894291060
8m미만,383.0,202010,13,2436000000.0,26505451953150721001
25m이상,365.6,201906,26,1800000000.0,84245925797393232450
25m이상,174.9,201907,24,886000000.0,57854056931602875411
12m미만,251.0,201804,26,200000000.0,6280956627660015620
25m이상,76.8,201902,21,1760000000.0,1443987478440645580
8m미만,68.5,201610,31,352240000.0,51109801186787096440
25m이상,59.0,201607,19,213000000.0,15151150594888304480
8m미만,56.2,201909,20,1146000000.0,82738386170501691991
-,595.0,201911,29,180000000.0,59801526681352253990
-,198.0,201701,10,735490000.0,90260581777971055850
8m미만,206.0,201911,10,724600000.0,25316100358630595401
8m미만,39.5,201611,8,91490000.0,84093285857466485830
12m미만,258.2,201611,18,1063780000.0,68828027572000679191
25m미만,51.0,202003,9,310000000.0,69386345269599102591
8m미만,33.1,201803,28,545370000.0,14047591955821546800
8m미만,99.5,201611,15,320000000.0,50003398331125657650
25m이상,116.0,201912,27,1205780000.0,10359410522237978440
8m미만,173.7,201908,9,1400000000.0,85893758553989775781
25m이상,150.0,202002,20,1305000000.0,21005338890572429950
25m미만,221.0,201908,5,4962120000.0,82747370242763898010
12m미만,47.0,202011,14,197000000.0,65184566718631207111
8m미만,228.0,202011,20,375000000.0,40320381583346173371
8m미만,283.1,201911,26,7000000000.0,69516556477436577291
8m미만,38.0,201607,22,145000000.0,19469566797429851161
8m미만,156.7,202002,6,1400000000.0,43682838902945282810
-,423.0,202005,26,1112880000.0,3305494507678430670
25m이상,751.5,201808,1,6137000000.0,35869334471200237531
12m미만,97.0,201804,25,2214220000.0,44291378440653172110
8m미만,65.9,201801,19,265000000.0,82999658708826330461
-,595.0,202008,19,3060000000.0,8199517162566115060
8m미만,206.0,201811,5,621190000.0,70002643922673527360
8m미만,841.0,201810,22,424710000.0,76211925468329526291
25m이상,235.4,201607,1,1832390000.0,5477567680006597321
12m미만,117.0,202009,25,576100000.0,33146887235621331351
-,113.0,201904,15,202920000.0,48080812469949600521
8m미만,123.0,201908,23,4560000000.0,70766778723832701660
8m미만,53.0,201807,20,275000000.0,34387865167625690191
12m미만,188.3,202001,29,2850000000.0,30643228577300879730
12m미만,220.1,202010,27,998700000.0,74866752479021586041
8m미만,51.9,201909,6,235110000.0,57537245118360065571
25m이상,852.0,202010,15,9800000000.0,67762798193657674270
8m미만,123.0,202001,17,4560000000.0,70766778723832701660
8m미만,38.3,201807,10,2652000000.0,24036032528425341151
25m이상,89.6,201910,14,2120000000.0,13909690209890300990
25m이상,36.0,201803,30,450000000.0,85220447589175978521
-,39.0,201712,27,149760000.0,29592296727049107461
-,162.0,201906,25,1225000000.0,69224495997642189790
12m미만,600.0,201603,14,1500000000.0,85930137687552372311
25m이상,199.1,201606,3,1180300000.0,14765590034380309391
12m미만,40.0,201601,18,85000000.0,25621685107405494701
-,76.0,201801,29,228380000.0,70365189763043731941
8m미만,40.0,201811,14,334000000.0,32579786482928099981
8m미만,48.0,202007,2,205430000.0,16715405263139430240
25m이상,46.0,201803,9,600000000.0,90702610234675870701
8m미만,135.5,201810,4,504310000.0,77325404670245011621
8m미만,156.9,201805,2,830000000.0,82906389061809208110
8m미만,68.1,202006,26,600000000.0,10939638111310520860
8m미만,198.0,201912,9,144740000.0,30370308456851133301
12m미만,230.0,201611,9,3220000000.0,4228517311789482970
25m이상,692.1,201602,29,4700000000.0,90081960093054945990
8m미만,177.6,202003,13,1450000000.0,87446104139766428900
8m미만,295.5,201804,24,3670000000.0,40480918280065866180
8m미만,293.0,202009,10,1665000000.0,5727284505677991721
12m미만,417.2,202012,1,3089000000.0,6913530080423913570
8m미만,772.0,202001,30,700590000.0,453225581116760671
-,935.0,201802,5,580000000.0,80278310433487362390
8m미만,188.5,201806,15,7300000000.0,40645607564455663240
-,311.0,201811,16,1081000000.0,85233237689741081350
25m미만,54.1,201907,17,3767360000.0,60172850873480329981
8m미만,48.0,202002,6,56000000.0,8369796841788676321
8m미만,267.0,201808,20,32000000.0,70065206354209797661
12m미만,231.0,201811,19,980430000.0,60551747674293604480
-,84.0,201806,28,45820000.0,6093238043223394041
8m미만,119.3,201807,31,1995000000.0,86743352982802982890
12m미만,249.0,202005,6,1312530000.0,11103215318132564711
8m미만,777.0,202001,2,1800000000.0,18678480424234725630
8m미만,380.0,202010,9,2600000000.0,38328979377155300850
8m미만,106.0,201904,22,450000000.0,50051782021073311271
12m미만,182.0,201902,8,807000000.0,89923489555058382341
8m미만,385.3,201606,1,5500000000.0,37010484641036050000
-,96.0,202006,1,231360000.0,5842663552350869220
8m미만,96.5,202007,1,561660000.0,32612538062932165400
8m미만,105.2,201603,8,390000000.0,77604816730346732961
8m미만,52.2,201808,13,173570000.0,90036402048717773531
25m이상,410.9,201907,24,25552460000.0,15875412938973975240
-,63.0,202008,7,90720000.0,13028583500419151410
12m미만,171.0,202008,6,482800000.0,80443471380888000950
8m미만,69.5,201811,12,1064200000.0,90020275915589433660
25m미만,39.7,202003,25,545000000.0,54492157183853045631
8m미만,50.0,202001,31,140000000.0,30851826876528608310
8m미만,338.2,201908,30,1420000000.0,80371446768587062220
25m이상,245.2,201909,25,3115000000.0,21422557847058814190
8m미만,465.0,202007,2,450000000.0,62119019932077368080
25m이상,49.0,201602,18,303940000.0,16508875139535997460
8m미만,44.0,201805,1,175000000.0,59938112139074955691
8m미만,182.0,201803,1,1050000000.0,52820595185412296441
8m미만,64.9,201901,31,1200000000.0,92201908856715794401
12m미만,112.4,201608,13,2000000000.0,9524316189312339210
25m미만,63.0,202003,10,384050000.0,50109901344538261920
8m미만,76.0,201801,30,35000000.0,73214227948286706361
8m미만,339.0,202012,24,1088090000.0,91583898928270066971
25m이상,126.0,202011,25,592050000.0,57381261005317992151
8m미만,84.5,202001,10,557270000.0,549436013477037240
-,231.0,201810,30,1800000000.0,35497275835024165941
25m미만,45.0,201607,1,273000000.0,35747679714999466071
25m미만,38.5,201807,19,233000000.0,4163678208040860361
-,109.0,201904,12,474200000.0,9818902886214743041
12m미만,900.4,201604,27,6007370000.0,83489449374908131920
25m미만,59.0,201603,11,156920000.0,1622070421596561951
8m미만,40.0,201807,25,125400000.0,62824450236004364100
25m미만,223.0,201604,25,1181900000.0,4840183279496568861
8m미만,63.8,201805,28,754630000.0,6743820331756990110
8m미만,156.0,201903,11,573000000.0,86127887080907604461
8m미만,297.0,201907,9,2500000000.0,22785095793908346160
25m미만,195.0,201610,31,1220070000.0,64872966674740812340
25m이상,879.8,202008,27,48000000000.0,63043941409875652700
8m미만,248.0,202003,17,180000000.0,80448494365961156181
8m미만,528.0,201903,19,2100000000.0,27175197938821162510
8m미만,62.0,201906,25,122450000.0,25818401522755388251
-,34.0,201901,26,45050000.0,52653677654778505800
-,46.4,201907,13,105000000.0,20556570988567306641
-,132.0,201608,27,195000000.0,21656834938061641000
8m미만,133.6,202008,26,2344010000.0,39705478721403376661
8m미만,53.2,201905,20,395010000.0,84377778384523250480
-,69.0,201709,8,140420000.0,56938796762470884720
12m미만,835.4,201612,23,3677340000.0,46799344344083181501
8m미만,40.7,201603,3,184700000.0,68626264555168118741
-,466.0,202012,15,1470000000.0,69454294420288329631
8m미만,875.5,202005,26,6444170000.0,46494739963151792881
8m미만,108.0,201603,2,463000000.0,80555640694874009071
12m미만,461.1,201604,20,2500000000.0,24063039696320186861
25m미만,158.2,201611,25,600000000.0,22016793641615860060
25m미만,195.0,201808,20,1700000000.0,58478119589913345800
-,40.0,201705,23,80000000.0,38282006518137489840
-,225.8,201803,24,505000000.0,61183272753523066611
8m미만,602.0,201912,27,2503300000.0,48255094124279188491
-,41.4,201601,26,166340000.0,27334502120439836560
25m미만,648.6,201601,8,9404700000.0,89994488471192592740
-,340.0,202005,26,1227710000.0,2196114110390219140
8m미만,326.0,201809,5,1640000000.0,74551378166397716811
25m미만,122.6,201904,9,177600000.0,26039837479515152790
-,36.0,201906,14,35000000.0,75856400343944390490
-,422.0,202005,21,265860000.0,38612006394515530490
-,313.3,201904,15,8095760000.0,76555443651676515280
25m이상,573.0,201910,8,1869930000.0,89100907745440007511
8m미만,388.8,201603,14,2500000000.0,77814005383196450981
8m미만,61.8,201606,9,1122000000.0,59089283293677584890
25m미만,767.7,201901,23,22056900000.0,75774791907999620200
-,316.0,201901,5,400000000.0,77882709091790386231
8m미만,212.0,202003,6,1487000000.0,84894883913425397030
-,611.0,201705,12,612000000.0,16021849582178943770
12m미만,43.0,201605,18,100000000.0,75413403013926168330
25m이상,99.0,201901,18,800000000.0,2816340825331012111
8m미만,82.7,201811,12,1266400000.0,51980053014942125031
25m이상,136.8,201805,25,863210000.0,67433058416043078800
25m미만,120.0,201810,12,1383000000.0,34660028097914113171
8m미만,66.0,201610,25,283500000.0,78074536739089839590
-,91.7,201707,31,207670000.0,61613653716179500081
12m미만,145.5,201608,17,790000000.0,39615043767107387590
8m미만,56.2,201609,27,188700000.0,78755095936442098511
25m미만,39.0,201609,20,268470000.0,33695393101191912031
8m미만,245.0,201601,5,750000000.0,54741486409428664631
8m미만,265.0,201810,1,1442800000.0,75959801804488324931
8m미만,260.5,201805,25,3846000000.0,35879196766212853170
8m미만,635.0,201606,30,1766000000.0,121412727801287870
-,84.0,202011,9,224280000.0,15699931142247405470
8m미만,48.0,201801,5,235000000.0,69761235143668748600
12m미만,190.0,202004,20,245160000.0,82068019820167215361
12m미만,397.0,202006,28,984000000.0,55617441012266616541
8m미만,231.4,201906,29,3990000000.0,65877602772474953151
8m미만,195.0,201805,30,2306510000.0,82868514105704627491
8m미만,473.7,202007,10,12300000000.0,53618863441597990511
-,281.0,201808,24,340000000.0,51735819071326066290
8m미만,166.2,202005,20,1880000000.0,71491554754915461110
8m미만,46.0,201901,23,113160000.0,8552970852214960371
8m미만,56.2,201908,8,245000000.0,8628100868126965220
8m미만,145.2,201612,29,2509000000.0,88109510982326972741
25m이상,596.2,201910,7,42581000000.0,33574185693454654580
8m미만,608.0,201802,7,322000000.0,6816701079164666201
8m미만,277.1,201805,14,2743000000.0,75013701135522768940
25m미만,62.5,201609,8,2692000000.0,6029576499294098230
12m미만,128.9,202002,28,982000000.0,49651385319977193310
-,615.0,201710,11,53810000.0,3047301240090558190
-,291.0,201810,24,259600000.0,80532110848834219390
8m미만,75.0,201906,26,465000000.0,68964242536212342971
8m미만,136.0,202002,28,731840000.0,88565314933992637981
8m미만,43.0,201606,27,102270000.0,51163071935827213131
25m이상,660.2,201608,3,15000000000.0,44974505259198151081
8m미만,201.0,201806,12,1680600000.0,42654972055459172821
8m미만,77.9,201612,28,160000000.0,48881847615411350631
25m미만,152.0,201606,1,808220000.0,83201891424608498061
8m미만,483.0,201801,11,412380000.0,57898671164697147100
12m미만,165.3,201608,2,1900000000.0,64429297021754389381
8m미만,71.0,202012,30,840000000.0,18176113353184328150
-,105.0,201602,23,90000000.0,69552375533051770030
-,116.0,202006,8,400000000.0,73331402437883915960
-,41.3,201710,12,853560000.0,23292362760387920680
8m미만,71.7,201605,3,320000000.0,68308039936573905271
25m미만,73.5,201809,3,590000000.0,62506116071068138951
-,218.0,201912,30,3297200000.0,16881551595505832340
8m미만,69.5,201807,5,189670000.0,83024315011996148611
25m이상,98.0,201909,17,300000000.0,71187947438548444690
-,139.0,201903,8,135000000.0,6560017000757404800
25m미만,137.1,201605,3,860000000.0,46034758121833854481
8m미만,198.0,202006,1,599940000.0,57151762397037932031
-,145.0,202010,29,1307750000.0,8683070683421114791
8m미만,165.0,202012,7,1200000000.0,82488883533673621841
8m미만,137.0,202003,12,462200000.0,29609997229591492220
8m미만,172.0,202008,7,630880000.0,73750493981734101291
-,292.0,201707,7,678000000.0,261106696360773160
8m미만,188.4,201806,19,4056400000.0,31777042708511893791
8m미만,127.9,201809,13,900000000.0,6546232848740854171
25m이상,527.6,202008,31,28559130000.0,15127945257320713731
12m미만,127.9,202002,22,2205000000.0,46627752128001306740
25m이상,221.8,201605,1,1500000000.0,53827182281010454791
-,40.0,202001,3,122800000.0,60980457563993209251
8m미만,455.0,201606,17,658000000.0,70899786414959002041
8m미만,165.0,201804,25,2946700000.0,14099832216228401230
-,304.0,201810,2,500000000.0,6467393584237908390
8m미만,227.0,201611,10,1488000000.0,45476716878675631851
25m이상,51.5,201606,29,410030000.0,62295728559872494851
-,49.9,201604,29,239000000.0,6599455870199934291
8m미만,72.0,201812,4,215350000.0,79190721065632959280
25m이상,621.0,202005,26,3648950000.0,54114040060561900440
8m미만,370.0,201904,1,1840000000.0,54890533099086875060
12m미만,309.6,202005,21,4682200000.0,70960502550403998780
25m미만,191.0,201606,27,630000000.0,10127967587986466061
8m미만,102.0,201802,28,215500000.0,86750983760073647280
8m미만,866.0,202011,21,262000000.0,78545065638576192550
25m미만,34.3,201807,26,154000000.0,65916944177082052710
12m미만,100.8,201608,16,714000000.0,27086919012857247761
25m이상,223.0,201601,29,1280000000.0,83859414095853961910
8m미만,556.0,201910,31,3279000000.0,78878235698921862641
8m미만,47.0,201610,20,444290000.0,61040733234625774671
8m미만,84.0,201612,6,162540000.0,29195445406350336971
12m미만,75.1,201802,27,2158400000.0,66364520898288272521
-,74.0,201908,21,1199000000.0,6796753166979692581
8m미만,109.8,202006,25,1072000000.0,16166933889119201951
-,86.0,202011,30,430220000.0,44831946169028670641
25m미만,103.2,201805,17,2315000000.0,6353754709892421800
8m미만,353.7,201804,17,1625000000.0,78736357340279654861
8m미만,168.0,201612,20,1750000000.0,11030869344212047101
8m미만,99.2,202004,29,1946500000.0,78964362082016949911
25m이상,360.2,201905,28,18609000000.0,74614178455285614860
8m미만,51.0,201806,11,2210000000.0,74723092724272572431
8m미만,43.4,201906,11,501320000.0,4596757508534228771
8m미만,367.0,202006,1,983560000.0,86568216416563830981
8m미만,141.0,201810,31,1706020000.0,69860407143656309360
8m미만,121.0,202008,26,220000000.0,60815175127138326330
25m이상,118.0,202005,26,591880000.0,61372877860762199111
-,40.0,201910,3,229900000.0,28800322988588209520
8m미만,185.0,201602,18,480000000.0,27260804772719954321
25m이상,297.9,201603,26,1795000000.0,91498183335236697571
-,82.0,201604,13,28000000.0,3346985181217145791
-,43.0,201901,17,104700000.0,42287928116584941550
8m미만,298.0,201606,30,566350000.0,37542903709893227581
25m이상,202.0,201608,23,760000000.0,78639851517984458340
8m미만,90.0,202005,21,114600000.0,8745120078622839821
25m이상,60.0,201609,8,420700000.0,91702510396015456310
8m미만,192.0,201807,31,680000000.0,57402627726854458450
8m미만,185.7,202002,20,786380000.0,71654928133368446101
25m이상,475.0,201908,1,1432130000.0,74545328115676945571
25m미만,145.2,201901,23,4171760000.0,88109510982326972741
25m이상,57.5,201908,1,1045250000.0,34612526320223841240
8m미만,115.0,201906,3,470000000.0,36237190910372378200
-,807.0,201710,11,60530000.0,25290927095027301830
8m미만,132.0,201608,12,232000000.0,5596498774617148240
8m미만,162.6,201604,20,1100000000.0,9241233604352832711
8m미만,344.5,202004,2,4050000000.0,44496990962710501240
8m미만,139.8,202007,9,4681010000.0,6649939081368723320
8m미만,72.6,201911,7,380000000.0,65130169496786703121
8m미만,53.0,201610,19,336000000.0,39762343722250526731
8m미만,975.0,202008,6,3950000000.0,56295869589795989991
8m미만,204.0,201809,27,204000000.0,56908792191770489440
12m미만,112.0,201902,21,152460000.0,2396072382293600970
12m미만,578.0,201606,3,2905000000.0,996530618688969040
12m미만,263.0,201610,7,155000000.0,52899012695086120431
8m미만,231.0,201809,14,50000000.0,17871829661706462001
8m미만,86.0,202012,18,500000000.0,45014434160482565061
-,164.5,202006,2,386500000.0,71780956261834777880
-,50.0,202001,3,155050000.0,32596709732497844220
8m미만,63.0,202006,12,395000000.0,79145585181566858291
8m미만,150.4,201810,19,1768000000.0,81368734609048978191
8m미만,118.0,201609,21,600000000.0,38765221063236267351
12m미만,36.0,201803,21,236250000.0,67318748386926259750
-,60.0,202006,1,142500000.0,21263902932062944521
-,172.0,201909,8,381790000.0,72284408297298287540
-,272.0,201601,7,1030000000.0,12267914401821734140
8m미만,170.0,201803,12,728800000.0,84355445946554599480
8m미만,73.8,201901,31,1280000000.0,25026458206869625281
25m이상,186.4,201910,14,1607000000.0,52128594516522985790
8m미만,109.0,202003,20,181500000.0,79542629046163819750
8m미만,162.7,201807,16,929910000.0,24370505382888291911
-,46.0,201606,22,188830000.0,42937765674024345441
8m미만,366.2,202007,15,4950000000.0,17466156352876424380
25m이상,636.1,201909,30,22015000000.0,6823230229000919270
8m미만,51.9,202003,5,299980000.0,79193253718705147710
8m미만,145.0,201908,20,952410000.0,4543532003202738820
12m미만,114.0,202008,26,1621000000.0,89785785469388843121
8m미만,259.8,201912,27,1763170000.0,43476390645475246991
25m이상,44.0,201811,15,600000000.0,33358897746309371260
-,662.0,201712,11,660000000.0,58304394626423158691
8m미만,345.0,201808,2,2900000000.0,77094611555241372240
8m미만,264.0,202003,16,4000000000.0,87031706224588672620
8m미만,956.0,202012,31,1011500000.0,14224423643402904680
-,160.0,201611,25,424000000.0,42975568823198178660
8m미만,274.4,202008,10,3600000000.0,83261962787657252210
25m미만,341.7,201603,3,1570000000.0,45490323657252428831
-,520.0,202006,1,1354600000.0,54408914466116429581
-,188.0,201911,15,1000000000.0,83967988763173218780
8m미만,912.0,201804,4,170000000.0,30489618459888704191
8m미만,41.7,201906,18,500000000.0,3239934291580494361
25m이상,53.8,201912,12,1384450000.0,22064112578743231561
25m미만,196.3,202010,30,1514200000.0,89452165097622269821
12m미만,39.0,201612,29,135520000.0,26479180381036109171
8m미만,695.8,201909,30,23935000000.0,48663372510294941821
8m미만,104.1,201812,24,650000000.0,44966028493277617471
25m미만,119.5,201605,20,460000000.0,48472157541829048580
12m미만,50.6,202010,20,1015090000.0,61775684284403021620
8m미만,66.0,201803,7,284000000.0,46680976168409957861
8m미만,177.0,202011,25,3923000000.0,55719108299131054161
8m미만,112.0,202002,24,1330000000.0,10422628998722133380
25m이상,161.3,201908,20,3135000000.0,13963009674754364421
8m미만,337.1,201903,24,600000000.0,44747975348976546541
12m미만,514.0,201910,25,3583140000.0,29934738417539638261
8m미만,764.0,201803,19,690000000.0,64163026854885201190
25m미만,60.3,201912,5,422000000.0,27589250564273282150
25m이상,360.7,201908,12,5500000000.0,24750368176238589660
8m미만,264.0,201611,11,407000000.0,79106238215334409340
8m미만,158.0,201606,4,620000000.0,65517689009522897211
25m이상,161.0,201605,10,1511000000.0,30016809960516458510
25m이상,546.6,201908,19,21269660000.0,2966537272758598540
8m미만,92.5,201804,5,2000000000.0,14005663039813020581
-,575.0,202001,3,1916890000.0,36518050867821633050
8m미만,56.0,202010,22,290000000.0,38492509829200115881
8m미만,506.0,201909,17,2125200000.0,16278153316776614170
25m이상,342.7,201606,1,2224200000.0,18659539636494415890
12m미만,229.2,201811,19,973470000.0,37885205900078167691
8m미만,45.0,202005,8,111200000.0,35177562415380959191
8m미만,102.0,201604,5,310000000.0,32934833739530317580
12m미만,145.5,202012,28,1580000000.0,39615043767107387590
25m이상,392.0,202005,26,2303360000.0,5444416871294077800
12m미만,69.0,201812,5,543110000.0,74076266616811512930
12m미만,105.5,201803,5,790000000.0,12953872746806483110
12m미만,315.0,201805,30,1590000000.0,72681351067676351071
25m이상,34.0,201909,4,318930000.0,80024253004225534201
8m미만,72.7,201905,14,1146360000.0,5908498071908498040
8m미만,109.0,201606,14,276160000.0,62808601007159215330
25m이상,238.0,201912,27,2473920000.0,59394083601904261291
25m이상,607.5,201905,31,4200000000.0,53681115092777708430
8m미만,114.0,201606,3,501010000.0,24888676084616244100
25m이상,60.8,201908,1,1105240000.0,62647189037405303050
8m미만,310.0,202012,24,995010000.0,39278156971921541840
8m미만,159.0,202004,13,383000000.0,62908515253222809911
12m미만,170.0,202004,26,585000000.0,77704945444530647710
8m미만,67.0,201812,21,169290000.0,79433261285133433861
25m이상,404.0,202012,16,349730000.0,30935695521151030931
8m미만,456.0,202001,23,4826900000.0,62917725173085414100
8m미만,105.2,201811,26,1380000000.0,26619260096076773990
12m미만,59.5,201608,25,614020000.0,19539794759799906310
8m미만,159.0,201811,12,900000000.0,55854650212020296481
8m미만,843.0,201608,29,892500000.0,21357830652745660950
25m이상,849.0,201910,8,2770630000.0,44924305391135740711
8m미만,80.0,201608,18,490000000.0,48408115288533609230
25m이상,156.0,201912,27,1621560000.0,21904670015022273041
8m미만,724.0,201602,29,2281000000.0,19847424721493186530
8m미만,46.6,202001,8,260000000.0,36960116083090282481
8m미만,172.4,201602,28,1460000000.0,23772735606358217060
8m미만,213.9,201903,21,2826030000.0,16075009871834802890
25m미만,114.0,201906,1,885800000.0,91217238385177882231
8m미만,67.4,201911,29,1396800000.0,71413932564243094861
-,175.0,201704,20,170000000.0,59689474385485217580
8m미만,145.0,202004,8,2177840000.0,68614565599110432781
8m미만,60.0,201811,21,503000000.0,10362126655500729491
-,195.0,201911,14,45240000.0,78637941063087886051
25m이상,290.0,202003,2,680000000.0,36054092617411321420
8m미만,94.0,201607,5,327060000.0,49752654146497270880
8m미만,101.4,202002,5,675000000.0,262420005917471710
25m미만,163.0,201610,31,1019850000.0,70820878290978649230
8m미만,608.0,201907,15,270000000.0,23432129673598966891
8m미만,195.0,201907,16,600000000.0,90057311657176301500
8m미만,71.0,201801,24,78970000.0,12080002246396580101
8m미만,784.0,201910,17,620000000.0,13351327095452620241
-,451.0,202010,8,544000000.0,65793629422312636580
25m이상,171.0,201606,21,1784680000.0,75246133010656060110
-,993.0,201607,11,80000000.0,31915247247388639671
25m미만,78.0,201807,23,100000000.0,83857262487706771800
12m미만,40.9,201808,3,355350000.0,16839959159921726270
8m미만,34.0,201904,18,31300000.0,75515390809625586370
25m이상,206.0,202011,11,220000000.0,82192711605020667850
25m미만,416.5,201902,21,6636260000.0,84132952386907329991
25m미만,246.7,201903,12,1500000000.0,68362871982625659090
8m미만,201.7,201906,13,1536000000.0,11727379913741549630
25m이상,407.0,201904,26,358970000.0,80338523122664254480
8m미만,43.0,201606,1,385000000.0,47284593009265277070
25m이상,182.0,201601,26,330000000.0,28451418911755673941
8m미만,41.0,201601,6,298180000.0,10544167543265155170
-,357.0,202012,28,797000000.0,60980443008234573390
8m미만,177.0,201610,11,400000000.0,22500734049190865601
8m미만,961.0,201601,27,435000000.0,71671985618498213201
8m미만,67.1,201904,19,250000000.0,72761838945565045000
8m미만,545.0,202005,26,2066050000.0,80313039440283055030
25m이상,386.8,202008,7,3860000000.0,67357218132834523021
8m미만,390.0,202008,6,1980290000.0,24349571658355395230
8m미만,77.0,201905,18,555380000.0,90375003125972767820
8m미만,307.4,201807,31,2497000000.0,84565500486025609690
12m미만,86.0,201808,11,300000000.0,64780616827175098191
8m미만,136.7,202004,26,580000000.0,28919622386860880441
8m미만,39.7,201812,24,120000000.0,73831155426985070140
12m미만,50.0,202005,29,7993620000.0,91659797547010248111
8m미만,56.0,201910,28,230000000.0,47791961376454522451
8m미만,53.0,201611,17,354000000.0,64039936949456571290
8m미만,52.6,201805,9,325780000.0,39005574621114840490
-,417.0,201708,30,1820210000.0,55862039670622408920
8m미만,69.0,201601,19,70000000.0,53309953863067506040
8m미만,961.0,201804,10,458000000.0,71671985618498213201
-,267.0,201812,31,121150000.0,15369041100753714910
-,93.0,201611,24,50000000.0,80778940004183901750
8m미만,198.2,201811,20,3600000000.0,12859546764277479120
-,99.0,201610,7,240000000.0,28540465951489037120
-,64.1,201611,16,495490000.0,11655133442325350191
-,128.0,201806,28,182000000.0,57494627911325175510
25m이상,449.0,201912,27,4667180000.0,33880323067864661750
12m미만,152.4,201609,8,6564160000.0,54433207906214991960
12m미만,70.0,201808,17,322700000.0,69054555638298034161
8m미만,74.2,201904,1,1350000000.0,59547372018870599541
8m미만,139.2,202012,7,600350000.0,47880138577937623901
-,185.5,201701,3,876000000.0,40933445024625422960
25m이상,34.7,201610,6,240700000.0,91221627449204894970
8m미만,168.0,201907,23,660000000.0,38133233911176364110
8m미만,48.0,201801,15,70000000.0,43511662833971809111
