road_type,lot_ar,contract_ym,contract_day,price,key
-,64.0,201711,21,90000000.0,18681520871833354460
8m미만,366.3,201810,18,6389380000.0,4435362210711642300
8m미만,95.0,201908,14,220000000.0,65798822387683088731
8m미만,365.0,201604,13,2582000000.0,53887493088709781280
-,559.0,201603,11,245000000.0,36626625821189057880
8m미만,48.4,201905,22,1019130000.0,33476318826741901130
-,33.0,201801,29,101820000.0,58187634764732494520
8m미만,393.4,202006,19,3570000000.0,41287957025042062960
8m미만,153.1,201803,6,1594000000.0,68961590839980053050
8m미만,387.0,201903,29,2350000000.0,65949404252462802340
-,82.3,201608,16,422920000.0,85677773632826458920
8m미만,175.3,202005,7,930000000.0,13678615545167307770
8m미만,60.0,202001,18,420000000.0,64641014794763660361
8m미만,199.0,201809,13,1300000000.0,62297980606417490570
25m미만,43.0,202010,14,870000000.0,55720567821777736080
8m미만,198.0,201908,10,660000000.0,68837128677963393321
-,60.0,202008,31,50000000.0,46393688467996990081
25m이상,335.0,201602,26,11402200000.0,53264038979934800490
25m미만,62.0,202004,1,434860000.0,47943371282239921071
8m미만,629.5,201805,23,12758390000.0,35984656365801613091
-,205.0,202002,24,266000000.0,37133861384717040211
-,476.0,201712,5,33000000.0,14592946813765820811
-,79.0,201712,20,181850000.0,82637004685560784360
-,866.0,201806,14,306670000.0,20530660594332106031
25m이상,183.8,201810,5,1425390000.0,58409125461827413150
-,80.0,201905,8,386140000.0,5720516924614019641
25m이상,347.0,201910,21,4435200000.0,33477093425149823031
12m미만,39.7,201801,12,187250000.0,42824503660162791681
8m미만,79.0,201611,9,214490000.0,85570996937749459001
25m이상,427.5,202009,14,15800000000.0,15558685941537142200
-,954.0,201801,29,2690360000.0,36395277116892734071
25m이상,110.6,201604,28,520000000.0,82791381553433075031
8m미만,80.0,201803,9,238000000.0,11387283504329964451
8m미만,191.0,201610,27,288000000.0,16033637388938507630
8m미만,205.0,201610,23,1496000000.0,82400333407988850940
8m미만,79.0,201904,5,230000000.0,14837281813426640090
8m미만,364.0,201801,19,198000000.0,79491794217308769000
-,42.0,201909,24,20400000.0,44251444261988380330
8m미만,65.8,202002,28,920000000.0,54158777887213043770
-,102.5,202011,11,589380000.0,73941430250565238530
8m미만,115.4,201807,31,1929000000.0,40040711786635265000
25m이상,196.0,201805,22,1600000000.0,7215188185350392431
25m이상,374.0,201912,27,3887590000.0,63424737271623533101
12m미만,154.0,201608,31,500000000.0,37010843030143003830
8m미만,319.2,201612,29,5517000000.0,52444410430176153210
-,704.0,201907,23,137000000.0,88399528187315218641
8m미만,40.8,201911,7,150000000.0,6934470253769310661
25m미만,330.0,201810,30,950000000.0,10971615912717233941
25m이상,364.2,201903,4,14673440000.0,38043988795269494550
-,826.0,201606,8,600000000.0,79243819145624964660
25m미만,184.9,202008,31,2800000000.0,28676423177884670870
12m미만,36.9,201904,8,300830000.0,2469003698625610000
8m미만,60.0,201807,9,80000000.0,82373163209039575351
8m미만,394.0,201604,15,1410000000.0,20936578934588589590
-,347.0,201802,8,84000000.0,62163406134461660780
-,33.0,201604,20,60000000.0,46802327746538881320
12m미만,42.6,201805,28,200000000.0,51912267482243332840
8m미만,75.0,201604,18,142000000.0,57025663497755289290
8m미만,74.0,201609,29,357000000.0,21890973947465685081
-,46.0,201911,14,10670000.0,33735423967651886190
8m미만,443.0,201605,2,70000000.0,68266738109639280811
8m미만,440.0,201610,20,4159340000.0,80887637267231698200
25m이상,353.0,201803,29,2116760000.0,55499487714432377430
25m이상,369.4,202003,11,14526000000.0,4596535949263337210
8m미만,179.0,201903,25,150000000.0,63477728765558127960
25m이상,130.6,201611,28,814410000.0,32209351782409641481
8m미만,171.0,201608,27,1050000000.0,69760476507727273931
8m미만,177.3,201812,19,3523950000.0,8003217017489482820
8m미만,52.9,201903,4,3040000000.0,41779348835229337241
8m미만,55.2,201804,27,343900000.0,66623591852101445021
8m미만,53.6,202001,20,535000000.0,33282168559174533200
8m미만,38.3,201806,15,1056000000.0,62017315645098350101
8m미만,893.3,201901,14,13800000000.0,74293358015194991060
25m이상,222.8,202011,2,1710000000.0,17383602805201399210
25m이상,56.0,201611,29,342440000.0,23207705877136373541
8m미만,35.0,201904,29,349130000.0,16480705846610272240
12m미만,380.2,201908,13,20600000000.0,28888657010524513811
25m미만,284.5,201801,12,3413200000.0,16701225030858397160
8m미만,990.3,201911,5,5400000000.0,19209704486333655850
25m이상,199.0,202001,22,1182600000.0,36096382432138378860
8m미만,179.0,201907,10,934380000.0,32351538003871677061
25m이상,938.0,201910,8,3061070000.0,77830155103276872111
12m미만,178.0,201809,10,1130000000.0,52734167267535314270
25m이상,108.0,201612,29,563230000.0,26614752475509213841
8m미만,63.0,202005,26,238830000.0,64342148911763537960
8m미만,410.0,201907,18,1260000000.0,39594502812455662680
12m미만,47.0,201904,18,416660000.0,44644789809208533640
12m미만,378.0,201610,27,1900000000.0,90042772033667622691
25m미만,156.6,201905,22,4510150000.0,61338905737380730731
8m미만,321.0,201910,7,1800000000.0,77066150328876687701
8m미만,723.0,201910,31,9500000000.0,1792626055593773001
8m미만,200.8,201802,27,3350000000.0,6772152623747201621
12m미만,316.7,201811,19,1385110000.0,87108797771665722860
8m미만,56.2,201605,30,238000000.0,46785670174856217730
8m미만,36.0,201605,11,110000000.0,53697732040287091071
8m미만,353.6,202008,18,2300000000.0,26207735528113039230
-,52.4,202008,5,325280000.0,37205060653803345580
8m미만,792.0,201607,19,479200000.0,8083291598158837020
8m미만,109.0,201610,11,205000000.0,85274272411149241660
-,258.0,201605,12,598560000.0,23412844251840372200
-,53.6,202005,28,1276000000.0,21155080447779280000
12m미만,63.0,201604,16,330000000.0,46431378630411538321
8m미만,605.5,201903,15,14300000000.0,48037225081478447770
8m미만,579.0,201803,9,1835360000.0,48533649902670554310
8m미만,40.0,202011,20,135000000.0,88725379258938853721
8m미만,591.0,202001,11,890000000.0,22833505552658299690
8m미만,667.0,202012,31,1745040000.0,76532709870125767980
12m미만,43.0,201806,15,418800000.0,75066302574106323261
8m미만,404.0,201912,6,574930000.0,62562376176826370310
-,730.0,202003,25,332500000.0,1541378175561777260
-,113.1,201701,3,574000000.0,80302461117525232980
12m미만,44.3,201608,16,227600000.0,61599177448649873820
25m이상,493.6,201802,13,8000000000.0,1430075515901746681
12m미만,58.4,201612,2,300000000.0,51969072160829184811
8m미만,483.0,201605,2,100000000.0,74176328939133329891
8m미만,342.0,202005,25,1540000000.0,72324398378858103541
12m미만,136.8,202007,9,5822440000.0,16419239976667825030
12m미만,376.7,201904,15,9734040000.0,68594992301858113040
25m미만,107.1,201904,12,1947400000.0,54821316558433524391
25m이상,194.0,201911,11,178090000.0,30659009728646839640
8m미만,39.0,201612,9,80930000.0,81669024833023855071
8m미만,416.7,202012,11,2027250000.0,82933234138721907770
-,129.0,201701,3,448620000.0,67602360160372416050
-,132.0,202009,7,70000000.0,55975290007377216341
12m미만,90.6,201612,8,450000000.0,8503666652656251381
8m미만,803.0,201801,11,671100000.0,38625527045341178981
12m미만,148.1,201610,27,1244000000.0,17201386049230124710
-,158.0,201701,24,424230000.0,84202312442014248080
8m미만,658.0,202001,30,1945000000.0,87120024220795760970
-,974.0,201604,13,287000000.0,13511761280705626680
25m이상,196.7,202004,17,6445000000.0,64894620222452722950
8m미만,506.0,201807,18,345000000.0,54655711690939102961
8m미만,164.5,201609,26,770000000.0,78846859647249966891
12m미만,178.0,201810,23,861520000.0,36255792925835717661
8m미만,34.0,201908,14,178600000.0,47782613661040474381
25m이상,279.0,201811,20,1253000000.0,27739371904712521330
8m미만,579.0,201602,2,2816520000.0,89964175741150830441
25m이상,34.0,201912,27,353420000.0,6043026500637750191
8m미만,172.0,201803,2,520000000.0,63204450683240748471
12m미만,125.0,202004,20,161290000.0,722795734099486531
8m미만,68.0,202006,15,185000000.0,16008397364844783571
8m미만,36.4,202010,15,660000000.0,20464123160895134941
8m미만,119.0,201903,20,467080000.0,84740666313919919241
8m미만,108.9,201806,25,220000000.0,89933210020005073911
8m미만,100.1,201911,7,400000000.0,50035287222996497431
25m이상,463.0,201612,30,3477920000.0,46266987448104936161
8m미만,100.0,201811,15,540000000.0,32698348035155353511
8m미만,169.9,201812,27,1150000000.0,29486459456602975670
25m미만,84.0,201606,16,316560000.0,53657839906608957821
8m미만,85.7,201808,30,777700000.0,83340217437186115721
8m미만,195.0,201807,23,664620000.0,34611038705317773061
8m미만,63.0,201611,14,376110000.0,85961840996536967670
8m미만,166.8,202007,1,3000000000.0,17026749994191664210
8m미만,50.0,201607,28,172500000.0,80749928134734512221
8m미만,565.1,201611,10,9500000000.0,56028384398429633120
12m미만,113.9,201910,25,1052000000.0,63515111249469075220
8m미만,99.0,201812,17,440000000.0,42801960636847586180
12m미만,121.0,202007,24,2000000000.0,7490204921784838721
25m이상,311.0,201805,25,2014160000.0,35337832843814815960
8m미만,664.0,201610,11,3765550000.0,3927146464136381101
8m미만,160.3,202001,15,800000000.0,17145185000871742550
8m미만,101.0,202007,24,470000000.0,76458170193530392891
25m이상,172.0,201907,29,1500000000.0,57305757925364146711
25m미만,828.0,201804,3,800000000.0,64076824654436787150
8m미만,88.0,201903,11,268000000.0,18832353648927526720
8m미만,71.0,201610,19,215490000.0,50575251253070172831
8m미만,58.3,202011,27,270000000.0,14843427140966400330
8m미만,128.0,202011,30,2214940000.0,18649857992734566211
8m미만,112.0,201609,30,700000000.0,14177022738089272991
8m미만,119.0,201601,25,225000000.0,65519356529840627330
-,290.9,201709,18,937720000.0,81162784677013125530
-,238.0,201801,11,198910000.0,9761181957414357641
-,995.0,201804,3,500000000.0,82517517522812307820
-,83.0,202008,21,33000000.0,72641305871732160500
8m미만,343.0,201612,20,1245090000.0,3598600912076466800
25m이상,44.6,201908,13,3353500000.0,5370785812381191191
25m이상,47.0,201808,9,310000000.0,13745989514395785410
25m이상,337.0,201912,27,3502990000.0,69382127183457998791
-,64.1,201910,1,535000000.0,11655133442325350191
8m미만,62.1,201905,20,711000000.0,10975886622905290650
25m미만,274.0,201606,23,850000000.0,68623657150391818410
8m미만,120.0,202004,21,973000000.0,17570974219421187911
-,76.0,202002,3,345450000.0,38306115563619359611
8m미만,644.4,201910,21,14950000000.0,49741999904561255051
8m미만,587.0,201907,15,173000000.0,84928198220615124260
8m미만,35.7,202002,10,170000000.0,34428394426673321891
-,126.0,201910,14,160000000.0,68323628318994230480
8m미만,61.5,201908,6,1000000000.0,6662258032334929111
25m미만,179.0,202001,17,5300000000.0,86904550633876859341
8m미만,50.0,201804,11,312190000.0,78254582078973620111
25m이상,144.0,201910,8,469930000.0,77280174632671505071
8m미만,159.0,201902,7,2650000000.0,65451970684138556260
-,130.0,201704,1,50000000.0,80725309215161161290
12m미만,489.1,201604,8,6000000000.0,40775235646882177950
8m미만,36.0,202011,26,170000000.0,19742515014809195161
-,529.0,201804,13,270000000.0,25854132332312742850
25m이상,93.0,201605,10,869000000.0,87960514025963821171
8m미만,857.0,201601,13,400000000.0,47166816864049717141
25m이상,397.0,201910,8,1295570000.0,58625094428728761671
8m미만,119.0,201908,10,563000000.0,47628528682211601101
25m이상,171.0,201909,7,1688440000.0,67755451563476640391
8m미만,108.4,201610,11,656100000.0,90956415896564220591
8m미만,69.4,201604,7,900000000.0,6802144954704554370
25m이상,365.6,202001,8,1980000000.0,84245925797393232450
25m이상,39.0,201606,14,277800000.0,29771217057775394940
25m미만,163.4,201908,6,450000000.0,22240433279918009461
25m이상,55.0,202005,20,26000000.0,63234507584435229440
12m미만,101.0,201608,30,925000000.0,27017098973587978950
8m미만,97.4,202010,20,530000000.0,22677902490633412571
8m미만,220.3,201611,20,780000000.0,91856140082292017381
8m미만,71.9,201603,10,1190000000.0,34070556303987872780
25m이상,705.5,202005,26,6792170000.0,10553390848985854901
-,83.0,202010,13,550000000.0,10642423246633866070
25m이상,337.0,202004,9,3364000000.0,69637274797194683761
12m미만,53.8,201610,11,161550000.0,81512704215441232421
8m미만,599.4,201612,29,10362000000.0,35991386579984521030
-,48.0,201608,17,60000000.0,75969968954615295490
-,36.0,201901,29,499120000.0,30277354983617766750
8m미만,70.7,201612,2,417100000.0,65426783303890407381
12m미만,170.0,201608,18,1000000000.0,42803541532567336961
8m미만,81.0,201609,20,210000000.0,77329662140279084841
25m이상,139.6,202007,3,800000000.0,9249100231064018831
25m이상,827.9,202008,25,4500000000.0,2672440266089436000
8m미만,407.0,202012,30,4800000000.0,3304341753599825250
8m미만,125.6,201904,23,1120000000.0,48250962680644996301
25m이상,94.0,201904,25,1400000000.0,38014348741342663040
25m이상,586.4,202005,28,7900000000.0,39859816661718780140
8m미만,403.0,201906,12,1400000000.0,86255920450224784121
8m미만,298.5,201804,6,2790000000.0,11079144513877376831
8m미만,63.0,202006,3,338630000.0,34596781757738513181
8m미만,203.8,201607,6,1664000000.0,80182350227811329981
25m이상,106.0,201912,27,1101830000.0,39695688516664099621
25m미만,75.3,201603,28,440000000.0,12113456904910558840
8m미만,64.8,202002,10,446780000.0,50641134145892327610
8m미만,195.1,202011,21,1100000000.0,71659833088320924870
8m미만,142.1,202010,29,1702000000.0,63671296955575831961
8m미만,190.0,202009,22,399000000.0,58747845668167206220
12m미만,57.0,201904,16,266000000.0,81756655370358451091
12m미만,133.0,201907,26,683000000.0,30820626379674246271
8m미만,90.0,201905,3,190000000.0,81211725185654271051
-,43.0,201906,14,150000000.0,47143391328548066331
25m이상,121.3,201810,5,869440000.0,56445408241488520911
12m미만,286.0,201605,11,280000000.0,82151368575745311560
8m미만,887.0,201603,30,1651900000.0,71050391334400479461
8m미만,138.4,201805,11,517340000.0,14924399787016612441
8m미만,281.0,201907,24,1657090000.0,7305439696638044401
8m미만,173.2,201812,18,502990000.0,22860970338804192341
8m미만,133.0,201903,2,742610000.0,58999253771736523730
8m미만,56.2,201909,28,350000000.0,86406198541202729160
-,304.0,201805,3,102600000.0,39860046179316772520
25m이상,65.0,201606,24,357500000.0,7626121961148879601
25m미만,179.0,201908,23,5300000000.0,86904550633876859341
25m이상,75.0,202009,8,1020940000.0,55357093936636972300
-,431.0,201903,8,264000000.0,65372925842823402031
8m미만,71.8,202012,16,385000000.0,35262670004157147390
-,88.0,201708,4,473880000.0,25035505621996708190
8m미만,180.2,202007,9,6158220000.0,85368019067258884100
8m미만,164.0,202010,12,3200000000.0,16605488459179038280
-,93.6,201708,23,170000000.0,80927803324100367790
8m미만,106.1,202006,30,1472000000.0,38602389064127028921
8m미만,85.0,201904,8,438320000.0,83365510320052232961
-,119.0,201708,18,80000000.0,60318845701012986011
8m미만,64.3,201806,13,1656000000.0,1506300246139371450
25m미만,747.0,201911,14,377800000.0,45657626583512164861
25m미만,619.0,201612,29,3228160000.0,50647590659113240041
8m미만,37.7,202007,30,290000000.0,9707795253748663061
8m미만,84.9,201906,5,171650000.0,73162427531538968591
25m이상,48.0,201612,29,250330000.0,74071606016297244630
8m미만,45.0,202012,15,929890000.0,2201178835737996771
12m미만,139.2,201807,3,765000000.0,61712963608635603230
8m미만,33.0,201606,17,100000000.0,14889762495703222190
8m미만,72.0,202004,2,231430000.0,42566993340314618630
-,109.1,202010,8,163360000.0,64065431344975186560
-,136.0,201711,14,292000000.0,26521271270431006900
-,121.4,201611,8,281200000.0,82957456800325358021
12m미만,347.0,201607,18,682500000.0,31596178852694375901
8m미만,36.0,201609,2,115810000.0,1067364417204190951
8m미만,71.4,201907,9,358410000.0,35785897308035925801
25m이상,324.4,201812,11,2285310000.0,64116482820622177020
8m미만,79.0,202002,28,382000000.0,64425007657962343191
25m미만,83.0,202005,27,903780000.0,44164858234313174640
-,44.0,201608,16,226100000.0,83666010632189176420
8m미만,107.0,201911,15,556000000.0,65938112162851050991
25m미만,390.0,201801,30,7490000000.0,67934931817254976060
8m미만,253.0,201811,28,635000000.0,62141358356197285800
8m미만,44.4,202007,27,588300000.0,68574034404200266630
-,281.0,201601,5,75000000.0,2785282164937279231
25m이상,251.0,201812,20,1504000000.0,40103708603293191170
12m미만,573.5,201606,28,7100000000.0,74804687035168607290
25m미만,331.6,201804,12,2850000000.0,58391042241548074351
-,109.0,201805,11,250000000.0,9804522475580606781
8m미만,57.0,201812,21,142120000.0,39535868112351828781
8m미만,51.0,202003,24,167500000.0,88717830146156138160
8m미만,355.0,202002,6,2327000000.0,48278890689960951351
8m미만,330.0,201610,4,500000000.0,7322413433308707471
-,77.0,201712,20,107800000.0,60570100989406846941
25m미만,140.0,201609,7,1175000000.0,29463037256331908610
8m미만,79.3,202003,27,836750000.0,11287957579505862080
25m미만,98.0,201605,25,300000000.0,71358430621527948320
25m이상,64.8,201610,14,440000000.0,37620274022229148580
25m미만,169.4,201807,17,1200000000.0,20654086550799994460
12m미만,327.6,202009,2,3750000000.0,12812160189066525071
8m미만,34.0,201806,3,700000000.0,40189536959118205040
25m이상,791.9,201912,10,20800000000.0,19786037460016427981
25m미만,728.1,201903,28,3925000000.0,24823541835900091960
8m미만,115.7,201908,14,1408310000.0,3134355573039955181
8m미만,89.3,201904,18,1053000000.0,82363751725267340771
8m미만,694.0,201801,4,540000000.0,84631639369580327311
12m미만,302.0,201908,28,5755000000.0,2589392086472870930
8m미만,40.0,201603,2,147820000.0,81281279062185382980
-,40.0,201801,29,108200000.0,71543280146841883380
25m이상,60.0,201804,17,280000000.0,35184209704609598631
8m미만,111.5,201809,27,431820000.0,69746916408319200971
25m이상,487.0,201911,11,447070000.0,68990669589239927801
25m미만,178.1,201808,22,1642080000.0,6662374136459066540
8m미만,86.0,201909,7,1430000000.0,87806238821484451551
25m이상,40.0,201911,21,870000000.0,10977260635251117790
8m미만,480.1,201905,28,9395000000.0,12939853550904245071
8m미만,767.0,201611,11,1250000000.0,38437175343557276391
25m미만,85.0,201912,4,296000000.0,13267267810384693011
8m미만,85.0,201804,23,197320000.0,52022613816943992940
8m미만,912.0,201805,15,552000000.0,39656035263771828310
25m미만,98.0,202009,14,340000000.0,35551523671594119201
-,360.0,202010,4,740000000.0,73332924508631184680
25m이상,494.6,201808,8,6350000000.0,74914847442700790220
8m미만,199.3,201812,13,6992410000.0,24513355717051144160
-,53.0,201608,26,95000000.0,88635489936122678100
-,803.0,201806,14,284360000.0,49010731153779539080
8m미만,50.0,201802,14,120000000.0,22551586513661498180
-,102.0,202009,11,497000000.0,69676894636519218531
8m미만,75.0,201801,24,1470000000.0,48360364088349853161
8m미만,164.3,201909,18,2640000000.0,132947263971763861
8m미만,212.0,202010,17,153600000.0,4543388700761787521
12m미만,53.5,201805,28,1129390000.0,9700645053548756101
12m미만,66.9,201609,8,2881510000.0,73400405835240579391
8m미만,392.0,201603,24,410000000.0,46829321220734194291
8m미만,52.2,201608,25,175130000.0,32311804481106219340
8m미만,69.0,201612,26,189380000.0,224751435243935540
-,73.0,202010,21,455000000.0,66298191178407167231
8m미만,299.1,202011,9,5300000000.0,1210702064292738591
25m이상,107.0,201910,21,1366390000.0,76794482068511304050
-,180.0,201807,23,495000000.0,9509165371928680520
25m이상,92.0,201803,25,2520000000.0,1487010349002584031
8m미만,313.6,202002,4,2000000000.0,72482188250936383010
25m이상,35.0,201912,30,787000000.0,56899777000542911611
8m미만,47.0,201801,16,200000000.0,76282244580959986300
-,36.0,201705,17,188150000.0,18338878812525437740
8m미만,305.3,202010,27,3694000000.0,46646008250915888661
8m미만,543.0,201904,29,588000000.0,43862957906155557420
25m미만,96.0,201910,15,521760000.0,30022879967216604410
12m미만,161.4,201806,12,3875000000.0,26683887065942987480
-,417.0,201710,11,37530000.0,51846772662087679840
12m미만,133.2,201912,11,1200000000.0,89189689481778497000
8m미만,143.0,202011,25,1450000000.0,9838866304496511570
12m미만,143.5,201912,12,3884070000.0,56943256231862168941
12m미만,208.0,201809,10,1510000000.0,25654154105076458520
25m미만,33.8,201907,17,2353730000.0,52247334402705484410
25m이상,100.0,201912,31,414000000.0,11078993508850159761
12m미만,235.0,202012,16,992990000.0,54213538955642077630
8m미만,40.4,201607,8,220000000.0,17066751685976367581
8m미만,60.0,201607,22,60000000.0,22235443463173213251
12m미만,119.0,202008,20,968000000.0,84960594033549399380
25m이상,157.0,201809,7,1319000000.0,89228101638128176850
25m미만,79.0,201612,3,450000000.0,14307339199957695671
25m이상,55.0,201612,29,286830000.0,21854086141838996061
8m미만,539.0,201808,24,150000000.0,38149284542095010060
8m미만,166.0,201909,11,1048400000.0,43265498511997532741
8m미만,99.5,201602,5,208950000.0,40777614503894190001
8m미만,132.2,201804,14,536000000.0,24558430913794179021
25m이상,93.0,201612,30,711920000.0,44703860822321007540
25m이상,66.0,201808,20,575000000.0,58538310830524660491
12m미만,799.0,201603,2,3510000000.0,85264551267575546401
8m미만,46.9,201808,22,488970000.0,14768062153579549770
8m미만,316.7,201905,3,1724760000.0,30444642485802492530
8m미만,362.4,201609,4,1880000000.0,7904957100661968090
25m이상,284.0,201912,27,2952070000.0,90309540241518440091
8m미만,155.7,201611,15,490000000.0,32604035658758427620
8m미만,397.0,201804,18,160000000.0,70358937780915408561
8m미만,43.0,202005,22,120000000.0,4231708898953277251
8m미만,687.0,201905,16,10300000000.0,21129695233965483410
25m이상,99.5,201603,17,3180000000.0,70373934535482098091
12m미만,54.9,201811,17,315000000.0,15932497133282587191
-,307.0,201710,11,29170000.0,8162871306996999731
25m미만,226.0,201612,29,1178620000.0,48520126796055777610
-,79.0,201806,24,144000000.0,7471732253009349921
8m미만,85.0,201811,5,750000000.0,83487224382130933851
8m미만,279.0,201804,17,850000000.0,59914660428998635281
-,255.0,202009,1,485100000.0,84179849814583845401
8m미만,50.0,201606,17,97250000.0,69376528048959454791
-,78.0,201606,16,90000000.0,73285451960517716091
-,632.0,202007,4,300000000.0,22955140000530505841
8m미만,138.8,201609,5,3636130000.0,52687481780476701411
12m미만,777.0,201803,14,738100000.0,44893693475378798770
8m미만,83.6,201909,25,708000000.0,5641425763915377571
8m미만,205.0,202011,18,545850000.0,11824650788686174950
8m미만,347.0,201602,25,1522000000.0,361047279715638710
12m미만,319.3,202012,1,2032500000.0,24259026624743354400
8m미만,105.0,201601,28,100000000.0,55772262721501586211
8m미만,125.4,201911,7,500000000.0,31521065825565732920
-,106.0,201902,11,10000000.0,52330718968398664961
8m미만,40.7,201803,16,200000000.0,37427758041921877100
25m이상,317.0,201609,23,2025280000.0,31445351789375036150
8m미만,119.0,201612,27,330000000.0,47131599074297940521
-,37.0,201907,24,213270000.0,25930064079733102411
8m미만,168.0,202001,30,600000000.0,22388236552354996120
8m미만,98.2,201811,30,2045000000.0,61456433770243863010
25m미만,826.0,201901,23,23731930000.0,89413402788857118270
8m미만,82.0,201901,17,470000000.0,78109228792045017781
-,58.0,202011,30,246260000.0,77542935513227664190
8m미만,83.0,202002,19,301200000.0,5558334664926713741
-,337.0,201612,29,814410000.0,55598983759578621650
8m미만,430.0,201609,21,3216000000.0,13658807755942464991
25m미만,223.0,201610,25,835360000.0,39069082683747633281
8m미만,87.6,201806,1,973920000.0,39025198198260561111
8m미만,149.0,201901,25,1325940000.0,56299632675662715621
8m미만,76.0,201611,9,182300000.0,51489194963104976880
8m미만,330.0,201611,1,370000000.0,27393070160308327870
25m이상,633.0,201912,30,1900000000.0,7993224170887905650
25m미만,189.8,201904,12,3451200000.0,66896122023320809990
-,268.0,201612,22,135090000.0,78697798872422160261
25m미만,269.0,202012,28,2030000000.0,27466205013963449040
8m미만,186.0,202001,30,168800000.0,67939286245397268440
8m미만,287.7,201804,18,794050000.0,41029955243800586670
25m이상,438.3,201808,8,2700000000.0,35161595912011454111
8m미만,42.0,201810,4,107000000.0,23653434810647334930
8m미만,36.0,201803,26,142560000.0,71449570592129194911
8m미만,63.0,201610,7,247700000.0,21406780784878378631
25m미만,66.0,201902,20,219780000.0,12089251288233602811
8m미만,79.0,202008,5,340000000.0,63811078723970684260
25m이상,695.6,201606,2,3630000000.0,80222106615896153841
-,264.0,201707,31,400000000.0,42519657217699916111
25m미만,126.6,201603,8,550000000.0,40895828298384832530
8m미만,104.8,201605,24,400000000.0,78676670631269236131
25m이상,433.0,201912,27,4500870000.0,48863642487490726741
8m미만,296.0,201612,28,71630000.0,60906191355129682400
8m미만,476.0,201903,14,86000000.0,49783172487732403320
8m미만,117.4,201810,30,2439210000.0,69786659205044989010
8m미만,40.0,201604,21,300000000.0,48441723901149092961
8m미만,617.0,201907,5,9000000000.0,4804887988773311931
8m미만,175.0,201810,1,1031410000.0,15372659978811986761
-,346.0,201711,1,150000000.0,72452887058236696540
8m미만,47.0,201607,27,185000000.0,43595932451443568510
8m미만,135.0,201907,1,420000000.0,66124140951667986361
8m미만,257.2,201608,31,3000000000.0,66696050085721818790
-,205.0,201704,20,200000000.0,6466711010264744830
8m미만,73.9,201911,26,1000000000.0,14846803452950852451
25m이상,883.0,201808,20,7700000000.0,65891037818729778510
8m미만,190.4,201607,16,1730000000.0,78613403925543578010
8m미만,304.1,201912,12,7117090000.0,43777035067695929931
25m이상,112.1,201904,12,438000000.0,25926109577564768790
8m미만,144.0,201610,26,365010000.0,12301342572675658821
25m미만,67.0,201810,25,500000000.0,30442904339494414271
8m미만,107.0,202004,7,743000000.0,65938112162851050991
8m미만,164.3,201802,10,1150000000.0,132947263971763861
25m이상,554.4,201801,10,24300000000.0,85224812695815815060
-,661.0,201611,15,415000000.0,66462853514101254351
-,101.0,202006,24,260000000.0,12436050581164561311
8m미만,293.0,201801,26,110000000.0,60532627767891400020
8m미만,511.7,201912,2,1975000000.0,10297958512710102070
8m미만,37.4,201910,1,220000000.0,41028995179462592041
-,337.0,201710,11,30330000.0,29968324585695315720
8m미만,177.0,201804,4,150000000.0,40872050878770045260
8m미만,48.3,201601,6,139940000.0,36258839369611665851
8m미만,36.0,201811,23,93960000.0,20994305052980798631
-,88.0,201912,30,120000000.0,54131325553487994231
12m미만,170.0,201905,9,2933680000.0,69207906481996002230
8m미만,496.0,202012,11,2250000000.0,20952529668518779761
12m미만,347.5,202008,14,1900000000.0,63878554273713605161
8m미만,66.0,201806,12,430000000.0,46352630222174999110
25m이상,195.0,201609,23,1418020000.0,45553482422256205851
25m미만,35.0,201606,16,136250000.0,29267591966244964910
8m미만,34.4,201608,3,95000000.0,82721192202264120660
8m미만,116.0,201808,10,560000000.0,5460801371516355511
8m미만,35.0,201803,9,104130000.0,82989602856191168730
25m미만,65.0,201808,16,452180000.0,37266955337202758311
25m미만,398.0,201806,2,2285690000.0,7753873575537152340
8m미만,293.2,202009,18,9500000000.0,19543409165265205121
25m이상,161.0,201607,22,1511000000.0,30016809960516458510
8m미만,324.2,202010,14,4780000000.0,49485313717468665460
8m미만,61.0,201907,24,296720000.0,76487632834511355541
8m미만,965.0,201908,14,219000000.0,19740533309517989951
8m미만,60.0,201807,25,245000000.0,46835683666213205421
8m미만,40.0,202006,23,390000000.0,14018545199891912350
25m이상,50.0,201809,5,195000000.0,2022932464144010071
-,423.0,202001,15,5758200000.0,60571348609374504410
8m미만,44.0,202006,21,215000000.0,34239238534499571581
25m이상,34.6,201810,30,627600000.0,36463423932666490910
8m미만,57.8,201911,20,477430000.0,60477937096607736861
25m미만,77.0,201605,23,351200000.0,87426094718750245891
-,63.0,201812,21,130620000.0,43065145465428329450
25m이상,61.0,201901,2,470430000.0,76513251853203024670
8m미만,70.0,202002,7,740000000.0,5963561536156233500
8m미만,109.0,201912,19,495950000.0,22700952552551730890
8m미만,56.0,201801,29,119000000.0,13337271161165657851
8m미만,171.0,201609,30,595000000.0,27825483979008714791
8m미만,51.0,201611,8,110160000.0,72152087971387370541
25m미만,258.8,201901,22,2639760000.0,33610141920298723081
-,63.0,201605,27,125000000.0,57723610840561053720
8m미만,370.0,202010,12,504000000.0,64359762582609127401
8m미만,321.0,201805,2,720000000.0,64773111550633803220
25m미만,33.7,201807,6,611660000.0,8207928974670880271
