road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr
1,211.0,2020,5,21,11320,10600,3,350500,5,13,730,3,5,8,2020
0,387.0,2019,11,7,11290,13400,909,1267000,8,16,910,0,0,0,2020
1,579.0,2018,3,9,11560,13200,690,3920000,8,14,150,3,4,5,2020
4,636.0,2019,10,15,11530,10600,601,5233000,9,33,220,2,5,2,2020
1,827.7,2016,4,27,11545,10200,520,5250000,8,22,240,2,3,5,2019
1,40.0,2018,11,14,11590,10700,214,3412000,8,14,150,2,7,10,2020
3,200.0,2019,3,20,11170,12100,509,5926000,8,14,160,2,4,5,2020
1,83.0,2018,2,13,11410,11100,2,3400000,8,14,150,3,2,2,2020
1,665.2,2019,5,31,11320,10800,1,2848000,8,14,330,2,1,8,2020
2,150.0,2016,8,19,11305,10400,645,3200000,8,13,210,2,7,2,2020
2,42.6,2016,12,29,11290,11200,904,3600000,8,14,110,3,2,6,2020
0,47.0,2020,6,13,11380,11400,119,191400,8,44,920,0,0,0,2020
3,156.3,2016,5,31,11545,10300,590,2589000,8,16,160,3,8,4,2020
4,40.0,2019,11,21,11440,10200,0,15040000,8,16,210,2,2,2,2020
0,129.0,2017,1,3,11380,10100,118,1683000,1,15,910,0,0,0,2020
4,68.0,2018,6,4,11560,13200,650,6358000,8,23,220,2,4,2,2020
1,80.0,2018,3,9,11410,11100,2,3400000,5,14,150,3,2,2,2020
0,81.0,2016,8,31,11290,13300,908,1217000,8,14,910,0,0,0,2020
1,102.8,2018,12,13,11560,10200,535,3818000,8,16,110,2,8,8,2019
1,67.0,2016,4,28,11290,13400,909,2960000,8,14,150,2,4,8,2020
1,243.0,2020,8,26,11320,10800,1,1541000,28,13,150,2,7,10,2020
1,265.0,2020,1,30,11500,11000,110,306900,28,44,530,1,5,10,2020
1,294.0,2019,9,17,11320,10500,3,2221000,8,14,110,2,4,8,2020
0,64.1,2019,10,1,11560,10200,535,2319000,8,22,910,0,0,0,2020
1,61.5,2019,8,6,11140,17100,15,4753000,8,16,110,2,4,10,2020
1,185.0,2019,3,13,11500,10300,306,2669000,8,13,150,3,3,10,2020
1,299.0,2020,1,10,11590,10500,209,3576000,8,14,110,2,7,8,2020
4,33.3,2020,12,1,11170,10800,504,10540000,8,22,210,2,4,3,2020
1,96.9,2018,8,24,11140,13600,4,11650000,8,22,220,2,4,3,2020
4,133.0,2020,2,26,11215,10700,0,11390000,8,22,210,2,4,1,2020
1,180.2,2020,7,9,11140,12500,3,10390000,8,22,230,2,3,8,2020
1,56.0,2016,5,26,11560,13200,690,3920000,8,14,150,2,7,2,2020
1,608.0,2019,7,15,11650,11100,0,77300,28,44,720,3,7,8,2020
1,61.5,2020,3,20,11170,11300,506,4544000,8,15,110,2,4,10,2020
3,331.6,2018,4,12,11500,10300,301,5080000,8,22,210,2,4,5,2020
0,188.0,2017,2,15,11290,10300,902,2241000,8,13,150,3,1,12,2020
1,621.0,2019,2,14,11650,10900,0,646500,2,44,510,2,7,10,2020
3,274.0,2016,6,23,11380,10200,101,3524000,8,14,130,2,8,4,2020
1,90.0,2019,12,31,11620,10200,745,2793000,5,14,110,3,4,10,2020
1,129.7,2018,10,18,11290,11400,904,3876000,11,14,150,2,4,8,2020
1,78.0,2019,11,25,11170,13100,518,6390000,8,14,330,3,4,8,2020
1,201.1,2016,4,16,11110,18700,907,2131000,8,13,150,4,3,10,2020
1,107.0,2020,4,7,11590,10200,203,3400000,8,14,150,3,4,8,2020
1,904.2,2020,11,24,11650,10800,0,9670000,8,15,230,2,3,9,2020
2,128.9,2020,2,28,11560,11900,605,4489000,8,33,430,2,3,7,2020
2,835.4,2016,12,23,11305,10200,600,2387000,8,14,130,2,3,7,2020
4,215.9,2020,1,28,11410,11900,2,4878000,8,15,230,2,3,1,2020
1,88.6,2016,10,15,11110,18700,907,7300000,8,15,140,2,4,2,2020
0,64.1,2016,11,16,11560,10200,535,2319000,8,22,910,0,0,0,2020
1,57.2,2020,3,5,11170,10100,501,3850000,8,14,110,3,4,10,2020
1,104.4,2020,7,4,11590,10400,201,3286000,8,14,130,3,3,8,2020
2,165.2,2016,12,15,11380,10700,111,4090000,8,14,150,3,4,5,2020
1,34.0,2020,7,13,11500,10900,902,5745000,8,23,210,2,7,8,2020
4,137.2,2018,5,12,11530,10700,703,5320000,8,15,240,2,1,1,2020
4,298.0,2020,10,26,11260,10100,7,3950000,5,15,230,2,7,3,2020
4,457.0,2016,11,21,11410,11800,3,3785000,8,15,140,2,7,2,2020
1,67.4,2019,11,29,11680,10500,0,7400000,8,14,160,2,2,10,2020
2,578.0,2016,6,3,11500,10900,901,2928000,8,14,310,2,4,6,2020
1,274.6,2019,9,21,11545,10100,510,3030000,8,33,110,2,3,8,2020
0,281.0,2018,8,24,11590,10900,219,1023000,8,15,910,0,0,0,2020
1,48.0,2020,7,2,11710,11400,0,3090000,8,14,150,2,3,10,2020
1,95.6,2016,8,25,11170,11900,508,6489000,8,14,140,3,7,2,2020
1,108.9,2018,6,25,11320,10800,1,2007000,8,13,130,2,7,9,2020
2,46.0,2018,4,24,11440,10200,0,8080000,8,14,240,2,4,6,2020
3,85.0,2019,12,4,11530,10800,800,1254000,8,33,910,2,7,4,2020
4,58.3,2016,5,28,11110,17500,916,4230000,8,14,310,3,4,4,2020
4,357.0,2019,7,16,11440,11000,0,16800000,8,22,230,2,3,1,2020
2,53.4,2020,1,17,11140,12400,3,120000000,8,21,210,2,3,6,2020
2,51.1,2019,5,9,11410,11000,1,4428000,8,14,140,3,4,7,2020
0,119.0,2017,8,18,11500,10900,902,376200,2,44,910,0,0,0,2020
4,449.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020
1,70.0,2016,7,21,11530,10200,203,2954000,8,33,110,3,4,10,2020
3,826.0,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020
0,60.0,2020,6,1,11380,10100,118,2338000,15,14,150,4,7,12,2020
3,379.2,2019,7,23,11140,11000,3,18090000,8,22,240,2,4,4,2020
1,144.0,2016,10,26,11110,18300,906,2508000,8,11,160,4,7,8,2020
4,121.3,2018,10,5,11530,10700,703,5520000,8,15,210,2,4,2,2020
2,117.0,2020,9,25,11410,11800,3,2657000,8,13,150,3,7,7,2020
1,127.9,2018,9,13,11620,10100,605,3534000,8,15,160,2,8,8,2020
4,36.0,2018,3,30,11200,10700,0,7304000,8,15,210,2,5,1,2020
0,76.0,2018,1,29,11440,10900,0,4140000,10,14,150,3,7,3,2020
1,930.0,2019,7,15,11650,11100,0,175600,1,44,510,3,7,8,2020
2,286.0,2016,5,11,11110,18500,905,1240000,1,13,730,4,4,6,2020
4,827.2,2019,3,4,11680,10800,0,27160000,8,22,230,2,4,2,2020
1,687.0,2019,5,16,11170,13100,517,9700000,8,13,110,3,4,8,2020
1,33.1,2018,2,1,11410,11000,1,4514000,8,14,110,3,1,10,2020
1,115.7,2020,10,29,11110,16400,911,6426000,8,22,320,2,4,8,2020
2,101.0,2016,8,30,11350,10500,11,8150000,8,16,210,2,1,7,2020
4,162.0,2020,4,23,11620,10200,655,4932000,8,15,240,1,4,3,2020
3,271.8,2019,7,23,11140,11000,3,19890000,8,22,210,2,4,5,2020
1,51.6,2016,8,3,11110,13000,910,5181000,8,22,230,2,3,8,2020
1,579.0,2016,2,2,11590,10500,209,6800000,8,14,140,2,7,2,2020
1,186.0,2018,6,29,11380,10100,118,2689000,8,14,110,3,4,10,2020
4,99.0,2020,10,26,11260,10100,7,3950000,5,15,230,2,7,1,2020
1,70.0,2016,4,9,11740,10900,109,5771000,8,22,210,2,4,8,2020
1,122.0,2020,10,31,11650,10100,0,4612000,8,14,160,2,7,10,2020
4,116.0,2019,12,27,11500,10400,401,4805000,19,33,410,2,4,2,2020
1,343.0,2016,12,20,11590,10200,206,3550000,5,14,150,3,7,5,2020
1,869.0,2019,12,2,11650,10900,0,441600,1,44,510,2,7,10,2020
0,595.0,2020,8,19,11590,10200,204,1059000,8,14,910,0,0,0,2020
4,92.0,2019,10,8,11110,18300,906,1281000,8,14,910,0,0,0,2020
4,925.6,2019,4,15,11440,11000,0,16910000,8,16,220,2,4,3,2020
1,692.0,2018,3,13,11740,10900,109,4918000,8,14,320,2,7,10,2020
1,212.9,2018,12,18,11305,10300,630,3480000,8,22,320,2,4,10,2020
1,59.5,2016,1,25,11110,11000,902,8470000,8,14,210,2,4,4,2020
3,39.7,2020,3,25,11110,16700,911,8573000,8,22,210,2,7,4,2020
1,69.7,2018,3,27,11290,11900,905,2960000,8,13,130,3,4,8,2020
4,251.0,2018,12,20,11230,11000,3,3960000,8,14,330,2,4,2,2020
1,84.0,2016,2,29,11620,10100,615,2465000,8,14,110,2,2,8,2016
1,40.7,2019,5,29,11200,10300,0,4434000,8,14,310,2,4,7,2020
1,105.8,2020,6,29,11140,17100,15,4998000,8,16,110,2,2,10,2020
1,65.9,2018,1,19,11230,10700,2,3042000,8,15,110,2,8,8,2020
1,251.0,2018,9,14,11290,13300,908,2151000,8,14,130,3,4,10,2020
1,248.0,2020,3,17,11650,11100,0,459000,1,44,510,2,7,10,2020
2,160.7,2018,6,12,11680,10100,0,15070000,8,14,220,2,4,7,2020
0,73.4,2020,7,9,11140,12500,3,8316000,8,22,230,2,3,12,2020
1,456.0,2020,1,23,11500,10900,902,4540000,8,23,240,2,4,8,2020
2,40.0,2020,11,7,11740,10900,109,4129000,8,14,150,3,4,6,2020
2,226.8,2016,9,20,11530,10300,103,3351000,8,14,130,2,4,6,2020
1,344.5,2020,4,2,11140,17100,15,4280000,8,14,150,3,3,8,2020
3,112.0,2018,11,9,11530,10200,205,4848000,8,14,230,2,7,4,2020
1,72.3,2019,5,22,11140,13400,6,14800000,8,22,210,2,4,5,2020
1,140.2,2018,5,18,11140,14700,6,9449000,8,22,220,2,4,1,2020
4,662.1,2016,11,24,11215,10900,0,11420000,8,22,220,2,4,2,2020
1,34.0,2016,8,4,11260,10300,12,2148000,8,14,130,2,2,10,2016
1,366.3,2018,10,18,11140,13600,4,11650000,8,22,220,2,4,3,2020
1,436.0,2019,7,13,11530,10100,101,1214000,2,33,910,2,4,8,2020
4,124.6,2019,7,2,11560,10900,535,3980000,8,33,330,2,8,1,2020
4,43.0,2018,12,4,11200,11400,0,6172000,1,33,410,2,4,3,2020
2,139.2,2018,7,3,11260,10100,3,3138000,8,14,110,2,2,7,2020
0,704.0,2019,7,23,11500,11300,113,190900,1,44,510,2,4,12,2020
4,166.0,2020,10,13,11500,10200,201,5133000,8,15,230,1,3,3,2020
1,66.0,2018,1,30,11650,10900,0,310000,1,44,510,2,7,10,2020
4,636.1,2019,9,30,11680,10800,0,23170000,8,22,230,2,3,3,2020
4,541.0,2018,2,8,11710,11100,8,9885000,8,15,210,2,2,1,2020
3,189.8,2019,4,12,11140,13500,6,8646000,8,22,230,2,7,12,2020
4,331.0,2016,5,24,11380,10600,108,6029000,8,15,240,2,3,3,2020
3,177.0,2016,4,8,11200,11000,0,3640000,8,15,140,2,7,0,2017
2,131.0,2019,9,26,11650,11000,0,1069000,2,44,510,2,5,6,2020
1,36.0,2020,5,26,11440,10100,0,2310000,8,13,130,4,4,11,2020
1,60.2,2019,8,16,11170,11400,507,3974000,8,14,130,3,4,9,2020
1,137.2,2016,2,12,11710,10400,11,5088000,8,14,130,2,4,8,2020
1,528.0,2019,3,19,11230,11000,1,4426000,1,22,230,2,3,8,2020
2,43.0,2019,7,24,11230,10500,0,3094000,8,14,150,2,4,6,2020
1,79.0,2020,8,5,11305,10300,660,1877000,28,14,110,2,2,8,2020
0,57.0,2017,3,2,11620,10200,645,894300,8,13,910,0,0,0,2020
1,57.2,2018,5,16,11110,17400,915,6797000,28,22,210,2,4,8,2020
3,78.0,2018,7,23,11530,10800,0,933900,2,33,910,2,2,4,2020
1,116.0,2016,11,18,11290,13300,908,1945000,8,14,110,2,4,8,2020
2,461.1,2016,4,20,11560,13200,690,3920000,8,14,150,2,7,2,2020
1,185.7,2020,2,20,11320,10800,1,1964000,8,14,150,2,2,10,2020
1,298.5,2018,4,6,11500,10300,301,5250000,8,22,220,2,3,8,2020
0,43.0,2018,3,20,11380,10600,0,927300,1,14,910,0,0,0,2020
1,90.2,2020,5,6,11590,10300,203,3530000,8,15,160,3,4,8,2020
1,149.1,2019,7,2,11230,10300,1,2910000,8,14,110,2,2,8,2020
0,99.0,2016,10,7,11560,13300,700,5330000,8,14,140,2,4,2,2020
1,63.0,2016,10,7,11530,10700,704,2325000,8,15,110,2,7,8,2016
4,186.4,2019,10,14,11500,10300,301,3840000,8,15,330,2,3,1,2020
1,48.3,2016,1,6,11290,12200,906,1963000,8,14,110,3,7,10,2016
1,40.4,2016,7,8,11470,10200,604,3252000,8,14,130,2,3,8,2020
0,69.0,2017,9,8,11380,10700,0,3780000,1,14,150,2,4,5,2020
0,86.0,2019,3,15,11140,15600,7,23400000,8,22,210,2,4,5,2020
2,61.0,2019,9,3,11560,13200,670,3850000,8,14,150,2,7,7,2020
1,35.7,2020,2,10,11170,10200,502,4167000,8,13,110,3,4,10,2020
0,167.3,2016,3,17,11650,10600,0,4695000,8,14,150,2,3,12,2020
3,79.0,2016,3,31,11530,10700,704,3292000,8,15,320,2,7,4,2018
1,72.4,2020,4,29,11110,17500,916,3231000,8,16,330,2,4,10,2020
0,99.0,2020,9,25,11350,10500,11,1740000,5,14,150,2,4,12,2020
1,94.0,2016,7,5,11530,10900,109,1975000,5,14,130,3,4,9,2018
3,80.0,2018,2,9,11545,10100,510,3073000,8,33,430,2,4,4,2020
1,155.7,2016,11,15,11590,10800,218,2412000,8,14,130,3,8,10,2020
1,73.8,2019,1,31,11110,15500,910,13180000,8,22,210,2,4,9,2020
1,404.0,2019,12,6,11350,10300,0,1632000,8,44,150,2,4,8,2020
4,342.7,2018,4,4,11500,10300,305,5632000,8,15,240,2,4,1,2020
2,64.0,2020,10,20,11290,13800,913,2914000,8,14,150,2,2,7,2020
0,145.0,2019,10,16,11740,10700,107,704700,8,44,510,2,7,12,2020
0,70.0,2017,3,29,11440,12500,0,1232000,14,14,910,0,0,0,2020
1,132.0,2020,2,21,11440,10200,0,2131000,8,14,910,2,7,8,2020
1,843.0,2016,8,29,11650,11100,0,495800,2,44,510,2,7,8,2020
2,61.0,2020,10,20,11290,13800,913,2914000,8,14,150,2,2,7,2020
4,39.0,2018,11,26,11440,10100,0,8596000,8,16,240,2,7,1,2020
0,112.0,2018,3,14,11650,10900,0,293200,1,44,510,3,4,12,2020
3,967.0,2018,1,15,11650,11100,0,573800,2,44,510,2,3,4,2020
4,34.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020
1,76.0,2016,11,9,11380,10700,110,4290000,5,15,140,2,4,2,2020
1,71.0,2020,12,30,11290,13600,911,3497000,8,15,150,2,7,11,2020
0,56.0,2018,6,5,11590,10900,219,996600,5,16,910,0,0,0,2020
4,827.9,2020,8,25,11380,11400,0,3627000,8,14,230,2,4,2,2020
1,410.8,2018,12,20,11380,11000,117,3660000,8,14,150,2,7,2,2020
0,79.0,2018,6,24,11380,10400,105,970000,8,13,910,0,0,0,2020
2,347.5,2020,8,14,11410,11800,0,2704000,8,15,150,3,4,6,2020
4,235.4,2016,7,1,11500,10200,202,7498000,8,16,210,2,7,3,2016
0,101.0,2020,6,24,11650,10300,0,2516000,8,11,510,3,7,12,2020
1,956.0,2020,12,31,11650,10900,0,529200,2,44,510,2,7,8,2020
3,291.6,2016,8,16,11650,10800,0,8300000,8,15,240,2,2,5,2020
4,203.0,2020,8,10,11110,18400,905,2855000,8,14,150,3,4,1,2020
2,75.1,2018,2,27,11140,15600,7,23400000,8,22,210,2,4,5,2020
1,63.0,2020,6,12,11290,10300,902,3040000,8,15,110,2,3,8,2020
1,635.0,2016,6,30,11440,12500,0,3196000,8,14,130,3,7,11,2020
1,85.0,2018,4,23,11230,11000,2,970200,1,14,910,2,7,10,2020
0,74.0,2019,8,21,11410,11100,0,3400000,5,14,150,3,2,2,2020
1,362.4,2016,9,4,11620,10300,630,3980000,8,14,130,3,1,8,2020
2,514.0,2019,10,25,11530,10100,101,3869000,8,16,160,2,7,7,2020
2,544.4,2016,2,26,11215,10500,1,7037000,8,14,330,2,2,7,2020
1,141.0,2018,10,31,11200,11300,0,3148000,28,14,150,2,7,10,2020
1,40.0,2020,11,20,11290,13800,913,2194000,8,13,110,3,5,8,2020
4,607.5,2019,5,31,11320,10800,1,4984000,8,14,210,2,2,1,2020
3,48.6,2016,1,11,11440,12300,0,5610000,8,14,140,2,4,5,2020
1,46.9,2018,6,18,11140,16500,14,8920000,8,22,240,2,4,5,2020
0,42.0,2020,5,6,11290,13800,913,897600,5,14,910,0,0,0,2020
1,79.0,2019,4,5,11530,10700,107,2477000,8,14,110,2,4,8,2019
2,47.0,2020,12,18,11140,16200,9,4688000,8,15,110,2,4,6,2020
1,45.0,2020,9,11,11590,10400,201,3042000,8,15,150,3,4,10,2020
1,92.0,2016,6,29,11440,10800,0,4190000,8,14,150,2,3,10,2020
3,42.2,2019,5,14,11290,13200,907,4111000,8,15,110,2,7,4,2020
1,335.6,2020,6,11,11680,10600,0,6043000,8,15,330,2,8,8,2020
1,81.0,2018,6,26,11350,10400,0,2444000,8,13,320,2,5,8,2020
1,85.0,2019,4,8,11590,10700,215,4010000,8,14,150,2,4,8,2020
1,301.2,2018,3,15,11560,11100,550,4550000,8,33,330,2,1,8,2020
0,37.0,2018,12,21,11290,11100,904,755700,8,13,910,0,0,0,2020
1,36.0,2016,9,2,11260,10100,7,1782000,8,14,110,2,8,0,2017
1,195.8,2019,1,11,11140,13900,4,4406000,8,13,240,3,4,8,2020
4,110.4,2018,7,30,11170,11900,508,6489000,8,14,140,3,7,2,2020
0,86.0,2018,3,29,11410,11100,0,3025000,8,14,150,3,4,7,2020
1,93.2,2019,7,3,11560,12100,605,3680000,8,16,160,2,7,10,2020
0,168.0,2020,8,10,11410,11100,0,1037000,8,15,910,3,7,0,2020
1,40.0,2019,7,10,11410,12000,1,6095000,8,16,230,2,7,5,2020
0,113.1,2017,1,3,11140,17100,15,1914000,8,16,910,0,0,0,2020
1,293.0,2020,9,10,11740,10600,106,2574000,8,44,110,2,4,10,2020
4,66.0,2016,5,27,11440,11500,0,1749000,8,14,910,2,7,1,2020
0,94.0,2016,4,13,11650,10400,0,440000,1,44,510,3,7,12,2020
0,66.0,2019,11,20,11200,10600,0,841500,8,14,910,2,0,0,2020
1,52.0,2016,10,3,11590,10500,209,4210000,8,14,110,3,4,8,2020
0,96.0,2020,7,8,11620,10200,745,1042000,2,15,910,0,0,0,2020
3,202.0,2019,8,6,11710,11300,4,5270000,8,15,150,2,7,5,2020
1,51.0,2016,6,14,11470,10100,507,1569000,5,14,410,2,5,8,2016
1,35.0,2020,1,3,11200,10700,0,4085000,8,15,150,3,7,10,2020
1,63.0,2016,11,11,11290,13300,908,1944000,28,14,110,3,8,8,2020
1,62.1,2019,4,12,11140,10500,3,19950000,8,21,230,2,4,6,2020
0,142.0,2018,4,27,11380,10400,0,874500,8,14,910,0,0,0,2020
1,599.4,2016,12,29,11680,10400,0,13640000,8,15,140,2,2,5,2020
4,433.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020
1,93.9,2016,11,21,11140,12100,2,4066000,8,14,240,3,4,9,2020
0,238.0,2018,1,11,11650,10900,0,338600,2,44,510,3,7,12,2020
3,245.0,2019,7,29,11380,10600,108,6930000,8,22,230,2,4,4,2020
1,417.0,2019,5,3,11320,10800,1,1770000,8,13,150,2,7,10,2020
0,99.0,2017,5,17,11500,10500,105,2630000,1,33,160,2,4,8,2020
3,163.0,2016,10,31,11590,10200,204,4369000,5,15,110,3,4,4,2020
0,48.0,2019,1,20,11320,10700,1,124000,5,43,720,3,7,12,2020
3,390.0,2018,1,30,11680,10300,0,10200000,8,16,230,2,1,5,2020
1,198.0,2019,8,10,11530,10900,109,1881000,1,14,150,3,2,10,2020
3,33.8,2016,8,31,11140,12200,3,18410000,8,22,220,2,4,4,2020
3,41.3,2020,1,2,11545,10300,600,4110000,8,14,230,2,4,4,2020
1,750.0,2016,10,11,11560,10800,535,3331000,8,15,150,2,1,9,2020
0,95.0,2017,6,22,11290,10100,901,260200,5,11,730,3,4,12,2020
2,347.0,2016,7,18,11290,10100,901,2551000,8,13,150,2,7,6,2016
2,54.2,2018,1,15,11380,10700,112,5090000,8,23,320,2,3,6,2020
1,36.0,2016,5,11,11410,11800,3,2265000,1,14,130,3,7,8,2019
1,234.7,2018,6,28,11110,13600,910,15800000,8,22,240,2,7,8,2020
1,139.8,2020,7,9,11140,12500,3,10180000,8,22,230,2,4,8,2020
1,53.0,2019,5,30,11110,18400,905,2148000,8,13,110,4,7,8,2019
2,784.0,2019,9,25,11500,10900,903,322600,28,44,530,2,4,6,2020
4,53.8,2019,12,12,11170,10700,503,15930000,8,22,210,3,4,1,2020
4,52.2,2018,8,24,11140,13600,4,11650000,8,22,220,2,4,3,2020
3,169.9,2019,6,20,11380,10500,107,3613000,8,14,310,2,7,5,2020
2,147.0,2016,5,4,11650,10800,801,9040000,8,15,220,2,3,6,2020
1,96.0,2020,6,26,11290,10100,901,2628000,8,13,110,3,7,10,2020
3,186.0,2018,11,10,11740,10600,106,752500,1,44,510,2,7,4,2020
1,525.7,2019,5,28,11680,10800,0,7040000,8,15,150,2,3,8,2020
3,45.0,2016,7,1,11215,10900,0,5970000,8,14,210,2,7,5,2016
0,152.0,2019,11,14,11650,10200,0,488300,5,15,720,3,7,12,2020
1,304.1,2019,12,12,11110,15300,910,5572000,8,22,160,2,7,10,2020
1,176.0,2018,8,10,11500,10900,902,4304000,8,16,310,2,3,5,2020
1,344.0,2018,4,25,11500,11200,112,196600,1,44,510,2,4,8,2020
1,35.0,2019,4,29,11170,13000,515,6973000,8,15,110,3,4,10,2020
0,99.0,2016,9,28,11560,13200,630,3440000,8,14,150,3,7,5,2020
3,375.1,2016,3,28,11650,10600,0,9816000,8,15,140,2,4,5,2020
0,724.0,2017,4,19,11650,10400,0,241300,1,44,510,3,7,12,2020
3,33.0,2016,8,16,11305,10300,620,3715000,8,16,240,2,4,0,2017
1,126.5,2020,1,31,11380,10700,112,2941000,8,15,130,2,1,10,2020
3,284.5,2018,1,12,11680,10300,0,6865000,8,14,240,2,3,4,2020
4,123.0,2019,1,18,11590,10900,219,8157000,8,15,210,2,7,3,2020
1,212.0,2020,3,6,11590,10200,203,3287000,8,14,110,2,4,10,2020
3,40.0,2016,8,19,11410,11800,2,3000000,8,14,150,2,4,5,2020
1,638.0,2016,3,24,11290,10100,901,2161000,8,11,160,4,7,10,2020
1,474.1,2016,6,19,11305,10300,620,1535000,8,14,150,2,2,8,2016
1,192.0,2018,7,31,11110,18400,905,1674000,8,11,110,3,7,10,2020
1,294.0,2018,12,17,11110,10100,901,4096000,8,13,110,3,4,8,2020
3,62.0,2020,4,1,11350,10500,13,7152000,8,15,230,2,7,4,2020
3,49.4,2019,7,18,11560,12100,605,6069000,8,16,230,2,2,4,2020
1,69.0,2020,6,16,11560,11800,585,2478000,8,33,110,2,4,8,2020
1,190.0,2020,9,22,11260,10600,19,891100,11,43,540,2,4,8,2020
0,56.0,2020,12,29,11380,10100,118,953700,1,14,910,0,0,0,2020
1,255.0,2019,5,22,11440,12500,0,4140000,1,24,230,2,4,7,2020
1,273.0,2020,11,2,11290,13300,908,1625000,5,13,150,3,8,8,2020
3,160.0,2019,1,24,11380,10100,118,4518000,8,14,240,2,4,5,2020
2,682.0,2019,9,25,11500,10900,903,319300,28,44,530,2,4,6,2020
1,55.2,2018,4,27,11170,10700,503,5113000,8,14,110,2,4,8,2020
1,684.0,2019,10,18,11650,10900,0,525000,1,44,510,2,3,8,2020
3,817.0,2020,12,1,11530,10800,800,3800000,8,14,210,2,4,4,2020
1,365.0,2016,4,13,11650,11000,0,3812000,8,11,110,2,4,8,2020
1,36.0,2016,6,27,11410,11800,2,3000000,8,14,150,2,4,5,2020
1,310.0,2016,5,10,11380,11400,0,516800,5,44,510,2,2,8,2020
0,160.0,2016,11,25,11290,13300,908,620400,8,13,910,0,0,0,2020
1,173.7,2019,8,9,11710,11200,10,4370000,8,15,130,2,3,9,2020
0,77.0,2016,3,31,11410,12000,0,3342000,1,14,150,2,7,5,2020
4,238.3,2020,1,13,11170,13000,515,28330000,8,22,210,2,4,1,2020
1,145.0,2016,3,15,11410,11700,3,2562000,8,13,120,3,7,10,2020
1,267.0,2018,8,20,11500,11200,112,253400,8,44,510,2,1,8,2020
0,298.0,2016,1,19,11380,10300,104,2437000,5,13,130,3,7,8,2020
1,50.0,2016,7,28,11620,10200,645,1887000,8,14,110,3,8,0,2017
1,95.0,2020,2,14,11290,13600,911,3692000,8,16,330,2,7,9,2020
0,195.0,2019,11,14,11650,10200,0,285600,5,13,720,3,7,12,2020
4,72.5,2019,4,2,11140,10500,3,44800000,8,21,220,2,4,1,2020
1,83.6,2016,6,22,11230,10700,2,2850000,8,14,110,3,4,10,2020
1,96.3,2016,7,12,11740,10500,105,6437000,8,22,240,2,7,9,2020
0,41.4,2016,1,26,11110,10100,901,5019000,8,13,210,2,7,1,2020
3,753.0,2016,10,31,11590,10200,204,4369000,5,15,110,3,4,4,2020
4,588.0,2019,10,8,11110,18300,906,4589000,5,14,230,2,7,2,2020
1,103.6,2016,5,18,11560,13200,660,3900000,8,14,150,3,7,2,2020
1,392.0,2016,3,24,11290,10100,901,2024000,8,11,160,4,8,10,2020
1,58.0,2018,4,18,11620,10100,625,4782000,8,14,310,2,4,9,2020
1,536.0,2018,1,11,11650,10900,0,415000,2,44,510,2,7,10,2020
0,602.0,2017,9,8,11650,10900,0,475300,2,44,510,2,7,12,2020
1,34.4,2016,4,15,11110,11100,902,4733000,8,14,110,2,4,8,2020
4,64.1,2019,8,1,11170,12800,0,12980000,8,14,210,2,7,3,2020
0,377.0,2017,10,11,11110,18400,905,71400,5,44,720,4,4,12,2020
0,730.0,2020,3,25,11680,11100,0,567600,1,44,510,2,7,12,2020
0,175.0,2017,7,28,11290,13800,913,2860000,1,14,130,2,4,8,2019
0,53.0,2016,8,26,11530,10800,800,1622000,1,14,110,3,4,10,2020
1,168.0,2016,12,20,11170,13100,517,4390000,8,13,110,3,4,0,2017
1,268.7,2019,7,31,11590,10800,218,3663000,8,14,160,2,3,8,2020
0,826.0,2016,6,8,11650,10400,0,526000,2,44,510,2,7,12,2020
1,67.0,2019,2,27,11170,13000,515,6864000,8,14,110,3,4,10,2020
0,37.4,2019,12,6,11200,10400,0,3465000,8,22,910,2,0,0,2020
1,66.0,2016,10,17,11440,10100,0,3580000,8,14,140,4,7,8,2020
2,57.0,2019,4,16,11560,13200,660,3373000,8,14,150,3,4,6,2020
1,47.0,2016,10,20,11680,11800,0,4220000,1,14,150,2,5,8,2020
0,129.0,2020,12,10,11590,10700,216,1112000,2,14,910,0,0,0,2020
1,84.0,2016,12,6,11410,11800,2,3000000,8,14,150,2,4,5,2020
0,291.0,2018,7,21,11320,10800,1,44000,5,44,720,3,4,12,2020
2,39.0,2016,7,20,11200,10200,0,5519000,8,14,310,2,7,6,2020
0,46.4,2019,7,13,11215,10500,0,1237000,8,14,910,0,0,0,2020
1,82.6,2018,6,12,11110,13600,910,23890000,8,22,210,2,4,11,2020
4,33.0,2019,10,8,11110,18300,906,4589000,8,14,230,2,7,2,2020
3,130.0,2020,9,24,11350,10600,0,2279000,10,13,150,2,7,4,2020
4,279.0,2018,11,20,11620,10100,575,3239000,8,14,110,3,4,1,2020
0,575.0,2020,1,3,11200,10700,0,1461000,8,15,910,2,0,0,2020
