road_type,lot_ar,contract_yr,contract_mo,contract_day,latitude,longitude,sgg_cd,bjd_cd,bun,ji,hjd_cd,public_price,jimok_cd,area,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,uploaded_mo,uploaded_day,price_per_area
1,119.0,2019,03,20,37.60299306713912,127.03722466890348,11290,13600,0067,0098,911,2871000,08,119.0,15,150,02,04,08,2020,01,01,3925042.0
1,108.9,2018,06,25,37.679781189941956,127.04042654989378,11320,10800,0590,0002,001,2007000,08,108.9,13,130,02,07,09,2020,01,01,2020202.0
1,100.1,2019,11,7,37.60511878703061,127.02536962373557,11290,13400,1070,0023,909,3443000,08,100.1,16,110,02,04,10,2020,01,01,3996004.0
1,100.0,2018,11,15,37.50694896044283,126.93811595612075,11590,10100,0314,0110,202,4082000,08,100.0,14,110,03,07,08,2020,01,01,5400000.0
1,169.9,2018,12,27,37.553826303269744,126.85017583961853,11500,10300,1098,0003,306,4460000,08,169.9,15,240,02,03,08,2020,01,01,6768687.5
3,84.0,2016,06,16,37.57490480573307,126.81180422522796,11500,10900,0453,0064,901,3822000,08,84.0,14,240,02,04,04,2020,01,01,3768571.4
1,85.7,2018,08,30,37.53684493667752,126.89149302206359,11560,12900,0005,0007,620,2704000,08,85.7,33,110,02,02,10,2020,01,01,9074679.1
1,63.0,2016,11,14,37.55679422621419,126.90869254271333,11440,12300,0057,0275,000,5587000,08,63.0,15,160,02,07,08,2020,01,01,5970000.0
1,166.8,2020,07,1,37.506404254600696,127.1076522670104,11710,10400,0018,0011,011,6336000,28,166.8,16,150,02,01,08,2020,01,01,17985611.5
1,565.1,2016,11,10,37.50544213342509,127.05471879475532,11680,10600,0891,0038,000,16490000,08,282.5,22,230,02,03,08,2020,01,01,16811183.9
2,113.9,2019,10,25,37.510543074921046,127.1279197829291,11710,11200,0001,0007,010,6830000,08,113.9,16,240,02,08,06,2020,01,01,9236172.1
1,99.0,2018,12,17,37.58001121035311,127.09191302824794,11260,10100,0528,0012,007,2628000,08,95.0,14,160,02,04,09,2020,01,01,4444444.4
2,121.0,2020,07,24,37.54164014125174,127.06329544334086,11200,11500,0275,0055,000,6144000,28,121.0,33,330,02,03,06,2020,01,01,16528925.6
4,311.0,2018,05,25,37.58003459502543,126.89947961286627,11380,10100,0032,0054,118,3530000,08,311.0,15,150,02,07,03,2020,01,01,6476398.7
1,160.3,2020,01,15,37.57956059673177,127.08856658712918,11260,10100,0618,0020,007,2653000,08,160.3,16,160,02,08,08,2020,01,01,4990642.5
1,101.0,2020,07,24,37.67591430856825,127.08290097480783,11350,10500,0006,0051,014,1386000,05,101.0,44,110,03,04,08,2020,01,01,4653465.3
4,172.0,2019,07,29,37.61332764604035,126.92700242947811,11380,10600,0002,0033,108,7896000,08,172.0,22,220,02,07,02,2020,01,01,8720930.2
3,828.0,2018,04,3,37.557688200245174,127.13410916631324,11740,10700,0253,0007,107,679800,01,828.0,44,510,02,07,04,2020,01,01,966183.6
1,88.0,2019,03,11,37.49393113010249,126.93680391365511,11590,10200,0283,0135,205,2231000,08,88.0,13,130,04,04,10,2020,01,01,3045454.5
1,71.0,2016,10,19,37.560129994397016,126.81303578226026,11500,10800,0036,0058,108,2457000,08,78.0,14,130,02,04,10,2020,01,01,3035070.4
1,58.3,2020,11,27,37.5732427541783,126.96465492615961,11110,11500,0304,0065,903,3270000,08,58.3,13,160,03,07,08,2020,01,01,4631217.8
1,128.0,2020,11,30,37.48318197709928,126.92807067386752,11620,10200,1639,0041,645,7240000,08,128.0,22,210,02,07,11,2020,01,01,17304218.8
1,112.0,2016,09,30,37.52854604511478,127.00277746602119,11170,13600,0003,0351,520,7305000,08,112.0,15,110,03,08,08,2020,01,01,6250000.0
1,119.0,2016,01,25,37.613670398656836,126.96652125969428,11110,18300,0533,0011,906,2548000,08,119.0,11,110,04,04,06,2020,01,01,1890756.3
0,290.9,2017,09,18,37.58241914340437,127.00571910411487,11110,16800,0129,0031,912,2982000,05,290.9,13,160,03,02,12,2020,01,01,3223513.2
0,238.0,2018,01,11,37.459903288568796,127.0616760989771,11650,10900,0274,0001,000,338600,02,238.0,44,510,03,07,12,2020,01,01,835756.3
0,995.0,2018,04,3,37.55812644669719,127.13390375571821,11740,10700,0253,0001,107,522000,01,995.0,44,510,02,07,12,2020,01,01,502512.6
0,83.0,2020,08,21,37.653783381839105,126.94083809735172,11380,11400,0303,0015,119,392400,08,83.0,44,510,02,07,12,2020,01,01,397590.4
1,343.0,2016,12,20,37.500087158235125,126.94584232796036,11590,10200,0211,0448,206,3550000,05,343.0,14,150,03,07,05,2020,01,01,3630000.0
4,44.6,2019,08,13,37.524240838483855,127.04990168638113,11680,10400,0050,0001,000,28720000,08,44.6,22,210,02,04,02,2020,01,01,75190583.0
4,47.0,2018,08,9,37.61745472345009,127.0568264971223,11290,13800,0122,0008,913,4520000,08,47.0,13,210,02,05,02,2020,01,01,6595744.7
4,337.0,2019,12,27,37.567831148898414,126.84817171109489,11500,10400,0037,0001,401,4805000,09,337.0,33,410,02,04,02,2020,01,01,10394629.1
0,64.1,2019,10,1,37.51783743426628,126.91165248977546,11560,10200,0098,0016,535,2319000,08,64.1,22,910,00,00,00,2020,01,01,8346333.9
1,62.1,2019,05,20,37.56007376887884,126.98768986528803,11140,13000,0030,0003,003,4910000,08,62.1,13,240,02,04,08,2020,01,01,11449275.4
3,274.0,2016,06,23,37.6021809184996,126.92423803416231,11380,10200,0156,0058,101,3524000,08,274.0,14,130,02,08,04,2020,01,01,3102189.8
1,120.0,2020,04,21,37.49939224288085,126.90612063722035,11560,13200,0431,0018,670,2337000,02,120.0,14,150,02,07,08,2020,01,01,8108333.3
0,76.0,2020,02,3,37.58944470143254,126.96882021935689,11110,10100,0015,0059,901,3686000,05,76.0,13,150,03,04,12,2020,01,01,4545394.7
1,644.4,2019,10,21,37.526608022217246,127.03541670647827,11680,10700,0644,0006,000,12920000,08,644.4,14,210,02,03,08,2020,01,01,23199875.9
1,587.0,2019,07,15,37.432581095505334,127.06697257940253,11650,11100,0051,0001,000,175600,01,587.0,44,510,03,07,08,2020,01,01,294718.9
1,35.7,2020,02,10,37.54542567811719,126.98301814141384,11170,10200,0001,1493,502,4167000,08,35.7,13,110,03,04,10,2020,01,01,4761904.8
0,126.0,2019,10,14,37.45713570699367,127.05744798992293,11650,11000,0219,0003,000,790500,02,126.0,44,530,02,04,12,2020,01,01,1269841.3
1,61.5,2019,08,6,37.55929460535399,126.96549214250167,11140,17100,0156,0083,015,4753000,08,61.5,16,110,02,04,10,2020,01,01,16260162.6
3,179.0,2020,01,17,37.53187927710917,127.00749895006521,11170,13100,0095,0020,000,12400000,08,179.0,22,230,02,04,04,2020,01,01,29608938.5
1,50.0,2018,04,11,37.56558957357663,126.90996737943765,11440,12500,0200,0431,000,4645000,08,50.0,14,150,03,02,09,2020,01,01,6243800.0
4,144.0,2019,10,8,37.61078412564574,126.97610973370088,11110,18300,0577,0018,906,4589000,05,144.0,14,230,02,07,02,2020,01,01,3263402.8
1,159.0,2019,02,7,37.48520417499348,126.9802464530134,11590,10700,0144,0017,214,7416000,08,159.0,22,240,02,04,08,2020,01,01,16666666.7
0,130.0,2017,04,1,37.48199253226104,126.93382361636371,11620,10200,0010,0725,645,894300,08,130.0,13,910,00,00,00,2020,01,01,384615.4
2,489.1,2016,04,8,37.48315965673936,127.01029895881877,11650,10800,1485,0011,000,8160000,08,489.1,15,230,02,02,07,2020,01,01,12267430.0
1,36.0,2020,11,26,37.61334021195988,126.95317726150715,11110,18200,0230,0131,906,2407000,05,36.0,13,110,05,04,09,2020,01,01,4722222.2
0,529.0,2018,04,13,37.59172196938046,126.9935963538386,11290,10100,0058,0003,901,900000,05,529.0,11,730,03,07,12,2020,01,01,510397.0
1,857.0,2016,01,13,37.56367413713092,127.15509713908352,11740,10200,0480,0005,102,693300,01,857.0,44,530,02,07,08,2020,01,01,466744.5
4,397.0,2019,10,8,37.61163028757151,126.9775325264401,11110,18300,0114,0002,906,4589000,08,397.0,14,230,02,07,02,2020,01,01,3263400.5
1,119.0,2019,08,10,37.49669622064759,126.83572791192444,11530,10900,0192,0042,109,1881000,01,119.0,14,150,03,02,10,2020,01,01,4731092.4
1,108.4,2016,10,11,37.48876321474934,127.02188688567345,11650,10800,1614,0014,801,4821000,08,108.4,11,110,02,03,08,2020,01,01,6052583.0
1,69.4,2016,04,7,37.526049907663406,126.96740740510974,11170,12800,0063,0163,512,22100000,08,69.4,22,240,02,04,02,2020,01,01,12968299.7
4,365.6,2020,01,8,37.53780336488985,126.82658158188815,11470,10300,0044,0007,703,3562000,08,365.6,15,230,02,03,01,2020,01,01,5415754.9
4,39.0,2016,06,14,37.58332871473692,126.89381329558262,11380,10100,0363,0001,118,3840000,08,39.0,14,150,03,04,02,2020,01,01,7123076.9
3,163.4,2019,08,6,37.535156302504745,126.82953112007021,11470,10300,0145,0006,701,2600000,08,163.4,16,110,02,08,04,2020,01,01,2753978.0
4,55.0,2020,05,20,37.57441724537696,126.8025350385924,11500,10900,0181,0002,902,474500,05,55.0,44,530,02,05,01,2020,01,01,472727.3
2,101.0,2016,08,30,37.65617678710746,127.06516135304356,11350,10500,0324,0007,011,8150000,08,101.0,16,210,02,01,07,2020,01,01,9158415.8
1,97.4,2020,10,20,37.584614053627334,127.0476245696114,11230,10700,0053,0023,001,2646000,08,97.4,14,110,02,08,08,2020,01,01,5441478.4
1,71.9,2016,03,10,37.49479366984888,126.85648727765711,11530,10700,0403,0211,702,3611000,08,71.9,15,150,02,04,08,2020,01,01,16550765.0
4,705.5,2020,05,26,37.59248333456118,127.08451472310752,11260,10200,0109,0029,010,5232000,08,705.5,15,210,02,02,01,2020,01,01,9627455.7
0,83.0,2020,10,13,37.51231531783115,126.91497590218621,11560,13200,0194,0028,515,1237000,08,83.0,14,910,00,00,00,2020,01,01,6626506.0
4,337.0,2020,04,9,37.610497480658786,127.05569207126521,11290,13800,0065,0025,913,4366000,08,337.0,14,230,02,04,01,2020,01,01,9982195.8
2,53.8,2016,10,11,37.561537322562465,126.957604191568,11410,11000,0118,0008,001,4428000,08,53.8,14,140,03,04,07,2020,01,01,3002788.1
1,599.4,2016,12,29,37.52752228283281,127.0513671056496,11680,10400,0106,0010,000,13640000,08,599.4,15,140,02,02,05,2020,01,01,17287287.3
0,48.0,2016,08,17,37.48133335244173,126.9703785290968,11590,10700,0280,0007,216,3192000,02,48.0,14,130,03,07,08,2020,01,01,1250000.0
0,36.0,2019,01,29,37.48463493440776,126.95477365445157,11620,10100,0032,0025,615,1673000,08,36.0,22,910,00,00,00,2020,01,01,13864444.4
1,70.7,2016,12,2,37.58839278410754,127.01411603348662,11290,11500,0085,0000,904,3920000,08,70.7,14,130,02,01,08,2020,01,01,5899575.7
2,170.0,2016,08,18,37.55799724793226,127.0350200264064,11200,10700,0140,0002,000,4719000,08,170.0,15,310,02,05,07,2020,01,01,5882352.9
1,81.0,2016,09,20,37.58003413863462,126.94962994392718,11410,11100,0044,0229,002,3400000,08,81.0,14,150,03,02,02,2020,01,01,2592592.6
4,139.6,2020,07,3,37.67528816917945,127.0472739330727,11320,10800,0626,0161,002,4037000,08,139.6,15,230,02,04,03,2020,01,01,5730659.0
4,827.9,2020,08,25,37.65016088476601,126.93613407514984,11380,11400,0002,0008,000,3627000,08,827.9,14,230,02,04,02,2020,01,01,5435439.1
1,407.0,2020,12,30,37.5416358832043,126.99401323295304,11170,13000,0258,0065,515,8170000,08,407.0,13,110,03,04,09,2020,01,01,11793611.8
1,125.6,2019,04,23,37.52919543010708,126.83955376466422,11500,10300,0936,0021,301,4529000,08,125.6,22,230,02,02,09,2020,01,01,8917197.5
4,94.0,2019,04,25,37.573865277387945,127.01546096221573,11110,17400,0260,0000,915,12350000,08,94.0,16,230,02,02,01,2020,01,01,14893617.0
4,586.4,2020,05,28,37.59792974354319,126.92011906211702,11380,10700,0116,0022,109,6030000,08,586.4,16,240,02,03,03,2020,01,01,13472032.7
1,403.0,2019,06,12,37.544032058481534,126.88059016018252,11470,10200,0131,0141,602,2779000,08,403.0,13,130,03,04,08,2020,01,01,3473945.4
1,298.5,2018,04,6,37.529017372756286,126.84681345190786,11500,10300,0905,0027,301,5250000,08,298.5,22,220,02,03,08,2020,01,01,9346733.7
1,63.0,2020,06,3,37.579454403407006,127.01458144689671,11110,17400,0017,0081,915,2370000,08,63.0,14,110,03,04,10,2020,01,01,5375079.4
1,203.8,2016,07,6,37.50983814767829,127.03121868811171,11680,10800,0174,0008,000,6072000,08,203.8,14,160,02,02,08,2020,01,01,8164867.5
4,106.0,2019,12,27,37.56752959464716,126.84776434201582,11500,10400,0037,0002,401,4805000,09,106.0,33,410,02,04,02,2020,01,01,10394622.6
3,75.3,2016,03,28,37.52450669420072,126.89428604413187,11560,11300,0545,0000,550,4939000,08,75.3,33,210,02,04,04,2020,01,01,5843293.5
1,64.8,2020,02,10,37.57360682759702,127.00744981094226,11110,16400,0201,0002,911,4180000,08,64.8,15,150,03,08,08,2020,01,01,6894753.1
1,195.1,2020,11,21,37.538134776071615,126.83047470936579,11470,10300,0074,0015,705,2374000,08,195.1,14,110,02,03,08,2020,01,01,5638134.3
1,142.1,2020,10,29,37.571956443182216,127.00763186794275,11110,16400,0043,0001,911,6426000,08,142.1,22,320,02,04,08,2020,01,01,11977480.6
1,190.0,2020,09,22,37.61679397432402,127.10107410567132,11260,10600,0337,0015,019,891100,11,190.0,43,540,02,04,08,2020,01,01,2100000.0
2,57.0,2019,04,16,37.50812525063606,126.91407222883265,11560,13200,0205,0016,660,3373000,08,57.0,14,150,03,04,06,2020,01,01,4666666.7
2,133.0,2019,07,26,37.67880434447008,127.04594572866353,11320,10800,0627,0005,002,3119000,08,133.0,14,310,02,07,07,2020,01,01,5135338.3
1,90.0,2019,05,3,37.679683775350085,127.03937928981895,11320,10800,0425,0004,001,1927000,01,90.0,13,150,02,07,08,2020,01,01,2111111.1
0,43.0,2019,06,14,37.61074527689926,127.06072994606465,11290,13900,0193,0006,914,924000,08,43.0,14,910,00,00,00,2020,01,01,3488372.1
4,121.3,2018,10,5,37.48833911296436,126.85649807372441,11530,10700,0403,0160,703,5520000,08,121.3,15,210,02,04,02,2020,01,01,7167683.4
2,286.0,2016,05,11,37.60254157322622,126.95789971122878,11110,18500,0069,0041,905,1240000,01,286.0,13,730,04,04,06,2020,01,01,979021.0
1,887.0,2016,03,30,37.56727354253882,127.06052007717683,11230,10500,0015,0018,004,1318000,05,38.0,14,150,02,07,12,2020,01,01,1862345.0
1,138.4,2018,05,11,37.57212293344756,127.08564318328115,11260,10100,1417,0000,004,2393000,08,138.4,14,150,03,03,08,2018,01,01,3738005.8
1,281.0,2019,07,24,37.50011061258549,126.96162927384664,11590,10500,0252,0044,209,4210000,08,281.0,14,110,03,04,08,2020,01,01,5897117.4
1,173.2,2018,12,18,37.63733116161581,127.02366272897119,11305,10300,0230,0022,630,3192000,08,173.2,22,320,02,08,10,2020,01,01,2904099.3
1,133.0,2019,03,2,37.50571149703778,126.94538795172309,11590,10200,0023,0048,204,3257000,08,133.0,14,110,03,07,10,2020,01,01,5583533.8
1,56.2,2019,09,28,37.5350571308957,126.94547413792337,11440,10700,0419,0012,000,4954000,08,56.2,13,160,04,05,08,2020,01,01,6227758.0
0,304.0,2018,05,3,37.46397394369392,126.940315330202,11620,10200,0251,0516,735,181200,05,304.0,13,720,03,04,12,2020,01,01,337500.0
3,179.0,2019,08,23,37.53187927710917,127.00749895006521,11170,13100,0095,0020,000,12400000,08,179.0,22,230,02,04,04,2020,01,01,29608938.5
4,75.0,2020,09,8,37.525567650628545,126.90393934967486,11560,10800,0062,0015,535,6346000,08,75.0,33,210,02,07,02,2020,01,01,13612533.3
0,431.0,2019,03,8,37.45206966559945,127.07974713384276,11650,10900,0001,3110,000,313100,01,431.0,44,510,02,07,12,2020,01,01,612529.0
1,71.8,2020,12,16,37.56565064887572,127.03348792890591,11200,10300,0269,0002,000,3185000,08,71.8,14,110,02,03,10,2020,01,01,5362117.0
1,180.2,2020,07,9,37.561527414570165,126.98966185485719,11140,12500,0053,0007,003,10390000,08,180.2,22,230,02,03,08,2020,01,01,34174361.8
1,164.0,2020,10,12,37.536185687232006,127.13816934588638,11740,10500,0413,0016,105,5567000,08,164.0,22,220,02,03,08,2020,01,01,19512195.1
1,106.1,2020,06,30,37.5665022414082,127.01913148783166,11140,16500,0373,0000,014,5803000,08,106.1,22,210,02,02,08,2020,01,01,13873704.1
1,85.0,2019,04,8,37.485601759934724,126.97692780115393,11590,10700,0160,0002,215,4010000,08,85.0,14,150,02,04,08,2020,01,01,5156705.9
0,119.0,2017,08,18,37.57114256778274,126.80439983284202,11500,10900,0524,0004,902,376200,02,119.0,44,910,00,00,00,2020,01,01,672268.9
1,64.3,2018,06,13,37.57130760487523,126.98559703476923,11110,13600,0228,0000,910,14900000,08,64.3,22,210,02,04,10,2020,01,01,25754276.8
3,747.0,2019,11,14,37.475161244379215,127.03321327357772,11650,10200,0049,0021,000,663000,05,747.0,15,720,03,07,04,2020,01,01,505756.4
3,619.0,2016,12,29,37.501180394059894,126.85858463906622,11530,10600,0102,0005,601,4120000,08,619.0,33,140,02,07,02,2020,01,01,5215121.2
1,37.7,2020,07,30,37.559848310781646,126.95907294042067,11410,11000,0117,0025,001,1501000,08,37.7,14,910,03,02,08,2020,01,01,7692307.7
1,84.9,2019,06,5,37.67686778486127,127.04297036316085,11320,10800,0598,0014,001,1554000,08,84.9,13,150,02,05,10,2020,01,01,2021790.3
4,48.0,2016,12,29,37.498623423517124,126.8570799128403,11530,10600,0100,0002,601,4120000,08,48.0,33,140,02,07,02,2020,01,01,5215208.3
1,45.0,2020,12,15,37.50075924814949,127.00203464140185,11650,10700,0529,0002,000,9956000,08,45.0,15,230,02,07,08,2020,01,01,20664222.2
2,139.2,2018,07,3,37.5882174459511,127.09708367615788,11260,10100,0014,0037,003,3138000,08,139.2,14,110,02,02,07,2020,01,01,5495689.7
1,72.0,2020,04,2,37.599035437838694,126.94552745786231,11410,11800,0016,0079,002,2434000,08,72.0,14,110,03,07,08,2020,01,01,3214305.6
0,109.1,2020,10,8,37.57575019804265,127.04388653161328,11230,10200,0039,0344,000,993300,08,109.1,14,910,00,00,00,2020,01,01,1497341.9
0,136.0,2017,11,14,37.602334795979175,127.09015570575092,11260,10200,0286,0005,009,2791000,08,189.0,14,160,02,04,08,2020,01,01,2147058.8
0,121.4,2016,11,8,37.577297222770824,126.95310283506974,11410,10900,0001,0165,000,2502000,08,121.4,14,110,03,04,08,2020,01,01,2316309.7
1,71.4,2019,07,9,37.56824786337563,127.04858263410797,11200,12200,0131,0006,000,3686000,08,71.4,15,110,02,03,10,2020,01,01,5019747.9
4,324.4,2018,12,11,37.66575179387433,127.04356915143758,11320,10600,0707,0000,001,4735000,08,324.4,33,210,02,07,02,2020,01,01,7044728.7
1,79.0,2020,02,28,37.60143266509616,127.09238228363559,11260,10200,0031,0008,009,2289000,08,79.0,15,150,02,04,10,2020,01,01,4835443.0
3,83.0,2020,05,27,37.545191329562584,126.9249174439396,11440,11500,0354,0021,000,5433000,08,83.0,14,320,02,05,04,2020,01,01,10888915.7
0,44.0,2016,08,16,37.59304651846635,127.01417015491944,11290,10900,0032,0000,903,3105000,08,44.0,14,150,02,04,12,2020,01,01,5138636.4
1,107.0,2019,11,15,37.503159183565884,126.94606041160564,11590,10200,0159,0457,203,3400000,08,107.0,14,150,03,04,08,2020,01,01,5196261.7
3,390.0,2018,01,30,37.47836017947637,127.04602945933398,11680,10300,1238,0005,000,10200000,08,390.0,16,230,02,01,05,2020,01,01,19205128.2
1,253.0,2018,11,28,37.653269099211784,127.01801374101952,11320,10500,0470,0004,001,1850000,08,253.0,14,150,02,04,08,2020,01,01,2509881.4
1,44.4,2020,07,27,37.560765130728235,126.99545733265164,11140,13800,0019,0039,004,5177000,08,44.4,14,210,02,04,08,2020,01,01,13250000.0
0,281.0,2016,01,5,37.68533779203188,127.0397643980797,11320,10800,0068,0057,001,44400,05,281.0,44,720,03,04,12,2020,01,01,266903.9
4,251.0,2018,12,20,37.60579497619429,127.06696369543432,11230,11000,0210,0001,003,3960000,08,251.0,14,330,02,04,02,2020,01,01,5992031.9
2,573.5,2016,06,28,37.5001337476062,127.03961088379694,11680,10100,0725,0016,000,9879000,08,573.5,13,210,02,03,07,2020,01,01,12380122.1
3,331.6,2018,04,12,37.52853590581451,126.83938513752209,11500,10300,0935,0015,301,5080000,08,331.6,22,210,02,04,05,2020,01,01,8594692.4
0,109.0,2018,05,11,37.54583972506705,126.93176047943653,11440,11400,0150,0035,000,1626000,08,109.0,15,910,00,00,00,2020,01,01,2293578.0
1,57.0,2018,12,21,37.58461032513265,127.00763713243003,11290,11100,0278,0010,904,2221000,08,57.0,13,150,03,07,10,2020,01,01,2493333.3
1,51.0,2020,03,24,37.63639035012708,127.07671474813408,11350,10400,0070,0030,000,2138000,08,51.0,14,110,02,05,08,2020,01,01,3284313.7
1,355.0,2020,02,6,37.45525590258582,127.0528011927297,11650,11100,0438,0009,000,2879000,08,355.0,11,110,02,08,08,2020,01,01,6554929.6
1,330.0,2016,10,4,37.60665894663662,126.99464709188854,11290,13300,0941,0007,908,1300000,08,330.0,44,150,03,04,08,2020,01,01,1515151.5
0,77.0,2017,12,20,37.49701859433574,126.98257769148276,11590,10600,0097,0013,214,3950000,08,77.0,14,150,02,07,08,2020,01,01,1400000.0
1,79.3,2020,03,27,37.571232102200874,127.01148192027337,11110,17400,0460,0007,915,5030000,11,79.3,22,240,02,04,10,2020,01,01,10551702.4
3,98.0,2016,05,25,37.51364043466813,126.91071319336415,11560,10100,0602,0008,515,4017000,08,98.0,14,310,01,04,04,2020,01,01,3061224.5
4,64.8,2016,10,14,37.577664582599766,127.01557587671145,11110,17500,0055,0013,916,8299000,08,64.8,14,210,02,03,01,2020,01,01,6790123.5
3,169.4,2018,07,17,37.589376052871096,127.01849498647836,11290,11700,0034,0001,905,4719000,08,169.4,14,330,02,03,04,2020,01,01,7083825.3
2,327.6,2020,09,2,37.499579420000046,127.0906975888203,11710,10600,0053,0007,014,6175000,08,327.6,14,330,02,04,07,2020,01,01,11446886.4
1,34.0,2018,06,3,37.54372941365787,127.0157859575804,11200,11300,0306,0016,000,3237000,08,34.0,14,110,02,04,10,2020,01,01,20588235.3
4,791.9,2019,12,10,37.515320975876286,127.03398868462432,11680,10800,0089,0011,000,16750000,12,791.9,15,210,02,03,01,2020,01,01,26265942.7
3,728.1,2019,03,28,37.54741821398519,126.82125773503314,11500,10600,0755,0004,601,4716000,08,728.1,16,210,02,02,05,2020,01,01,5390743.0
1,115.7,2019,08,14,37.5657098637401,126.99643509295794,11140,15000,0298,0000,007,9256000,08,115.7,22,230,02,07,10,2020,01,01,12172083.0
1,89.3,2019,04,18,37.559940520195404,126.9637334025268,11410,10200,0335,0000,000,5298000,08,89.3,15,330,02,04,08,2020,01,01,11791713.3
1,694.0,2018,01,4,37.55926087750351,127.14208879367581,11740,10700,0331,0001,107,433100,01,694.0,44,510,02,04,10,2020,01,01,778098.0
2,302.0,2019,08,28,37.53832887189425,127.12793334563126,11740,10900,0453,0005,109,10170000,08,302.0,22,230,02,07,06,2020,01,01,19056291.4
1,40.0,2016,03,2,37.573248024667066,127.05678805936117,11230,10500,0242,0011,001,3376000,08,40.0,14,160,02,02,08,2020,01,01,3695500.0
0,40.0,2018,01,29,37.55296814406722,126.94822883849805,11440,10900,0021,0121,000,4140000,08,40.0,14,150,03,07,03,2020,01,01,2705000.0
4,60.0,2018,04,17,37.490352198361684,126.82560318091163,11530,11000,0041,0004,110,3778000,01,60.0,14,230,02,04,03,2020,01,01,4666666.7
1,111.5,2018,09,27,37.5743480172041,126.92806963279428,11410,11700,0703,0015,002,2523000,08,111.5,14,150,03,07,08,2020,01,01,3872825.1
4,487.0,2019,11,11,37.515671790768316,127.14365249580554,11710,11100,0435,0010,009,965000,02,487.0,44,530,01,07,01,2020,01,01,918008.2
3,178.1,2018,08,22,37.561708957787715,127.05910821018591,11200,12200,0225,0008,000,5723000,08,178.1,16,210,02,04,04,2020,01,01,9219988.8
1,86.0,2019,09,7,37.566219343793904,127.01294625669019,11140,16200,0251,0147,008,5710000,08,86.0,22,110,02,04,10,2020,01,01,16627907.0
4,40.0,2019,11,21,37.5447321475542,126.95295109185254,11440,10200,0256,0044,000,15040000,08,40.0,16,210,02,02,02,2020,01,01,21750000.0
1,480.1,2019,05,28,37.514079854956464,127.03463117835999,11680,10800,0211,0002,000,7040000,08,480.1,15,150,02,03,08,2020,01,01,19568839.8
1,767.0,2016,11,11,37.48767726873401,126.9426137210298,11620,10100,0635,0698,605,2282000,05,659.0,14,150,03,07,10,2020,01,01,1629726.2
3,85.0,2019,12,4,37.49505262930277,126.84329147188926,11530,10800,0048,0006,800,1254000,08,85.0,33,910,02,07,04,2020,01,01,3482352.9
1,85.0,2018,04,23,37.599276474779785,127.0614194859312,11230,11000,0262,0052,002,970200,01,85.0,14,910,02,07,10,2020,01,01,2321411.8
1,912.0,2018,05,15,37.59402963956889,126.98902415882628,11290,10100,0226,0001,901,393300,05,912.0,11,730,03,07,10,2020,01,01,605263.2
3,98.0,2020,09,14,37.50298975437052,126.858156369578,11530,10600,0134,0140,601,1240000,08,98.0,15,910,02,02,04,2020,01,01,3469387.8
0,360.0,2020,10,4,37.470073871704685,126.93104372644893,11620,10200,0361,0011,745,937200,08,360.0,14,910,00,00,00,2020,01,01,2055555.6
4,494.6,2018,08,8,37.53339674703785,126.95060428492181,11170,11800,0141,0000,507,8190000,08,494.6,14,210,02,07,03,2020,01,01,12838657.5
1,199.3,2018,12,13,37.564879043080225,126.98487258714609,11140,10500,0195,0013,003,31370000,08,199.3,21,230,02,04,08,2020,01,01,35084847.0
0,53.0,2016,08,26,37.49928889122403,126.84402794937363,11530,10800,0019,0049,800,1622000,01,53.0,14,110,03,04,10,2020,01,01,1792452.8
0,803.0,2018,06,14,37.44636497949915,127.04404904893146,11650,10400,0159,0003,000,137000,02,803.0,44,510,03,07,12,2020,01,01,354122.0
1,50.0,2018,02,14,37.595365570774554,126.96893260531128,11110,18400,0100,0015,905,1687000,08,50.0,44,110,03,07,10,2020,01,01,2400000.0
0,102.0,2020,09,11,37.55052549892773,127.0455382199103,11200,11400,0656,0728,000,2046000,01,102.0,33,910,02,00,00,2020,01,01,4872549.0
1,75.0,2018,01,24,37.54378933862691,126.95308895865563,11440,10300,0027,0015,000,4237000,08,75.0,22,910,00,00,00,2020,01,01,19600000.0
1,164.3,2019,09,18,37.51769628844201,126.91169944449241,11560,10200,0098,0012,535,4190000,08,164.3,22,230,02,07,10,2020,01,01,16068168.0
1,212.0,2020,10,17,37.50552650967854,126.82941721610302,11530,10900,0017,0002,109,481600,02,212.0,44,510,02,07,08,2020,01,01,724528.3
2,53.5,2018,05,28,37.5382623662928,126.97036006483496,11170,12200,0008,0008,510,11100000,08,53.5,22,230,02,07,02,2020,01,01,21110093.5
2,66.9,2016,09,8,37.567833584899105,126.9891820860029,11140,11000,0063,0004,003,28300000,08,66.9,22,230,02,01,06,2020,01,01,43071898.4
1,392.0,2016,03,24,37.593619698615434,126.99020996465961,11290,10100,0281,0011,901,2024000,08,392.0,11,160,04,08,10,2020,01,01,1045918.4
1,69.0,2016,12,26,37.58146503990031,126.90055767638,11380,10100,0031,0038,118,3530000,08,69.0,15,150,02,07,03,2020,01,01,2744637.7
0,73.0,2020,10,21,37.62312558473031,126.91539584135259,11380,10400,0281,0082,000,904200,08,73.0,14,910,00,00,00,2020,01,01,6232876.7
